ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1753	"ENSG00000005700.15_7"	"IBTK"	chr6	-	82923943	82924546	82925792	82925967	82922423	82922510	82927676	82927854	1753	63,44	51,30			198	198	NA	NA	0.553,0.595		NA
1754	"ENSG00000005700.15_7"	"IBTK"	chr6	-	82943875	82943972	82949882	82950560	82941434	82941559	82957278	82957388	1754	35,54	132,128			198	196	NA	NA	0.208,0.295		NA
1755	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20670675	20670720	20705829	20705926	20660820	20660877	20737063	20737210	1755	3,0	0,0			144	196	NA	NA	1.0,NA		NA
1756	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20705829	20705926	20737063	20737210	20660820	20660877	20807961	20808022	1756	0,0	15,0			196	198	NA	NA	0.0,NA		NA
1757	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20705829	20705926	20737063	20737254	20660820	20660877	20807961	20808022	1757	0,0	6,0			196	198	NA	NA	0.0,NA		NA
1758	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20737063	20737210	20807961	20807974	20660820	20660877	20895591	20895676	1758	6,0	0,0			198	112	NA	NA	1.0,NA		NA
1759	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20737063	20737210	20807961	20808022	20660820	20660877	20895591	20895676	1759	6,0	1,2			198	160	NA	NA	0.829,0.0		NA
1760	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20807961	20808022	20895591	20895676	20737063	20737210	20932991	20933089	1760	1,0	3,0			160	184	NA	NA	0.277,NA		NA
1761	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20814437	20814507	20838542	20838596	20807961	20808022	20895591	20895676	1761	8,0	0,0			169	153	NA	NA	1.0,NA		NA
1762	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20814437	20814507	20852166	20852212	20807961	20808022	20895591	20895676	1762	8,0	1,0			169	145	NA	NA	0.873,NA		NA
1763	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20814437	20814507	20895591	20895676	20807961	20808022	20932991	20933089	1763	8,0	4,0			169	184	NA	NA	0.685,NA		NA
1764	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20838542	20838596	20852166	20852212	20807961	20808022	20895591	20895676	1764	0,0	1,0			153	145	NA	NA	0.0,NA		NA
1765	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20838545	20838596	20852166	20852212	20814437	20814507	20895591	20895676	1765	0,0	1,0			150	145	NA	NA	0.0,NA		NA
1766	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20895591	20895676	20932991	20933089	20807961	20808022	20935040	20935148	1766	2,0	2,0			184	197	NA	NA	0.517,NA		NA
1767	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20895591	20895676	20932991	20933089	20814437	20814507	20935040	20935148	1767	1,0	2,0			184	197	NA	NA	0.349,NA		NA
1768	"ENSG00000111725.11_5"	"PRKAB1"	chr12	+	120112144	120112259	120114341	120114475	120111614	120111862	120117737	120117806	1768	738,456	984,636			198	198	NA	NA	0.429,0.418		NA
1769	"ENSG00000188739.15_6"	"RBM34"	chr1	-	235311718	235311762	235316020	235316080	235301405	235301489	235318195	235318427	1769	347,216	353,145			159	143	NA	NA	0.469,0.573		NA
1770	"ENSG00000183117.19_9"	"CSMD1"	chr8	-	2857479	2857653	2875998	2876172	2855532	2855706	2886840	2887035	1770	47,32	79,53			198	198	NA	NA	0.373,0.376		NA
1771	"ENSG00000183117.19_9"	"CSMD1"	chr8	-	3455825	3455828	3470797	3470800	3443657	3443782	3474231	3474319	1771	0,0	0,0			102	102	NA	NA	NA,NA		NA
1772	"ENSG00000038382.20_5"	"TRIO"	chr5	+	14390339	14390409	14390442	14390581	14389397	14389507	14391009	14391099	1772	9,7	0,0			169	198	NA	NA	1.0,1.0		NA
1773	"ENSG00000166913.13_5"	"YWHAB"	chr20	+	43533608	43533772	43534641	43534737	43532633	43532757	43535022	43535161	1773	2534,1875	1199,860			198	195	NA	NA	0.675,0.682		NA
1774	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10381911	10382055	10387105	10387178	10378870	10378944	10390443	10390612	1774	325,358	300,241			198	172	NA	NA	0.485,0.563		NA
1775	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10415584	10415781	10417381	10417516	10414544	10414614	10423846	10423947	1775	9,1	398,474			198	198	NA	NA	0.022,0.002		NA
1776	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10415599	10415781	10417381	10417516	10414544	10414614	10423846	10423936	1776	652,524	398,474			198	198	NA	NA	0.621,0.525		NA
1777	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10417381	10417516	10423846	10423936	10415599	10415781	10426501	10426634	1777	607,506	719,601			198	189	NA	NA	0.446,0.446		NA
1778	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10423846	10423936	10426501	10426634	10417381	10417516	10430004	10430140	1778	376,460	794,457			189	198	NA	NA	0.332,0.513		NA
1779	"ENSG00000172888.12_4"	"ZNF621"	chr3	+	40570809	40570936	40570985	40571066	40567269	40567355	40571699	40571807	1779	56,69	3,3			198	180	NA	NA	0.944,0.954		NA
1780	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249150486	249150621	249150712	249150761	249149923	249150142	249151432	249151635	1780	110,66	24,18			148	198	NA	NA	0.86,0.831		NA
1781	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249150486	249150621	249150712	249150761	249149923	249150145	249151432	249151696	1781	121,75	371,224			148	198	NA	NA	0.304,0.309		NA
1782	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249152026	249152058	249152329	249152520	249151432	249151696	249153116	249153284	1782	0,3	6,7			198	131	NA	NA	0.0,0.221		NA
1783	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249152026	249152058	249152329	249152618	249151511	249151696	249153116	249153266	1783	0,2	6,7			198	131	NA	NA	0.0,0.159		NA
1784	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130867856	130867993	130874474	130874580	130866511	130866589	130883620	130883742	1784	717,562	720,499			198	198	NA	NA	0.499,0.53		NA
1785	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130874474	130874580	130883620	130883742	130867856	130867993	130915557	130915596	1785	74,44	831,586			198	198	NA	NA	0.082,0.07		NA
1786	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130883620	130883742	130891634	130891717	130874474	130874580	130892621	130892704	1786	13,9	716,562			182	198	NA	NA	0.019,0.017		NA
1787	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130883620	130883742	130891634	130891717	130874474	130874580	130908917	130909100	1787	3,9	714,560			182	198	NA	NA	0.005,0.017		NA
1788	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130883620	130883742	130891634	130891717	130874474	130874580	130915557	130915596	1788	456,326	782,595			182	198	NA	NA	0.388,0.373		NA
1789	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130908917	130909100	1789	3,3	318,251			182	182	NA	NA	0.009,0.012		NA
1790	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891634	130891717	130892621	130892704	130883620	130883742	130915557	130915596	1790	13,15	834,658			182	182	NA	NA	0.015,0.022		NA
1791	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891634	130891717	130908917	130909100	130883620	130883742	130915557	130915596	1791	10,12	834,658			198	182	NA	NA	0.011,0.016		NA
1792	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891842	130892035	130892621	130892704	130891634	130891717	130915557	130915596	1792	30,23	2,3			182	198	NA	NA	0.942,0.893		NA
1793	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891842	130892035	130906732	130906810	130891634	130891717	130915557	130915596	1793	0,0	2,3			177	198	NA	NA	0.0,0.0		NA
1794	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891842	130892035	130908917	130909100	130891634	130891717	130915557	130915596	1794	13,18	2,3			198	198	NA	NA	0.867,0.857		NA
1795	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130891842	130892035	130908994	130909100	130891634	130891717	130915557	130915596	1795	17,15	2,3			198	198	NA	NA	0.895,0.833		NA
1796	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130892621	130892704	130908917	130909100	130883620	130883742	130915557	130915596	1796	10,12	13,15			198	182	NA	NA	0.414,0.424		NA
1797	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130892621	130892704	130906732	130906810	130891634	130891717	130915557	130915596	1797	0,0	30,23			177	182	NA	NA	0.0,0.0		NA
1798	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130892621	130892704	130908917	130909100	130891634	130891717	130915557	130915596	1798	13,18	30,23			198	182	NA	NA	0.285,0.418		NA
1799	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130892621	130892704	130908994	130909100	130891634	130891717	130915557	130915596	1799	17,15	30,23			198	182	NA	NA	0.342,0.375		NA
1800	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130906732	130906810	130908917	130909100	130891634	130891717	130915557	130915596	1800	13,18	0,0			198	177	NA	NA	1.0,1.0		NA
1801	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130906732	130906810	130908994	130909100	130891634	130891717	130915557	130915596	1801	17,15	0,0			198	177	NA	NA	1.0,1.0		NA
1802	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130916744	130916831	130924715	130924761	130915557	130915596	130983188	130983241	1802	15,2	241,205			145	186	NA	NA	0.074,0.012		NA
1803	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130916744	130916831	130961211	130961313	130915557	130915596	130983188	130983241	1803	2,4	241,205			198	186	NA	NA	0.008,0.018		NA
1804	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130916744	130916831	130983188	130983241	130915557	130915596	131028615	131028697	1804	151,109	197,162			152	186	NA	NA	0.484,0.452		NA
1805	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130924605	130924663	130924715	130924761	130916744	130916831	130983188	130983241	1805	16,9	1,2			145	157	NA	NA	0.945,0.83		NA
1806	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130924605	130924663	130961211	130961313	130916744	130916831	130983188	130983241	1806	4,3	1,2			198	157	NA	NA	0.76,0.543		NA
1807	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130924715	130924761	130961211	130961313	130915557	130915596	130983188	130983241	1807	2,4	15,2			198	145	NA	NA	0.089,0.594		NA
1808	"ENSG00000153310.19_7"	"CYRIB"	chr8	-	130924715	130924761	130961211	130961313	130916744	130916831	130983188	130983241	1808	4,3	16,9			198	145	NA	NA	0.155,0.196		NA
1809	"ENSG00000164062.13_5"	"APEH"	chr3	+	49713488	49713652	49713810	49713948	49713323	49713399	49714041	49714133	1809	826,549	548,438			198	198	NA	NA	0.601,0.556		NA
1810	"ENSG00000164062.13_5"	"APEH"	chr3	+	49718533	49718672	49719154	49719238	49717973	49718062	49719319	49719400	1810	538,322	448,260			198	183	NA	NA	0.526,0.534		NA
1811	"ENSG00000169347.17_7"	"GP2"	chr16	-	20334702	20334711	20335137	20335383	20334190	20334301	20337659	20337789	1811	0,0	0,0			198	108	NA	NA	NA,NA		NA
1812	"ENSG00000169347.17_7"	"GP2"	chr16	-	20334702	20334711	20335137	20335578	20334190	20334301	20337659	20337789	1812	0,0	0,0			198	108	NA	NA	NA,NA		NA
1813	"ENSG00000169347.17_7"	"GP2"	chr16	-	20335137	20335524	20337659	20337789	20334190	20334301	20338788	20338829	1813	0,0	0,0			198	198	NA	NA	NA,NA		NA
1814	"ENSG00000164151.12_9"	"ICE1"	chr5	+	5447953	5448010	5454664	5454751	5447833	5447873	5457444	5457854	1814	131,72	197,113			156	186	NA	NA	0.442,0.432		NA
1815	"ENSG00000164172.19_7"	"MOCS2"	chr5	-	52397188	52397339	52397926	52398054	52396240	52396364	52402906	52403051	1815	269,186	264,154			198	198	NA	NA	0.505,0.547		NA
1816	"ENSG00000157212.19_5"	"PAXIP1"	chr7	-	154748933	154749004	154751599	154751643	154747238	154747341	154752602	154752787	1816	174,107	548,245			143	170	NA	NA	0.274,0.342		NA
1817	"ENSG00000148481.14_7"	"MINDY3"	chr10	-	15858833	15858914	15863654	15863725	15838098	15838171	15875628	15875708	1817	87,81	144,83			170	180	NA	NA	0.39,0.508		NA
1818	"ENSG00000009954.11_5"	"BAZ1B"	chr7	-	72865176	72865324	72873865	72874048	72863871	72864019	72877251	72877429	1818	665,416	530,330			198	198	NA	NA	0.556,0.558		NA
1819	"ENSG00000009954.11_5"	"BAZ1B"	chr7	-	72873865	72874048	72877251	72877429	72865176	72865324	72879768	72879867	1819	796,524	655,440			198	198	NA	NA	0.549,0.544		NA
1820	"ENSG00000118495.20_7"	"PLAGL1"	chr6	-	144269121	144269597	144281605	144281679	144261438	144263800	144290043	144290115	1820	26,15	194,122			173	198	NA	NA	0.133,0.123		NA
1821	"ENSG00000118495.20_7"	"PLAGL1"	chr6	-	144281605	144281679	144285923	144285955	144269121	144269597	144287294	144287335	1821	13,17	65,71			131	173	NA	NA	0.209,0.24		NA
1822	"ENSG00000118495.20_7"	"PLAGL1"	chr6	-	144285923	144285955	144287294	144287335	144281605	144281679	144290043	144290115	1822	10,3	54,37			140	131	NA	NA	0.148,0.071		NA
1823	"ENSG00000206077.11_5"	"ZDHHC11B"	chr5	-	756080	756259	765957	766050	755112	755214	766812	767034	1823	1,1	0,0			192	198	NA	NA	1.0,1.0		NA
1824	"ENSG00000206077.11_5"	"ZDHHC11B"	chr5	-	770069	770232	784056	784239	768949	769045	784782	784844	1824	0,0	0,1			198	198	NA	NA	NA,0.0		NA
1825	"ENSG00000154553.16_7"	"PDLIM3"	chr4	-	186434710	186435491	186435856	186436044	186427675	186427806	186444515	186444600	1825	0,0	0,0			198	198	NA	NA	NA,NA		NA
1826	"ENSG00000154553.16_7"	"PDLIM3"	chr4	-	186435423	186435491	186435856	186436044	186427675	186427806	186444515	186444600	1826	0,0	0,0			198	167	NA	NA	NA,NA		NA
1827	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185974258	185974342	185976132	185976495	185973023	185973090	185983610	185983970	1827	0,0	0,0			183	198	NA	NA	NA,NA		NA
1828	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185976132	185976391	185983610	185983745	185974258	185974342	185991083	185991184	1828	0,0	0,0			198	198	NA	NA	NA,NA		NA
1829	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185983610	185983970	185991083	185991184	185976132	185976391	185992721	185992874	1829	0,0	0,0			198	198	NA	NA	NA,NA		NA
1830	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185983610	185983970	185985599	185985718	185976132	185976495	185991114	185991203	1830	0,0	0,0			198	198	NA	NA	NA,NA		NA
1831	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185983610	185983970	185991083	185991184	185976132	185976495	185992721	185993114	1831	0,0	0,0			198	198	NA	NA	NA,NA		NA
1832	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185984401	185984488	185985599	185985718	185983610	185983745	185991083	185991184	1832	0,0	0,0			186	198	NA	NA	NA,NA		NA
1833	"ENSG00000250754.6_9"	"LINC02436"	chr4	+	185985599	185985718	185991083	185991184	185983610	185983745	185992721	185993114	1833	0,0	0,0			198	198	NA	NA	NA,NA		NA
1834	"ENSG00000156869.14_7"	"FRRS1"	chr1	-	100203641	100203824	100206348	100206496	100195205	100195304	100207734	100207829	1834	168,138	79,50			198	198	NA	NA	0.68,0.734		NA
1835	"ENSG00000070718.12_6"	"AP3M2"	chr8	+	42022944	42023078	42024681	42024889	42022588	42022674	42025183	42025328	1835	67,43	109,71			198	198	NA	NA	0.381,0.377		NA
1836	"ENSG00000281103.2_6"	"TRG-AS1"	chr7	+	38385621	38385728	38389946	38390051	38381215	38381400	38415157	38418405	1836	22,23	101,74			198	198	NA	NA	0.179,0.237		NA
1837	"ENSG00000197993.9_8"	"KEL"	chr7	-	142643293	142643404	142649595	142649725	142641729	142641828	142650894	142651043	1837	265,164	222,144			198	198	NA	NA	0.544,0.532		NA
1838	"ENSG00000197993.9_8"	"KEL"	chr7	-	142649595	142649725	142650894	142651043	142643293	142643404	142651270	142651459	1838	160,129	159,141			198	198	NA	NA	0.502,0.478		NA
1839	"ENSG00000109674.4_4"	"NEIL3"	chr4	+	178260936	178261011	178272533	178272703	178257261	178257475	178274461	178274882	1839	46,39	199,108			174	198	NA	NA	0.208,0.291		NA
1840	"ENSG00000109674.4_4"	"NEIL3"	chr4	+	178262629	178262796	178272533	178272703	178260936	178261011	178274461	178274882	1840	113,84	198,110			198	198	NA	NA	0.363,0.433		NA
1841	"ENSG00000109674.4_4"	"NEIL3"	chr4	+	178262629	178262796	178274461	178274882	178260936	178261011	178281656	178281831	1841	113,82	129,73			198	198	NA	NA	0.467,0.529		NA
1842	"ENSG00000003989.18_7"	"SLC7A2"	chr8	+	17412068	17412208	17412454	17412591	17409272	17409495	17415803	17415906	1842	3,0	0,0			198	198	NA	NA	1.0,NA		NA
1843	"ENSG00000250708.2_7"	"LINC02269"	chr4	+	174656520	174656694	174799366	174799431	174620293	174620348	174850375	174850676	1843	0,0	0,0			198	164	NA	NA	NA,NA		NA
1844	"ENSG00000250708.2_7"	"LINC02269"	chr4	+	174777434	174777617	174799366	174799431	174656520	174656694	174850375	174850676	1844	0,0	0,0			198	164	NA	NA	NA,NA		NA
1845	"ENSG00000184831.14_7"	"APOO"	chrX	-	23886709	23886805	23892519	23892574	23876758	23876850	23897031	23897151	1845	328,160	281,171			154	195	NA	NA	0.596,0.542		NA
1846	"ENSG00000056050.7_8"	"HPF1"	chr4	-	170669894	170669993	170671686	170671876	170663107	170663258	170674826	170674986	1846	577,266	480,247			198	198	NA	NA	0.546,0.519		NA
1847	"ENSG00000056050.7_8"	"HPF1"	chr4	-	170671686	170671876	170674826	170674986	170669894	170669993	170678980	170679095	1847	346,147	250,157			198	198	NA	NA	0.581,0.484		NA
1848	"ENSG00000092208.17_6"	"GEMIN2"	chr14	+	39591633	39591747	39594195	39594240	39587743	39587803	39597483	39597552	1848	363,241	37,51			198	144	NA	NA	0.877,0.775		NA
1849	"ENSG00000092208.17_6"	"GEMIN2"	chr14	+	39591633	39591747	39594195	39594240	39587743	39587803	39601161	39601272	1849	357,233	2,0			198	144	NA	NA	0.992,1.0		NA
1850	"ENSG00000092208.17_6"	"GEMIN2"	chr14	+	39594195	39594240	39597483	39597552	39591633	39591747	39601161	39601272	1850	76,64	41,38			144	168	NA	NA	0.684,0.663		NA
1851	"ENSG00000038532.16_8"	"CLEC16A"	chr16	+	11071081	11071256	11073185	11073239	11066794	11066918	11076734	11076848	1851	93,42	33,15			198	153	NA	NA	0.685,0.684		NA
1852	"ENSG00000072609.17_6"	"CHFR"	chr12	-	133424670	133424741	133424767	133424843	133423628	133423716	133425226	133425310	1852	6,4	137,105			175	170	NA	NA	0.041,0.036		NA
1853	"ENSG00000072609.17_6"	"CHFR"	chr12	-	133438918	133439011	133446204	133446384	133438052	133438220	133447309	133447369	1853	53,68	7,11			198	192	NA	NA	0.88,0.857		NA
1854	"ENSG00000072609.17_6"	"CHFR"	chr12	-	133438918	133439011	133446204	133446420	133438052	133438220	133447309	133447369	1854	40,42	7,11			198	192	NA	NA	0.847,0.787		NA
1855	"ENSG00000072609.17_6"	"CHFR"	chr12	-	133438918	133439011	133447309	133447369	133438052	133438220	133448870	133448980	1855	101,82	6,10			159	192	NA	NA	0.953,0.908		NA
1856	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	167810280	167810395	167983642	167983688	167713320	167713440	168155135	168155324	1856	0,0	0,0			145	198	NA	NA	NA,NA		NA
1857	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	167833770	167833894	167921499	167921614	167810280	167810395	167983642	167983688	1857	0,0	0,0			198	198	NA	NA	NA,NA		NA
1858	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	167921499	167921614	167983642	167983688	167833770	167833894	168155135	168155324	1858	0,0	0,0			145	198	NA	NA	NA,NA		NA
1859	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	167983792	167983801	168004388	168004397	167983642	167983688	168155135	168155324	1859	0,0	0,0			108	108	NA	NA	NA,NA		NA
1860	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	167983792	167983801	168040944	168041025	167983642	167983688	168155135	168155324	1860	0,0	0,0			180	108	NA	NA	NA,NA		NA
1861	"ENSG00000196104.11_9"	"SPOCK3"	chr4	-	168004388	168004397	168040944	168041025	167983642	167983688	168155135	168155324	1861	0,0	0,0			180	108	NA	NA	NA,NA		NA
1862	"ENSG00000155974.12_8"	"GRIP1"	chr12	-	66849966	66850122	66856703	66856873	66849188	66849344	66859054	66859202	1862	4,1	1,0			198	198	NA	NA	0.8,1.0		NA
1863	"ENSG00000145416.13_7"	"MARCHF1"	chr4	-	165051138	165051215	165155984	165156068	165032739	165032814	165304338	165304669	1863	0,0	1,1			183	176	NA	NA	0.0,0.0		NA
1864	"ENSG00000198498.10_5"	"TMA16"	chr4	+	164435225	164435310	164436464	164436613	164433973	164434011	164438585	164438628	1864	574,437	289,249			184	198	NA	NA	0.681,0.654		NA
1865	"ENSG00000242593.7_8"	"AC006148.1"	chr7	+	123717300	123717426	123974300	123974444	123689185	123689278	123992869	123992905	1865	0,0	0,0			198	198	NA	NA	NA,NA		NA
1866	"ENSG00000242593.7_8"	"AC006148.1"	chr7	+	123884503	123884778	123895269	123895310	123689185	123689278	123946531	123946645	1866	0,0	0,0			198	140	NA	NA	NA,NA		NA
1867	"ENSG00000248391.6_8"	"LINC02064"	chr5	-	29363424	29363489	29381959	29382069	29355963	29356069	29384403	29384499	1867	0,0	0,0			198	164	NA	NA	NA,NA		NA
1868	"ENSG00000248391.6_8"	"LINC02064"	chr5	-	29363424	29363489	29381959	29382069	29355963	29356069	29384426	29384499	1868	0,0	0,0			198	164	NA	NA	NA,NA		NA
1869	"ENSG00000117419.16_7"	"ERI3"	chr1	-	44713610	44713710	44750506	44750579	44686741	44687312	44773981	44774073	1869	557,387	906,565			172	198	NA	NA	0.414,0.441		NA
1870	"ENSG00000137210.14_7"	"TMEM14B"	chr6	+	10749434	10749501	10755374	10755465	10747991	10748114	10756699	10757204	1870	85,98	983,704			166	190	NA	NA	0.09,0.137		NA
1871	"ENSG00000137210.14_7"	"TMEM14B"	chr6	+	10749854	10749931	10755374	10755465	10748005	10748114	10756699	10757191	1871	0,4	983,704			176	190	NA	NA	0.0,0.006		NA
1872	"ENSG00000137210.14_7"	"TMEM14B"	chr6	+	10749854	10749931	10751365	10751467	10749434	10749501	10755374	10755465	1872	699,660	736,603			176	198	NA	NA	0.517,0.552		NA
1873	"ENSG00000137210.14_7"	"TMEM14B"	chr6	+	10749854	10749931	10770309	10770437	10749434	10749501	10829239	10829398	1873	493,492	26,16			176	198	NA	NA	0.955,0.972		NA
1874	"ENSG00000245573.9_9"	"BDNF-AS"	chr11	+	27561566	27561663	27605815	27605884	27528395	27528445	27661391	27661552	1874	2,0	2,0			196	168	NA	NA	0.462,NA		NA
1875	"ENSG00000245573.9_9"	"BDNF-AS"	chr11	+	27686807	27686939	27696843	27697687	27680717	27680775	27698528	27699352	1875	0,0	0,1			198	198	NA	NA	NA,0.0		NA
1876	"ENSG00000185624.15_5"	"P4HB"	chr17	-	79803019	79803106	79803436	79803618	79801036	79801968	79803746	79803867	1876	3014,1880	2022,1995			198	186	NA	NA	0.583,0.47		NA
1877	"ENSG00000185624.15_5"	"P4HB"	chr17	-	79803019	79803106	79803746	79803867	79801036	79801968	79804304	79804505	1877	2913,1813	2022,1996			198	186	NA	NA	0.575,0.46		NA
1878	"ENSG00000101596.16_5"	"SMCHD1"	chr18	+	2722516	2722661	2724896	2724993	2718312	2718432	2726449	2726522	1878	151,94	308,205			198	196	NA	NA	0.327,0.312		NA
1879	"ENSG00000101596.16_5"	"SMCHD1"	chr18	+	2760649	2760737	2762102	2762234	2752485	2752550	2763634	2763787	1879	240,205	401,287			187	198	NA	NA	0.388,0.431		NA
1880	"ENSG00000250910.8_9"	"AC097467.3"	chr4	+	156230155	156230228	156250885	156251105	156226149	156226303	156263411	156263576	1880	0,0	0,0			172	198	NA	NA	NA,NA		NA
1881	"ENSG00000145428.15_5"	"RNF175"	chr4	-	154649358	154649513	154669796	154669938	154644502	154644610	154672589	154672627	1881	0,0	0,0			198	198	NA	NA	NA,NA		NA
1882	"ENSG00000123146.20_5"	"ADGRE5"	chr19	+	14517872	14518041	14518719	14518821	14517680	14517772	14518903	14519087	1882	80,94	110,151			198	198	NA	NA	0.421,0.384		NA
1883	"ENSG00000107036.12_4"	"RIC1"	chr9	+	5748584	5748714	5753199	5753238	5747301	5747505	5754840	5754930	1883	1,0	70,53			198	138	NA	NA	0.01,0.0		NA
1884	"ENSG00000164144.16_7"	"ARFIP1"	chr4	+	153728355	153728400	153730824	153730885	153701144	153701243	153731231	153731540	1884	3,0	3,0			144	160	NA	NA	0.526,NA		NA
1885	"ENSG00000164144.16_7"	"ARFIP1"	chr4	+	153728355	153728400	153730824	153730885	153701260	153701378	153731231	153731538	1885	0,3	2,1			144	160	NA	NA	0.0,0.769		NA
1886	"ENSG00000163660.12_4"	"CCNL1"	chr3	-	156869274	156869380	156869517	156869719	156868070	156868170	156869965	156870030	1886	34,21	3,2			198	198	NA	NA	0.919,0.913		NA
1887	"ENSG00000163660.12_4"	"CCNL1"	chr3	-	156869274	156869380	156869705	156869719	156868070	156868170	156869965	156870030	1887	11,6	3,2			113	198	NA	NA	0.865,0.84		NA
1888	"ENSG00000046651.15_6"	"OFD1"	chrX	+	13769367	13769487	13771486	13771560	13767545	13767652	13773269	13773361	1888	166,74	107,46			198	173	NA	NA	0.575,0.584		NA
1889	"ENSG00000046651.15_6"	"OFD1"	chrX	+	13781863	13781974	13785245	13785403	13780462	13780563	13786172	13786343	1889	54,44	178,95			198	198	NA	NA	0.233,0.317		NA
1890	"ENSG00000120519.15_4"	"SLC10A7"	chr4	-	147204343	147204417	147214080	147214132	147179843	147179989	147215081	147215247	1890	45,26	71,58			151	173	NA	NA	0.421,0.339		NA
1891	"ENSG00000265843.3_9"	"LINC01029"	chr18	-	75691450	75691593	75694475	75694669	75683232	75684821	75705590	75705678	1891	140,90	50,43			198	198	NA	NA	0.737,0.677		NA
1892	"ENSG00000265843.3_9"	"LINC01029"	chr18	-	75701774	75701870	75702048	75702130	75698716	75698953	75705590	75705683	1892	383,266	723,644			181	195	NA	NA	0.363,0.308		NA
1893	"ENSG00000164163.11_5"	"ABCE1"	chr4	+	146042325	146042385	146042484	146042543	146041083	146041305	146044172	146044283	1893	970,485	1276,693			159	158	NA	NA	0.43,0.41		NA
1894	"ENSG00000116783.15_6"	"TNNI3K"	chr1	+	74867522	74867641	74901763	74901816	74835971	74836076	74902157	74902210	1894	0,0	0,1			198	152	NA	NA	NA,0.0		NA
1895	"ENSG00000112339.15_8"	"HBS1L"	chr6	-	135360710	135360905	135363138	135363264	135323871	135323980	135371719	135371785	1895	326,225	854,563			198	198	NA	NA	0.276,0.286		NA
1896	"ENSG00000196730.13_5"	"DAPK1"	chr9	+	90311921	90312119	90313570	90313709	90301465	90301654	90315031	90315152	1896	103,78	99,67			198	198	NA	NA	0.51,0.538		NA
