ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
345	"ENSG00000174365.20_6"	"SNHG11"	chr20	+	37075330	37075610	37075330	37075591	37076108	37076266	345	0,1	1,1			118	99	NA	NA	0.0,0.456		NA
346	"ENSG00000174365.20_6"	"SNHG11"	chr20	+	37075339	37076736	37075339	37076266	37077304	37077373	346	5,0	64,42			198	99	NA	NA	0.038,0.0		NA
347	"ENSG00000101084.18_6"	"RAB5IF"	chr20	+	35238003	35238161	35238003	35238133	35240412	35240960	347	9,5	984,838			127	99	NA	NA	0.007,0.005		NA
348	"ENSG00000244005.13_6"	"NFS1"	chr20	-	34286666	34287111	34286966	34287111	34286402	34286512	348	3,4	0,0			198	99	NA	NA	1.0,1.0		NA
349	"ENSG00000244005.13_6"	"NFS1"	chr20	-	34287113	34287274	34287231	34287274	34286402	34286512	349	4,24	20,18			198	99	NA	NA	0.091,0.4		NA
350	"ENSG00000061656.10_8"	"SPAG4"	chr20	+	34206371	34206642	34206371	34206397	34206844	34206920	350	6,11	0,0			198	99	NA	NA	1.0,1.0		NA
351	"ENSG00000088340.17_7"	"FER1L4"	chr20	-	34147889	34148131	34147929	34148131	34147110	34147394	351	0,0	0,0			139	99	NA	NA	NA,NA		NA
352	"ENSG00000088340.17_7"	"FER1L4"	chr20	-	34164517	34164618	34164573	34164618	34164302	34164440	352	0,0	0,0			155	99	NA	NA	NA,NA		NA
353	"ENSG00000101019.22_7"	"UQCC1"	chr20	-	33969720	33969828	33969728	33969828	33954359	33954417	353	24,28	0,0			107	99	NA	NA	1.0,1.0		NA
354	"ENSG00000242372.8_7"	"EIF6"	chr20	-	33871978	33872295	33872183	33872295	33868456	33868632	354	2308,2362	1,2			198	99	NA	NA	0.999,0.998		NA
355	"ENSG00000131069.20_8"	"ACSS2"	chr20	+	33462744	33462940	33462744	33462930	33470596	33470792	355	0,0	0,0			109	99	NA	NA	NA,NA		NA
356	"ENSG00000131069.20_8"	"ACSS2"	chr20	+	33501898	33501974	33501898	33501920	33502125	33502240	356	258,156	0,0			153	99	NA	NA	1.0,1.0		NA
357	"ENSG00000101464.10_6"	"PIGU"	chr20	-	33176256	33176411	33176343	33176411	33173240	33173384	357	636,388	0,1			186	99	NA	NA	1.0,0.995		NA
358	"ENSG00000125967.16_5"	"NECAB3"	chr20	-	32247302	32247538	32247458	32247538	32246527	32246640	358	52,84	1,2			198	99	NA	NA	0.963,0.955		NA
359	"ENSG00000101294.18_6"	"HM13"	chr20	+	30125981	30126162	30125981	30126064	30132749	30132838	359	15,7	451,300			197	99	NA	NA	0.016,0.012		NA
360	"ENSG00000101294.18_6"	"HM13"	chr20	+	30125981	30126357	30125981	30126064	30132749	30132838	360	23,11	451,300			198	99	NA	NA	0.025,0.018		NA
361	"ENSG00000101294.18_6"	"HM13"	chr20	+	30125981	30126357	30125981	30126162	30132749	30132838	361	26,18	1,0			198	99	NA	NA	0.929,1.0		NA
362	"ENSG00000125804.14_4"	"FAM182A"	chr20	+	26053308	26053509	26053308	26053459	26054405	26054505	362	0,0	0,0			149	99	NA	NA	NA,NA		NA
363	"ENSG00000230725.6_10"	"AL035252.3"	chr20	-	25124914	25125059	25124932	25125059	25124000	25124149	363	0,0	0,0			117	99	NA	NA	NA,NA		NA
364	"ENSG00000279082.4_6"	"LINC01727"	chr20	+	21596020	21596526	21596020	21596165	21632311	21632451	364	0,0	0,0			198	99	NA	NA	NA,NA		NA
365	"ENSG00000088970.16_8"	"KIZ"	chr20	+	21186161	21186222	21186161	21186168	21195172	21195338	365	13,11	0,0			153	99	NA	NA	1.0,1.0		NA
366	"ENSG00000089101.19_6"	"CFAP61"	chr20	+	20033201	20033305	20033201	20033235	20037289	20037440	366	0,0	0,0			169	99	NA	NA	NA,NA		NA
367	"ENSG00000101343.14_5"	"CRNKL1"	chr20	-	20032935	20033366	20033122	20033366	20031113	20031266	367	105,70	0,0			198	99	NA	NA	1.0,1.0		NA
368	"ENSG00000226935.6_5"	"LINC00161"	chr21	+	29911639	29912206	29911639	29911850	29912374	29912677	368	0,0	0,0			198	99	NA	NA	NA,NA		NA
369	"ENSG00000101310.17_9"	"SEC23B"	chr20	+	18488583	18488634	18488583	18488616	18490259	18490587	369	3,1	1,0			117	99	NA	NA	0.717,1.0		NA
370	"ENSG00000101310.17_9"	"SEC23B"	chr20	+	18488583	18488941	18488583	18488616	18491465	18491700	370	5,7	128,67			198	99	NA	NA	0.019,0.05		NA
371	"ENSG00000172264.17_7"	"MACROD2"	chr20	+	15913920	15914031	15913920	15913983	15918120	15918189	371	0,0	0,0			147	99	NA	NA	NA,NA		NA
372	"ENSG00000132640.15_7"	"BTBD3"	chr20	+	11899924	11900258	11899924	11900071	11900365	11900484	372	3,0	0,0			198	99	NA	NA	1.0,NA		NA
373	"ENSG00000228422.5_8"	"LINC00687"	chr20	-	11852546	11852841	11852633	11852841	11851292	11851375	373	0,0	0,0			186	99	NA	NA	NA,NA		NA
374	"ENSG00000101311.15_4"	"FERMT1"	chr20	-	6100050	6100219	6100067	6100219	6096457	6096691	374	0,0	0,0			116	99	NA	NA	NA,NA		NA
375	"ENSG00000125885.13_9"	"MCM8"	chr20	+	5931297	5931723	5931297	5931669	5932656	5932809	375	321,237	191,181			153	99	NA	NA	0.521,0.459		NA
376	"ENSG00000089195.15_5"	"TRMT6"	chr20	-	5924472	5924677	5924593	5924677	5924204	5924329	376	7,6	194,121			198	99	NA	NA	0.018,0.024		NA
377	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5413096	5413284	5413188	5413284	5409274	5409372	377	0,0	0,0			191	99	NA	NA	NA,NA		NA
378	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414434	5415051	5414760	5415051	5412597	5413284	378	0,0	0,0			198	99	NA	NA	NA,NA		NA
379	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414434	5414716	5414608	5414716	5412634	5413284	379	0,0	0,0			198	99	NA	NA	NA,NA		NA
380	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414608	5415051	5414760	5415051	5412634	5413284	380	0,0	0,0			198	99	NA	NA	NA,NA		NA
381	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414434	5415051	5414817	5415051	5413188	5413284	381	0,0	0,0			198	99	NA	NA	NA,NA		NA
382	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414760	5415051	5414817	5415051	5413188	5413284	382	0,0	0,0			156	99	NA	NA	NA,NA		NA
383	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414760	5415051	5414817	5415051	5414434	5414608	383	0,0	0,0			156	99	NA	NA	NA,NA		NA
384	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414760	5415051	5415003	5415051	5414434	5414608	384	0,0	0,0			198	99	NA	NA	NA,NA		NA
385	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414817	5415051	5415003	5415051	5414434	5414608	385	0,0	0,0			198	99	NA	NA	NA,NA		NA
386	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5414817	5415051	5414843	5415051	5414434	5414716	386	0,0	0,0			125	99	NA	NA	NA,NA		NA
387	"ENSG00000226995.9_8"	"LINC00658"	chr20	-	5426149	5426367	5426270	5426367	5414760	5415051	387	0,0	0,0			198	99	NA	NA	NA,NA		NA
388	"ENSG00000180259.10_7"	"PRNT"	chr20	-	4720785	4721314	4721022	4721314	4711927	4713731	388	0,0	0,0			198	99	NA	NA	NA,NA		NA
389	"ENSG00000180259.10_7"	"PRNT"	chr20	-	4720785	4721314	4721245	4721314	4711927	4713731	389	0,0	0,0			198	99	NA	NA	NA,NA		NA
390	"ENSG00000180259.10_7"	"PRNT"	chr20	-	4721022	4721314	4721245	4721314	4711927	4713731	390	0,0	0,0			198	99	NA	NA	NA,NA		NA
391	"ENSG00000125779.22_4"	"PANK2"	chr20	+	3888572	3888925	3888572	3888782	3891223	3891477	391	201,169	75,40			198	99	NA	NA	0.573,0.679		NA
392	"ENSG00000125843.11_5"	"AP5S1"	chr20	+	3801193	3801501	3801193	3801405	3802748	3802940	392	1,3	18,27			195	99	NA	NA	0.027,0.053		NA
393	"ENSG00000101220.18_4"	"C20orf27"	chr20	-	3740653	3740833	3740728	3740833	3739182	3739325	393	12,14	198,186			174	99	NA	NA	0.033,0.041		NA
394	"ENSG00000088836.14_10"	"SLC4A11"	chr20	-	3219625	3219836	3219740	3219836	3218189	3218234	394	0,0	1,1			198	99	NA	NA	0.0,0.0		NA
395	"ENSG00000101361.17_6"	"NOP56"	chr20	+	2636579	2636860	2636579	2636680	2637046	2637195	395	1158,657	869,534			198	99	NA	NA	0.4,0.381		NA
396	"ENSG00000149488.13_4"	"TMC2"	chr20	+	2593839	2594666	2593839	2593968	2596782	2596850	396	0,0	0,0			198	99	NA	NA	NA,NA		NA
397	"ENSG00000196209.13_6"	"SIRPB2"	chr20	-	1460344	1460710	1460638	1460710	1458910	1459252	397	0,0	0,0			198	99	NA	NA	NA,NA		NA
398	"ENSG00000234684.7_8"	"SDCBP2-AS1"	chr20	+	1306064	1306426	1306064	1306173	1330982	1331125	398	5,1	4,4			198	99	NA	NA	0.385,0.111		NA
399	"ENSG00000234684.7_8"	"SDCBP2-AS1"	chr20	+	1306064	1306426	1306064	1306173	1353721	1353822	399	4,0	0,3			198	99	NA	NA	1.0,0.0		NA
400	"ENSG00000101266.19_8"	"CSNK2A1"	chr20	-	479898	480578	480476	480578	478364	478424	400	1181,716	0,0			198	99	NA	NA	1.0,1.0		NA
401	"ENSG00000101266.19_8"	"CSNK2A1"	chr20	-	521471	521743	521533	521743	489094	489304	401	2,2	0,0			161	99	NA	NA	1.0,1.0		NA
402	"ENSG00000125841.13_5"	"NRSN2"	chr20	+	328077	328156	328077	328150	329892	330007	402	4,9	2,0			105	99	NA	NA	0.653,1.0		NA
403	"ENSG00000099326.9_7"	"MZF1"	chr19	-	59081710	59082796	59082360	59082796	59080882	59080953	403	82,60	0,2			198	99	NA	NA	1.0,0.938		NA
404	"ENSG00000283103.3_2"	"AC010642.2"	chr19	-	58826036	58826402	58826171	58826402	58824335	58824479	404	344,194	0,0			198	99	NA	NA	1.0,1.0		NA
405	"ENSG00000283515.1_8"	"AC020915.5"	chr19	+	58757666	58757793	58757666	58757756	58758076	58758160	405	156,111	0,0			136	99	NA	NA	1.0,1.0		NA
406	"ENSG00000198131.14_6"	"ZNF544"	chr19	+	58741759	58741863	58741759	58741828	58748614	58748700	406	3,4	2,3			134	99	NA	NA	0.526,0.496		NA
407	"ENSG00000198131.14_6"	"ZNF544"	chr19	+	58741759	58741863	58741759	58741828	58755330	58755422	407	13,12	89,74			134	99	NA	NA	0.097,0.107		NA
408	"ENSG00000176293.19_3"	"ZNF135"	chr19	+	58571336	58571766	58571336	58571403	58572947	58573074	408	0,0	0,0			198	99	NA	NA	NA,NA		NA
409	"ENSG00000166704.11_5"	"ZNF606"	chr19	-	58513763	58514187	58514147	58514187	58512656	58512738	409	0,0	0,2			198	99	NA	NA	NA,0.0		NA
410	"ENSG00000196724.12_6"	"ZNF418"	chr19	-	58436990	58439415	58439344	58439415	58434559	58434657	410	0,2	0,0			198	99	NA	NA	NA,1.0		NA
411	"ENSG00000196724.12_6"	"ZNF418"	chr19	-	58446398	58446503	58446447	58446503	58445184	58445270	411	0,0	0,0			148	99	NA	NA	NA,NA		NA
412	"ENSG00000178935.5_4"	"ZNF552"	chr19	-	58325900	58326281	58326078	58326281	58324661	58324788	412	5,4	26,25			198	99	NA	NA	0.088,0.074		NA
413	"ENSG00000171649.12_5"	"ZIK1"	chr19	+	58095512	58095980	58095512	58095757	58096319	58096358	413	0,0	0,0			198	99	NA	NA	NA,NA		NA
414	"ENSG00000251369.8_4"	"ZNF550"	chr19	-	58055018	58055951	58055604	58055951	58053207	58054611	414	14,5	0,0			198	99	NA	NA	1.0,1.0		NA
415	"ENSG00000105146.13_4"	"AURKC"	chr19	+	57743909	57744053	57743909	57744048	57744827	57744976	415	0,2	55,24			104	99	NA	NA	0.0,0.073		NA
416	"ENSG00000198300.14_9"	"PEG3"	chr19	-	57334957	57335047	57334960	57335047	57334120	57334204	416	0,0	0,0			102	99	NA	NA	NA,NA		NA
417	"ENSG00000198300.14_9"	"PEG3"	chr19	-	57351949	57352094	57351954	57352094	57347385	57347472	417	0,0	0,0			104	99	NA	NA	NA,NA		NA
418	"ENSG00000131848.9_8"	"ZSCAN5A"	chr19	-	56825988	56826208	56826049	56826208	56824651	56824753	418	5,4	25,30			160	99	NA	NA	0.11,0.076		NA
419	"ENSG00000129991.13_7"	"TNNI3"	chr19	-	55666075	55666198	55666108	55666198	55665397	55665574	419	2,1	306,282			132	99	NA	NA	0.005,0.003		NA
420	"ENSG00000129991.13_7"	"TNNI3"	chr19	-	55668618	55668676	55668663	55668676	55668417	55668501	420	1,1	20,126			144	99	NA	NA	0.033,0.005		NA
421	"ENSG00000160439.16_6"	"RDH13"	chr19	-	55558472	55558856	55558754	55558856	55555710	55556677	421	20,22	127,220			198	99	NA	NA	0.073,0.048		NA
422	"ENSG00000088053.11_6"	"GP6"	chr19	-	55527046	55527101	55527050	55527101	55525072	55526533	422	13,7	30,45			103	99	NA	NA	0.294,0.13		NA
423	"ENSG00000022556.16_8"	"NLRP2"	chr19	+	55481366	55481663	55481366	55481521	55485867	55485912	423	292,206	0,1			198	99	NA	NA	1.0,0.99		NA
424	"ENSG00000022556.16_8"	"NLRP2"	chr19	+	55501389	55501560	55501389	55501464	55501869	55502040	424	254,193	0,1			195	99	NA	NA	1.0,0.99		NA
425	"ENSG00000022556.16_8"	"NLRP2"	chr19	+	55501389	55501761	55501389	55501464	55501869	55502040	425	151,125	0,1			198	99	NA	NA	1.0,0.984		NA
426	"ENSG00000022556.16_8"	"NLRP2"	chr19	+	55501389	55501761	55501389	55501560	55501869	55502040	426	28,18	117,78			198	99	NA	NA	0.107,0.103		NA
427	"ENSG00000186431.19_6"	"FCAR"	chr19	+	55399373	55399595	55399373	55399587	55401014	55401229	427	0,0	0,0			107	99	NA	NA	NA,NA		NA
428	"ENSG00000186431.19_6"	"FCAR"	chr19	+	55399373	55399661	55399373	55399587	55401014	55401229	428	0,0	0,0			173	99	NA	NA	NA,NA		NA
429	"ENSG00000186431.19_6"	"FCAR"	chr19	+	55399373	55399661	55399373	55399595	55401014	55401229	429	0,0	0,0			165	99	NA	NA	NA,NA		NA
430	"ENSG00000204376.7"	"XAGE1D"	chrX	-	52531497	52531655	52531513	52531655	52530859	52530986	430	0,0	0,0			115	99	NA	NA	NA,NA		NA
431	"ENSG00000105618.14_5"	"PRPF31"	chr19	+	54631447	54631752	54631447	54631575	54632431	54632745	431	96,324	0,1			198	99	NA	NA	1.0,0.994		NA
432	"ENSG00000170906.16_5"	"NDUFA3"	chr19	+	54606176	54606206	54606176	54606196	54606421	54606496	432	6,12	722,665			109	99	NA	NA	0.007,0.016		NA
433	"ENSG00000130844.18_7"	"ZNF331"	chr19	+	54059098	54059162	54059098	54059157	54072557	54072639	433	6,6	0,0			104	99	NA	NA	1.0,1.0		NA
434	"ENSG00000286261.1_1"	"AC022137.3"	chr19	+	53948253	53948472	53948253	53948376	53949479	53949590	434	23,20	21,15			195	99	NA	NA	0.357,0.404		NA
435	"ENSG00000170954.11_7"	"ZNF415"	chr19	-	53636001	53636153	53636108	53636153	53625656	53625869	435	0,0	0,0			198	99	NA	NA	NA,NA		NA
436	"ENSG00000170954.11_7"	"ZNF415"	chr19	-	53636001	53636128	53636108	53636128	53625914	53625996	436	0,0	0,0			198	99	NA	NA	NA,NA		NA
437	"ENSG00000170949.17_5"	"ZNF160"	chr19	-	53594665	53594973	53594889	53594973	53589514	53589574	437	14,16	25,15			198	99	NA	NA	0.219,0.348		NA
438	"ENSG00000241837.7_7"	"ATP5PO"	chr21	-	35278752	35279757	35279644	35279757	35276238	35276325	438	23,10	6529,4316			198	99	NA	NA	0.002,0.001		NA
439	"ENSG00000241837.7_7"	"ATP5PO"	chr21	-	35287439	35288028	35287955	35288028	35286753	35286804	439	8,13	7,5			198	99	NA	NA	0.364,0.565		NA
440	"ENSG00000167554.15_5"	"ZNF610"	chr19	+	52850959	52851197	52850959	52851084	52852406	52852488	440	0,0	0,0			198	99	NA	NA	NA,NA		NA
441	"ENSG00000196214.11_8"	"ZNF766"	chr19	+	52777714	52777922	52777714	52777835	52785363	52785490	441	1,1	0,0			186	99	NA	NA	1.0,1.0		NA
442	"ENSG00000198093.11_7"	"ZNF649"	chr19	-	52403050	52403547	52403345	52403547	52400104	52400231	442	13,6	31,26			198	99	NA	NA	0.173,0.103		NA
443	"ENSG00000182310.14_5"	"SPACA6"	chr19	+	52206480	52206590	52206480	52206588	52207282	52207439	443	6,9	6,4			101	99	NA	NA	0.495,0.688		NA
444	"ENSG00000142512.15_8"	"SIGLEC10"	chr19	-	51919151	51919611	51919563	51919611	51918821	51918869	444	2,9	0,0			198	99	NA	NA	1.0,1.0		NA
445	"ENSG00000105370.8_5"	"LIM2"	chr19	-	51890396	51890703	51890522	51890703	51885671	51885821	445	0,0	0,0			198	99	NA	NA	NA,NA		NA
446	"ENSG00000063244.12_6"	"U2AF2"	chr19	+	56180448	56180547	56180448	56180535	56180809	56181058	446	181,218	730,789			111	99	NA	NA	0.181,0.198		NA
447	"ENSG00000167749.11_4"	"KLK4"	chr19	-	51411614	51412085	51411834	51412085	51410189	51410342	447	0,0	0,0			198	99	NA	NA	NA,NA		NA
448	"ENSG00000167749.11_4"	"KLK4"	chr19	-	51412495	51412670	51412507	51412670	51411834	51412085	448	0,0	0,0			111	99	NA	NA	NA,NA		NA
449	"ENSG00000167751.13_7"	"KLK2"	chr19	+	51377976	51378222	51377976	51378136	51379727	51380014	449	0,0	0,2			185	99	NA	NA	NA,0.0		NA
450	"ENSG00000167751.13_7"	"KLK2"	chr19	+	51380127	51380301	51380127	51380264	51381659	51383823	450	3,3	0,0			136	99	NA	NA	1.0,1.0		NA
451	"ENSG00000062822.15_6"	"POLD1"	chr19	+	50912775	50912923	50912775	50912851	50916682	50916778	451	132,293	9,24			171	99	NA	NA	0.895,0.876		NA
452	"ENSG00000062822.15_6"	"POLD1"	chr19	+	50918694	50918847	50918694	50918816	50918980	50919083	452	17,155	0,0			130	99	NA	NA	1.0,1.0		NA
453	"ENSG00000062822.15_6"	"POLD1"	chr19	+	50918694	50918859	50918694	50918816	50918980	50919083	453	7,48	0,0			142	99	NA	NA	1.0,1.0		NA
454	"ENSG00000062822.15_6"	"POLD1"	chr19	+	50918694	50918859	50918694	50918847	50918980	50919083	454	0,0	10,107			111	99	NA	NA	0.0,0.0		NA
455	"ENSG00000131408.15_10"	"NR1H2"	chr19	+	50881405	50881696	50881405	50881569	50881778	50882053	455	15,95	1,2			198	99	NA	NA	0.882,0.96		NA
456	"ENSG00000105053.11_8"	"VRK3"	chr19	-	50523718	50523904	50523841	50523904	50519280	50519420	456	3,5	735,487			198	99	NA	NA	0.002,0.005		NA
457	"ENSG00000105053.11_8"	"VRK3"	chr19	-	50528523	50528629	50528602	50528629	50523841	50523904	457	86,53	422,200			178	99	NA	NA	0.102,0.128		NA
458	"ENSG00000213024.12_7"	"NUP62"	chr19	-	50432582	50432761	50432673	50432761	50430950	50431072	458	327,213	12,19			190	99	NA	NA	0.934,0.854		NA
459	"ENSG00000213024.12_7"	"NUP62"	chr19	-	50432582	50432761	50432673	50432761	50430950	50431105	459	324,220	8,8			190	99	NA	NA	0.955,0.935		NA
460	"ENSG00000104960.15_3"	"PTOV1"	chr19	+	50353991	50354353	50353991	50354212	50357662	50357800	460	0,1	0,0			198	99	NA	NA	NA,1.0		NA
461	"ENSG00000010361.14_7"	"FUZ"	chr19	-	50315871	50315993	50315894	50315993	50314887	50314956	461	4,7	0,0			122	99	NA	NA	1.0,1.0		NA
462	"ENSG00000010361.14_7"	"FUZ"	chr19	-	50315703	50315993	50315871	50315993	50315507	50315592	462	3,2	11,13			198	99	NA	NA	0.12,0.071		NA
463	"ENSG00000010361.14_7"	"FUZ"	chr19	-	50315703	50315993	50315894	50315993	50315507	50315592	463	5,8	1,3			198	99	NA	NA	0.714,0.571		NA
464	"ENSG00000010361.14_7"	"FUZ"	chr19	-	50315871	50315993	50315894	50315993	50315507	50315592	464	15,19	1,3			122	99	NA	NA	0.924,0.837		NA
465	"ENSG00000169169.14_7"	"CPT1C"	chr19	+	50195077	50195210	50195077	50195146	50195495	50195650	465	0,0	0,0			163	99	NA	NA	NA,NA		NA
466	"ENSG00000126457.21_5"	"PRMT1"	chr19	+	50183396	50183510	50183396	50183495	50183743	50183845	466	92,48	65,46			114	99	NA	NA	0.551,0.475		NA
467	"ENSG00000126456.16_7"	"IRF3"	chr19	-	50164706	50165585	50165204	50165585	50163969	50164085	467	16,22	187,225			198	99	NA	NA	0.041,0.047		NA
468	"ENSG00000126456.16_7"	"IRF3"	chr19	-	50167699	50167930	50167809	50167930	50166599	50166771	468	0,0	20,8			198	99	NA	NA	0.0,0.0		NA
469	"ENSG00000126456.16_7"	"IRF3"	chr19	-	50168740	50169114	50168887	50169114	50167930	50168103	469	32,52	25,67			198	99	NA	NA	0.39,0.28		NA
470	"ENSG00000142546.14_8"	"NOSIP"	chr19	-	50059805	50060250	50060131	50060250	50059573	50059682	470	20,100	0,0			198	99	NA	NA	1.0,1.0		NA
471	"ENSG00000142546.14_8"	"NOSIP"	chr19	-	50060337	50060506	50060346	50060506	50060131	50060250	471	7,29	55,225			108	99	NA	NA	0.104,0.106		NA
472	"ENSG00000142534.7_5"	"RPS11"	chr19	+	50000450	50000582	50000450	50000539	50000776	50001303	472	28799,31059	6,2			142	99	NA	NA	1.0,1.0		NA
473	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993179	49993106	49993169	49993488	49993554	473	33126,24901	326,261			109	99	NA	NA	0.989,0.989		NA
474	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993347	49993106	49993169	49993488	49993554	474	199,100	326,261			198	99	NA	NA	0.234,0.161		NA
475	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993347	49993106	49993179	49993488	49993554	475	55,60	32980,24859			198	99	NA	NA	0.001,0.001		NA
476	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993179	49993106	49993169	49993731	49993833	476	146,43	3,1			109	99	NA	NA	0.978,0.975		NA
477	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993169	49993731	49993833	477	8678,10586	3,1			198	99	NA	NA	0.999,1.0		NA
478	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993731	49993833	478	8534,10546	0,1			198	99	NA	NA	1.0,1.0		NA
479	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993731	49993857	49993731	49993833	49994035	49994121	479	12,24	32553,26058			123	99	NA	NA	0.0,0.001		NA
480	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993488	49993833	49993488	49993554	49994296	49994356	480	29,27	1,0			198	99	NA	NA	0.935,1.0		NA
481	"ENSG00000161618.10_5"	"ALDH16A1"	chr19	+	49964875	49965293	49964875	49965057	49965826	49966012	481	1,16	1,0			198	99	NA	NA	0.333,1.0		NA
482	"ENSG00000161618.10_5"	"ALDH16A1"	chr19	+	49968994	49969162	49968994	49969128	49969338	49969540	482	1,20	0,0			133	99	NA	NA	1.0,1.0		NA
483	"ENSG00000104872.11_6"	"PIH1D1"	chr19	-	49952596	49952911	49952731	49952911	49951257	49951319	483	42,37	849,897			198	99	NA	NA	0.024,0.02		NA
484	"ENSG00000104872.11_6"	"PIH1D1"	chr19	-	49954624	49954835	49954741	49954835	49954038	49954105	484	15,13	424,529			198	99	NA	NA	0.017,0.012		NA
485	"ENSG00000161609.10_7"	"CCDC155"	chr19	+	49896602	49896676	49896602	49896657	49897732	49897837	485	0,0	0,0			118	99	NA	NA	NA,NA		NA
486	"ENSG00000104894.12_5"	"CD37"	chr19	+	49838970	49839043	49838970	49839039	49840165	49840290	486	59,52	6,6			103	99	NA	NA	0.904,0.893		NA
487	"ENSG00000104852.15_6"	"SNRNP70"	chr19	+	49605370	49605442	49605370	49605430	49607890	49607992	487	11,11	32,18			111	99	NA	NA	0.235,0.353		NA
488	"ENSG00000104852.15_6"	"SNRNP70"	chr19	+	49605370	49606844	49605370	49605430	49607890	49607992	488	94,94	32,18			198	99	NA	NA	0.595,0.723		NA
489	"ENSG00000104852.15_6"	"SNRNP70"	chr19	+	49605370	49606844	49605370	49605442	49607890	49607992	489	132,110	5,4			198	99	NA	NA	0.93,0.932		NA
490	"ENSG00000183207.14_5"	"RUVBL2"	chr19	+	49513032	49513139	49513032	49513128	49513229	49513323	490	1284,1867	0,0			110	99	NA	NA	1.0,1.0		NA
491	"ENSG00000087088.20_6"	"BAX"	chr19	+	49458804	49459090	49458804	49458856	49459454	49459590	491	410,352	19,21			198	99	NA	NA	0.915,0.893		NA
492	"ENSG00000104805.16_8"	"NUCB1"	chr19	+	49404042	49404378	49404042	49404188	49407603	49407711	492	3,6	172,225			198	99	NA	NA	0.009,0.013		NA
493	"ENSG00000104805.16_8"	"NUCB1"	chr19	+	49416730	49416821	49416730	49416789	49421923	49422001	493	131,97	1,0			131	99	NA	NA	0.99,1.0		NA
494	"ENSG00000104804.8_7"	"TULP2"	chr19	-	49399686	49399813	49399695	49399813	49398622	49398760	494	1,0	0,0			108	99	NA	NA	1.0,NA		NA
495	"ENSG00000087076.9_6"	"HSD17B14"	chr19	-	49316689	49316809	49316712	49316809	49316274	49316605	495	0,0	2,0			122	99	NA	NA	0.0,NA		NA
496	"ENSG00000182264.9_6"	"IZUMO1"	chr19	-	49246664	49246782	49246701	49246782	49245465	49245566	496	0,0	1,1			136	99	NA	NA	0.0,0.0		NA
497	"ENSG00000182264.9_6"	"IZUMO1"	chr19	-	49248881	49249116	49248948	49249116	49248470	49248545	497	4,0	0,0			166	99	NA	NA	1.0,NA		NA
498	"ENSG00000105443.15_6"	"CYTH2"	chr19	+	48978094	48978210	48978094	48978206	48981325	48981402	498	0,0	130,84			103	99	NA	NA	0.0,0.0		NA
499	"ENSG00000142227.11_5"	"EMP3"	chr19	+	48830777	48830880	48830777	48830818	48832608	48832749	499	3674,3425	8,4			161	99	NA	NA	0.996,0.998		NA
500	"ENSG00000142227.11_5"	"EMP3"	chr19	+	48830777	48830921	48830777	48830818	48832608	48832749	500	1256,1276	8,4			198	99	NA	NA	0.987,0.994		NA
501	"ENSG00000142227.11_5"	"EMP3"	chr19	+	48830777	48830921	48830777	48830880	48832608	48832749	501	6,9	2424,2158			140	99	NA	NA	0.002,0.003		NA
502	"ENSG00000105479.16_4"	"CCDC114"	chr19	-	48801237	48801354	48801256	48801354	48800846	48800925	502	0,0	1,0			118	99	NA	NA	0.0,NA		NA
503	"ENSG00000105479.16_4"	"CCDC114"	chr19	-	48824011	48824068	48824028	48824068	48823555	48823648	503	1,3	0,2			116	99	NA	NA	1.0,0.561		NA
504	"ENSG00000105373.19_7"	"NOP53"	chr19	+	48255768	48255816	48255768	48255801	48258730	48258780	504	9,23	0,0			114	99	NA	NA	1.0,1.0		NA
505	"ENSG00000105419.18_7"	"MEIS3"	chr19	-	47922326	47922780	47922688	47922780	47920434	47920607	505	0,1	0,0			198	99	NA	NA	NA,1.0		NA
506	"ENSG00000181027.11_7"	"FKRP"	chr19	+	47249313	47249347	47249313	47249343	47251283	47251345	506	18,28	0,0			103	99	NA	NA	1.0,1.0		NA
