ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1027	"ENSG00000101150.17_5"	"TPD52L2"	chr20	+	62514071	62514173	62520542	62520591	62507168	62507228	62521202	62522898
1030	"ENSG00000034677.13_6"	"RNF19A"	chr8	-	101273769	101273983	101276261	101276423	101269287	101271474	101276898	101277013
1031	"ENSG00000034677.13_6"	"RNF19A"	chr8	-	101287180	101287389	101299728	101300495	101282096	101282241	101322094	101322181
1032	"ENSG00000163291.14_4"	"PAQR3"	chr4	-	79841687	79841835	79845010	79845101	79838914	79839034	79847674	79847872
1033	"ENSG00000163291.14_4"	"PAQR3"	chr4	-	79843294	79843575	79843982	79844137	79841687	79841835	79845010	79845101
1034	"ENSG00000085760.15_5"	"MTIF2"	chr2	-	55479612	55479789	55481789	55481961	55476530	55476670	55489451	55489563
1035	"ENSG00000085760.15_5"	"MTIF2"	chr2	-	55490775	55491001	55494704	55494771	55489451	55489563	55495713	55495875
1036	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5707070	5707154	5708352	5708414	5705782	5706003	5711781	5712013
1037	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5707707	5707837	5708352	5708414	5707070	5707154	5711781	5712013
1038	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712013	5705782	5706003	5713144	5713264
1039	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712081	5705782	5706003	5713144	5713264
1040	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712013	5707070	5707154	5713144	5713264
1041	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712081	5707070	5707154	5713144	5713264
1042	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712013	5707707	5707837	5713144	5713264
1043	"ENSG00000196365.12_6"	"LONP1"	chr19	-	5708352	5708414	5711781	5712081	5707707	5707837	5713144	5713264
1045	"ENSG00000158882.15_5"	"TOMM40L"	chr1	+	161196677	161196745	161197047	161197140	161196093	161196394	161197425	161197527
1046	"ENSG00000158882.15_5"	"TOMM40L"	chr1	+	161196677	161196745	161197047	161197140	161196144	161196394	161197673	161197779
1047	"ENSG00000158882.15_5"	"TOMM40L"	chr1	+	161197047	161197140	161197425	161197527	161196677	161196745	161197673	161197779
1048	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179325545	179325600	179333772	179333837	179322588	179322727	179334770	179334832
1049	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179333770	179333837	179336202	179336309	179322596	179322727	179341707	179342164
1051	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179333770	179333837	179334770	179334832	179332739	179332847	179336202	179336309
1052	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179333770	179333837	179336202	179336309	179332739	179332847	179341707	179342055
1053	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179333770	179333837	179334770	179334832	179332758	179332847	179341707	179342287
1054	"ENSG00000136521.13_9"	"NDUFB5"	chr3	+	179333772	179333837	179336202	179336309	179322588	179322727	179341707	179342023
1055	"ENSG00000150977.10_3"	"RILPL2"	chr12	-	123907590	123907704	123915054	123915206	123895229	123900468	123920628	123921264
1056	"ENSG00000042493.16_5"	"CAPG"	chr2	-	85628287	85628452	85628651	85628806	85626258	85626408	85628907	85629080
1057	"ENSG00000164182.11_6"	"NDUFAF2"	chr5	+	60368951	60369041	60394818	60394859	60241031	60241209	60448530	60448853
1059	"ENSG00000039123.16_6"	"MTREX"	chr5	+	54683801	54683930	54693243	54693354	54674954	54675023	54696060	54696249
1060	"ENSG00000039123.16_6"	"MTREX"	chr5	+	54693243	54693354	54696060	54696249	54683801	54683930	54701252	54701416
1077	"ENSG00000117155.16_5"	"SSX2IP"	chr1	-	85116044	85116210	85117565	85117680	85109389	85113290	85121514	85121688
1078	"ENSG00000159733.14_4"	"ZFYVE28"	chr4	-	2321896	2321998	2337431	2337521	2306015	2307263	2339133	2339223
1081	"ENSG00000105552.15_7"	"BCAT2"	chr19	-	49309773	49309974	49310256	49310331	49303443	49303554	49314240	49314284
1083	"ENSG00000166479.10_7"	"TMX3"	chr18	-	66368981	66369027	66377257	66377381	66365168	66365268	66378600	66378640
1085	"ENSG00000112701.18_5"	"SENP6"	chr6	+	76421043	76421132	76423228	76423297	76419242	76419346	76423390	76423541
1086	"ENSG00000112701.18_5"	"SENP6"	chr6	+	76423228	76423297	76423390	76423541	76421043	76421132	76425100	76425593
1087	"ENSG00000198551.10_6"	"ZNF627"	chr19	+	11674875	11674999	11675259	11675307	11670188	11670431	11686064	11686168
1090	"ENSG00000161526.15_9"	"SAP30BP"	chr17	+	73686750	73686852	73687473	73687611	73667895	73667943	73689519	73689562
1092	"ENSG00000184903.10_6"	"IMMP2L"	chr7	-	111161368	111161505	111172573	111172641	111127295	111127397	111201906	111201979
1094	"ENSG00000102054.18_5"	"RBBP7"	chrX	-	16870673	16870751	16871804	16871965	16870168	16870245	16875716	16875725
1095	"ENSG00000102054.18_5"	"RBBP7"	chrX	-	16881077	16881223	16887198	16887343	16876798	16876972	16888160	16888485
1096	"ENSG00000103202.13_7"	"NME4"	chr16	+	456345	456397	457424	457560	454955	455024	460242	460367
1097	"ENSG00000146409.12_7"	"SLC18B1"	chr6	-	133095360	133095452	133097466	133097568	133094131	133094227	133100406	133100543
1102	"ENSG00000122390.19_6"	"NAA60"	chr16	+	3529470	3529600	3532501	3532598	3498470	3498540	3533362	3533597
1106	"ENSG00000269858.6_5"	"EGLN2"	chr19	+	41306243	41307320	41313042	41313179	41305095	41305167	41313388	41313456
1107	"ENSG00000269858.6_5"	"EGLN2"	chr19	+	41312459	41312579	41313388	41313456	41305449	41307320	41313713	41314338
1108	"ENSG00000159147.18_9"	"DONSON"	chr21	-	34954470	34954552	34955793	34955972	34954256	34954361	34956895	34957074
1110	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13037235	13037300	13038368	13038578	13030463	13030607	13040828	13040955
1111	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13037235	13037300	13040828	13040955	13030463	13030607	13048857	13049680
1112	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13037235	13037300	13042202	13042333	13030463	13030607	13048857	13049680
1116	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13042202	13042333	13030463	13030607	13048857	13049680
1117	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13042202	13042333	13038368	13038578	13048857	13049680
1118	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13049763	13049890	13052917	13053089	13048857	13049680	13055778	13056697
1119	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21967907	21967946	21968636	21968824	21967168	21967744	21969054	21969271
1120	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47740911	47741124	47752369	47752468	47736518	47736665	47768118	47768284
1121	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47740911	47741142	47752369	47752468	47736518	47736665	47768118	47768284
1122	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47770469	47770608	47790731	47790806	47768118	47768284	47795658	47795781
1123	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47770469	47770608	47790731	47790806	47768118	47768284	47804652	47804904
1125	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47782533	47782822	47795658	47795781	47770469	47770608	47804652	47804904
1126	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47790731	47790806	47795658	47795781	47770469	47770608	47804652	47804904
1127	"ENSG00000175137.11_5"	"SH3BP5L"	chr1	-	249114601	249115111	249115345	249115460	249111020	249111083	249118951	249119834
1131	"ENSG00000151466.12_8"	"SCLT1"	chr4	-	129960195	129960251	129964549	129964622	129924895	129925031	129965147	129965206
1136	"ENSG00000161057.12_6"	"PSMC2"	chr7	+	103004589	103004754	103006522	103006610	103003790	103003886	103007859	103008062
1137	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56362561	56362732	56363258	56363360	56361832	56361953	56364827	56364883
1138	"ENSG00000119514.7_5"	"GALNT12"	chr9	+	101594053	101594239	101597530	101597648	101589033	101589223	101599253	101599430
1142	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63353396	63353472	63354413	63354476	63353067	63353138	63354774	63354797
1144	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72574476	72574510	72595871	72595985	72557230	72557314	72604349	72604414
1145	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72595871	72595985	72557230	72557314	72604349	72604414
1146	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72595871	72595985	72574476	72574510	72604349	72604414
1147	"ENSG00000130706.13_6"	"ADRM1"	chr20	+	60878623	60878837	60879516	60879633	60877951	60878105	60881252	60881376
1148	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26942681	26942816	26943113	26943215	26941463	26942264	26943396	26943527
1149	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960347	26960566	26960769	26959959	26960180	26960912	26961104
1150	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960419	26960566	26960769	26959959	26960180	26960912	26961104
1151	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960419	26960912	26961104	26959959	26960180	26961534	26962627
1152	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960566	26960769	26960912	26961104	26959959	26960180	26961534	26962627
1153	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960566	26960769	26960912	26961104	26960300	26960419	26961534	26962627
1154	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26967577	26967701	26968906	26969096	26966592	26967043	26969292	26969353
1155	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26968906	26969096	26969292	26969353	26967577	26967701	26969886	26970005
1156	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26970181	26970329	26970627	26970677	26969886	26970005	26971075	26971205
1157	"ENSG00000125648.15_6"	"SLC25A23"	chr19	-	6444161	6444312	6452322	6452490	6440074	6442170	6453991	6454099
1158	"ENSG00000140854.13_5"	"KATNB1"	chr16	+	57778305	57778423	57784738	57784839	57775598	57775729	57785172	57785214
1159	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179858447	179858504	179869260	179869302	179853826	179853904	179870436	179870523
1163	"ENSG00000006530.18_8"	"AGK"	chr7	+	141336759	141336817	141341047	141341198	141321531	141321601	141341610	141341708
1165	"ENSG00000143119.14_5"	"CD53"	chr1	+	111434013	111434093	111440430	111440514	111415769	111415870	111441745	111442544
1166	"ENSG00000143119.14_5"	"CD53"	chr1	+	111436948	111437023	111437581	111437677	111434966	111435155	111439274	111439355
1167	"ENSG00000143119.14_5"	"CD53"	chr1	+	111437581	111437677	111439274	111439355	111436948	111437023	111440430	111440514
1168	"ENSG00000143119.14_5"	"CD53"	chr1	+	111439274	111439355	111440430	111440514	111436948	111437023	111441745	111442544
1169	"ENSG00000143119.14_5"	"CD53"	chr1	+	111439274	111439355	111440430	111440514	111437581	111437677	111441745	111442544
1172	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51751435	51751504	51754154	51754189	51749067	51749136	51761755	51761856
1175	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458243	29465336	29465434	29455718	29455820	29465511	29465668
1176	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29463429	29465434	29455718	29455820	29465511	29465677
1177	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29465336	29465434	29455718	29455820	29465511	29465972
1178	"ENSG00000258830.1_8"	"AC137834.1"	chr12	-	57662704	57662865	57663105	57663232	57662085	57662240	57663534	57663777
1179	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74325518	74325602	74327241	74327360	74318548	74318646	74340725	74340917
1180	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74343700	74343871	74345798	74346008	74340725	74340917	74346757	74346879
1182	"ENSG00000145907.15_6"	"G3BP1"	chr5	+	151166163	151166276	151169883	151169965	151151470	151151597	151170449	151170623
1184	"ENSG00000111144.10_5"	"LTA4H"	chr12	-	96415924	96416029	96418256	96418325	96414862	96414915	96421221	96421281
1196	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	192998661	192998787	193018875	193018981	192998517	192998579	193020883	193020947
1198	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162535801	162536138	162546566	162546771	162531295	162531567	162549217	162549393
1199	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162535801	162536138	162549217	162549393	162531295	162531567	162551076	162551249
1200	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162560112	162560301	162567581	162567648	162558482	162558623	162569060	162569621
1201	"ENSG00000116350.17_9"	"SRSF4"	chr1	-	29481207	29481422	29485885	29485998	29476614	29476704	29486886	29487029
1202	"ENSG00000116350.17_9"	"SRSF4"	chr1	-	29492401	29492576	29495014	29495150	29486886	29487029	29508157	29508402
1203	"ENSG00000158402.20_10"	"CDC25C"	chr5	-	137625168	137625252	137626327	137626429	137622857	137622956	137627658	137627803
1204	"ENSG00000158402.20_10"	"CDC25C"	chr5	-	137625189	137625252	137626327	137626429	137622857	137622956	137627658	137627805
1207	"ENSG00000129810.15_8"	"SGO1"	chr3	-	20212215	20212307	20212534	20212724	20202084	20202718	20216496	20216547
1209	"ENSG00000129810.15_8"	"SGO1"	chr3	-	20212534	20212724	20216496	20216547	20211976	20212307	20218092	20218151
1210	"ENSG00000125257.16_8"	"ABCC4"	chr13	-	95840706	95840796	95847089	95847191	95838954	95839146	95858785	95859035
1211	"ENSG00000128654.14_5"	"MTX2"	chr2	+	177194028	177194154	177195311	177195388	177193601	177193640	177202220	177202407
1212	"ENSG00000128654.14_5"	"MTX2"	chr2	+	177194097	177194154	177195311	177195388	177193601	177193640	177202220	177202358
1213	"ENSG00000100412.16_4"	"ACO2"	chr22	+	41911770	41911921	41913530	41913635	41911380	41911539	41914484	41914576
1214	"ENSG00000100412.16_4"	"ACO2"	chr22	+	41916174	41916280	41918833	41918991	41914484	41914576	41919208	41919282
1217	"ENSG00000197713.15_5"	"RPE"	chr2	+	210868161	210868192	210874380	210874460	210867373	210867496	210880696	210880836
1218	"ENSG00000105379.10_5"	"ETFB"	chr19	-	51850153	51850312	51853582	51853645	51848422	51848635	51856385	51856544
1219	"ENSG00000105379.10_5"	"ETFB"	chr19	-	51853582	51853645	51856385	51856544	51850153	51850312	51857403	51857562
1220	"ENSG00000111615.14_7"	"KRR1"	chr12	-	75897683	75897854	75898977	75899034	75895702	75895780	75900263	75900389
1221	"ENSG00000111615.14_7"	"KRR1"	chr12	-	75900095	75900179	75900263	75900389	75898977	75899034	75900561	75900696
1222	"ENSG00000087274.17_7"	"ADD1"	chr4	+	2877622	2877837	2883624	2883787	2845583	2845751	2886241	2886393
1223	"ENSG00000087274.17_7"	"ADD1"	chr4	+	2895739	2895820	2896308	2896458	2886241	2886393	2899910	2900054
1224	"ENSG00000087274.17_7"	"ADD1"	chr4	+	2910241	2910331	2916610	2916767	2909469	2909571	2927740	2927839
1225	"ENSG00000172493.21_5"	"AFF1"	chr4	+	87967846	87968746	88005271	88005316	87928139	87928576	88011135	88011222
1226	"ENSG00000172493.21_5"	"AFF1"	chr4	+	88005271	88005316	88011135	88011222	87967846	87968746	88012944	88012981
1229	"ENSG00000077312.9_6"	"SNRPA"	chr19	+	41257291	41257386	41263236	41263409	41256775	41256882	41265335	41265515
1231	"ENSG00000129493.15_6"	"HEATR5A"	chr14	-	31777098	31777226	31778139	31778388	31775937	31776085	31782173	31782396
1232	"ENSG00000129493.15_6"	"HEATR5A"	chr14	-	31778139	31778388	31782173	31782396	31777098	31777226	31784975	31785155
1233	"ENSG00000129493.15_6"	"HEATR5A"	chr14	-	31782173	31782396	31784975	31785155	31778139	31778388	31787429	31787498
1234	"ENSG00000063854.13_5"	"HAGH"	chr16	-	1867168	1867272	1869115	1869224	1866893	1866995	1869897	1870015
1235	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100276956	100277051	100278458	100278605	100276089	100276304	100290601	100290672
1237	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297030	100297301	100292905	100293040	100306239	100306722
1238	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297221	100297301	100292905	100293040	100306772	100307071
1239	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100297030	100297301	100292905	100293040	100306772	100307105
1240	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100296305	100296360	100306239	100306722	100292905	100293040	100306805	100307100
1241	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100306239	100306722	100292905	100293040	100306805	100307100
1242	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100306239	100306355	100296305	100296360	100306632	100306722
1243	"ENSG00000188917.15_6"	"TRMT2B"	chrX	-	100297030	100297301	100306239	100306722	100296305	100296360	100306805	100307100
1245	"ENSG00000136243.12"	"NUPL2"	chr7	+	23226670	23226765	23235457	23235534	23221684	23221825	23236298	23236385
1247	"ENSG00000205903.7_5"	"ZNF316"	chr7	+	6677476	6677640	6678672	6678772	6676948	6677078	6681455	6681593
1256	"ENSG00000144674.16_7"	"GOLGA4"	chr3	+	37323448	37323763	37327504	37327552	37315026	37315092	37330725	37330782
1257	"ENSG00000270647.6_5"	"TAF15"	chr17	+	34161569	34161602	34169370	34169463	34136487	34136580	34171080	34171162
1258	"ENSG00000112039.5_5"	"FANCE"	chr6	+	35425332	35425377	35425692	35425761	35423523	35424130	35426073	35426217
1259	"ENSG00000112039.5_5"	"FANCE"	chr6	+	35428328	35428395	35430565	35430691	35427458	35427537	35434020	35434879
1263	"ENSG00000141084.11_7"	"RANBP10"	chr16	-	67771915	67771938	67778190	67778358	67764931	67765487	67805936	67805989
1267	"ENSG00000064961.19_5"	"HMG20B"	chr19	+	3575499	3575658	3576258	3576305	3574367	3574584	3576550	3576623
1268	"ENSG00000064961.19_5"	"HMG20B"	chr19	+	3575537	3575658	3576258	3576305	3573689	3574584	3576550	3576623
1270	"ENSG00000156042.18_7"	"CFAP70"	chr10	-	75035203	75035356	75037936	75038095	75034190	75034352	75050983	75051202
1272	"ENSG00000213123.11_6"	"TCTEX1D2"	chr3	-	196022876	196022940	196033813	196033883	196018089	196018245	196042968	196043102
1309	"ENSG00000123485.12_8"	"HJURP"	chr2	-	234754373	234754466	234756042	234756107	234752850	234752929	234758408	234758505
1310	"ENSG00000123485.12_8"	"HJURP"	chr2	-	234754373	234754466	234756042	234756107	234752850	234752929	234761210	234761266
1313	"ENSG00000123485.12_8"	"HJURP"	chr2	-	234761210	234761266	234762489	234762556	234754373	234754466	234763029	234763120
1314	"ENSG00000083093.10_7"	"PALB2"	chr16	-	23625324	23625412	23632682	23632799	23619184	23619333	23634289	23634451
1315	"ENSG00000164087.8_7"	"POC1A"	chr3	-	52159128	52159197	52179861	52179977	52130584	52130728	52181003	52181111
1316	"ENSG00000084093.18_5"	"REST"	chr4	+	57776795	57777702	57785952	57786036	57774041	57774379	57832821	57832844
1317	"ENSG00000084093.18_5"	"REST"	chr4	+	57776795	57777702	57785952	57786036	57774065	57774379	57796006	57802010
1318	"ENSG00000102786.15_9"	"INTS6"	chr13	-	51963454	51963580	51969435	51969619	51961521	51961676	51995247	51995470
1319	"ENSG00000102786.15_9"	"INTS6"	chr13	-	51963454	51963580	51969435	51969619	51961521	51961676	52004429	52004519
1320	"ENSG00000173660.12_4"	"UQCRH"	chr1	+	46774772	46774799	46775826	46775988	46769369	46769492	46782223	46782448
1328	"ENSG00000015479.19_8"	"MATR3"	chr5	+	138654596	138654722	138655022	138655190	138651764	138651877	138657586	138657718
1330	"ENSG00000008869.12_6"	"HEATR5B"	chr2	-	37215788	37216002	37217790	37217942	37208037	37208937	37227728	37227956
1331	"ENSG00000256591.5_8"	"AP003108.2"	chr11	+	61205096	61205320	61205475	61205585	61197621	61197654	61213412	61213703
1332	"ENSG00000256591.5_8"	"AP003108.2"	chr11	+	61205475	61205585	61213412	61213703	61197621	61197654	61249253	61249390
1333	"ENSG00000256591.5_8"	"AP003108.2"	chr11	+	61205475	61205585	61213412	61213703	61205096	61205320	61249253	61249390
1334	"ENSG00000042062.13_9"	"RIPOR3"	chr20	-	49232538	49232617	49236522	49236669	49227717	49227741	49247274	49247393
1335	"ENSG00000288558.1_2"	"DUS4L-BCAP29"	chr7	+	107205032	107205121	107207494	107207631	107204415	107204654	107211589	107211711
1336	"ENSG00000288558.1_2"	"DUS4L-BCAP29"	chr7	+	107207494	107207631	107211589	107211711	107205032	107205121	107215632	107215755
1337	"ENSG00000138190.17_6"	"EXOC6"	chr10	+	94653105	94653277	94654550	94654598	94594469	94594581	94654686	94654777
1338	"ENSG00000138190.17_6"	"EXOC6"	chr10	+	94693900	94693947	94694066	94694187	94688095	94688179	94695570	94695642
1339	"ENSG00000138190.17_6"	"EXOC6"	chr10	+	94694066	94694187	94695570	94695642	94688095	94688179	94700483	94700581
1340	"ENSG00000138190.17_6"	"EXOC6"	chr10	+	94694066	94694187	94695570	94695642	94693900	94693947	94700483	94700581
1342	"ENSG00000138190.17_6"	"EXOC6"	chr10	+	94695570	94695642	94700483	94700581	94694066	94694187	94708030	94708136
1344	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621990	62622023	62622359	62622410	62621272	62621305	62622604	62622688
1345	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621990	62622023	62622359	62622410	62621272	62621536	62622604	62622688
1346	"ENSG00000075643.6_5"	"MOCOS"	chr18	+	33793328	33793445	33795478	33795940	33785039	33785239	33800017	33800180
1347	"ENSG00000068912.14_5"	"ERLEC1"	chr2	+	54024868	54024932	54026183	54026218	54024651	54024729	54028533	54028757
1349	"ENSG00000206195.6"	"AP000525.9"	chr22	-	16162396	16162487	16187164	16187302	16150254	16151821	16189031	16189143
1350	"ENSG00000148488.17_6"	"ST8SIA6"	chr10	-	17365063	17365156	17369012	17369125	17357419	17363345	17373406	17373551
1351	"ENSG00000148488.17_6"	"ST8SIA6"	chr10	-	17365063	17365156	17373406	17373551	17357419	17363345	17401512	17401599
1352	"ENSG00000167112.10_6"	"TRUB2"	chr9	-	131076086	131076168	131077845	131077907	131073807	131073880	131079430	131079505
1353	"ENSG00000167112.10_6"	"TRUB2"	chr9	-	131077845	131077907	131079430	131079505	131076086	131076168	131083877	131084009
1355	"ENSG00000108465.15_5"	"CDK5RAP3"	chr17	+	46052524	46052703	46053234	46053379	46051765	46051814	46054077	46054137
1356	"ENSG00000151465.14_5"	"CDC123"	chr10	+	12252288	12252321	12257738	12257834	12251965	12252023	12259359	12259466
1360	"ENSG00000185721.13_5"	"DRG1"	chr22	+	31796605	31796729	31806997	31807067	31795589	31795711	31816241	31816411
1361	"ENSG00000110274.16_7"	"CEP164"	chr11	+	117206320	117206396	117209281	117209384	117198569	117198620	117214881	117214993
1362	"ENSG00000119414.11_4"	"PPP6C"	chr9	-	127916184	127916264	127920519	127920661	127908851	127912200	127923119	127923185
1363	"ENSG00000119414.11_4"	"PPP6C"	chr9	-	127916184	127916264	127920519	127920661	127908852	127912200	127933363	127933459
1364	"ENSG00000119414.11_4"	"PPP6C"	chr9	-	127920519	127920661	127923119	127923185	127916184	127916264	127933363	127933459
1365	"ENSG00000248710.1_7"	"AC079594.2"	chr3	-	159998454	159998602	160000265	160000401	159996980	159997152	160003591	160003656
1367	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152719851	152719966	152720999	152721224	152713123	152713367	152721722	152721822
1368	"ENSG00000213397.10_7"	"HAUS7"	chrX	-	152719851	152719966	152720999	152721106	152713127	152713367	152721722	152721751
1370	"ENSG00000164292.13_5"	"RHOBTB3"	chr5	+	95091099	95091465	95099211	95099324	95087942	95088054	95103749	95103870
1372	"ENSG00000124209.4_4"	"RAB22A"	chr20	+	56918773	56918855	56928328	56928400	56886098	56886178	56928487	56928594
1374	"ENSG00000248508.8_7"	"SRP14-AS1"	chr15	+	40348653	40348842	40351333	40351490	40338161	40338270	40352297	40352464
1375	"ENSG00000105171.10_6"	"POP4"	chr19	+	30099563	30099616	30101315	30101539	30097189	30097232	30102768	30102846
1379	"ENSG00000225278.3"	"RP11-782C8.5"	chr1	-	143223330	143223403	143223494	143223523	143217309	143217380	143226313	143226395
1380	"ENSG00000049541.11_6"	"RFC2"	chr7	-	73653252	73653318	73654267	73654425	73649860	73649975	73657475	73657576
1385	"ENSG00000164597.13_6"	"COG5"	chr7	-	106876894	106877132	106888840	106888944	106871059	106871136	106897176	106897239
1386	"ENSG00000164597.13_6"	"COG5"	chr7	-	106888840	106888944	106897176	106897239	106876894	106877132	106898717	106898828
1388	"ENSG00000163882.9_3"	"POLR2H"	chr3	+	184081013	184081353	184082753	184082837	184080402	184080512	184082920	184083014
1389	"ENSG00000000419.12_6"	"DPM1"	chr20	-	49557401	49557470	49558567	49558663	49552684	49552799	49562273	49562299
1391	"ENSG00000000419.12_6"	"DPM1"	chr20	-	49558567	49558663	49562273	49562299	49557401	49557470	49562383	49562460
1396	"ENSG00000147421.18_6"	"HMBOX1"	chr8	+	28837587	28837673	28866588	28866699	28827559	28828036	28876276	28876430
1413	"ENSG00000113597.18_6"	"TRAPPC13"	chr5	+	64933522	64933607	64942881	64943009	64931770	64931870	64948327	64948372
1414	"ENSG00000113597.18_6"	"TRAPPC13"	chr5	+	64942881	64943009	64946636	64946709	64933522	64933607	64948327	64948372
1419	"ENSG00000010244.18_7"	"ZNF207"	chr17	+	30687910	30687986	30688486	30688534	30687616	30687784	30689932	30690003
1420	"ENSG00000120733.14_4"	"KDM3B"	chr5	+	137717204	137717279	137721710	137722310	137715272	137715397	137726701	137727950
1421	"ENSG00000120733.14_4"	"KDM3B"	chr5	+	137756394	137756651	137759763	137760030	137754641	137754921	137761099	137761271
1422	"ENSG00000114770.17_7"	"ABCC5"	chr3	-	183655688	183655848	183660514	183660704	183646534	183646613	183663637	183663727
1424	"ENSG00000090905.19_5"	"TNRC6A"	chr16	+	24741573	24741621	24762046	24762134	24740971	24741167	24769659	24769681
1425	"ENSG00000090905.19_5"	"TNRC6A"	chr16	+	24762046	24762134	24769659	24769681	24741573	24741621	24788253	24788679
1426	"ENSG00000090905.19_5"	"TNRC6A"	chr16	+	24769659	24769681	24788253	24788679	24762046	24762134	24800552	24803138
1428	"ENSG00000250424.4_8"	"AC004691.2"	chr7	+	30898872	30898940	30911857	30911921	30893009	30893075	30915109	30915271
1429	"ENSG00000250424.4_8"	"AC004691.2"	chr7	+	30911857	30911921	30915109	30915271	30898872	30898940	30921795	30921976
1430	"ENSG00000250424.4_8"	"AC004691.2"	chr7	+	30915109	30915271	30921795	30921976	30911857	30911921	30922535	30922608
1431	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33252540	33252676	33256762	33256855	33251962	33252048	33263363	33263444
1432	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33252540	33252676	33256762	33256855	33251970	33252048	33263192	33263239
1433	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33252540	33252676	33263192	33263239	33251970	33252048	33263363	33263444
1434	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33256762	33256855	33263192	33263239	33251970	33252048	33263363	33263444
1435	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33256762	33256855	33263192	33263239	33252540	33252676	33263363	33263444
1436	"ENSG00000134684.10_4"	"YARS1"	chr1	-	33256762	33256855	33263363	33263444	33252540	33252676	33272082	33272212
