ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1982	"ENSG00000161202.20_6"	"DVL3"	chr3	+	183884233	183884461	183884233	183884310	183884393	183884461
1983	"ENSG00000142002.17_5"	"DPP9"	chr19	-	4684674	4685783	4684674	4684821	4685637	4685783
1984	"ENSG00000134575.13_7"	"ACP2"	chr11	-	47269191	47269684	47269191	47269278	47269588	47269684
1985	"ENSG00000133858.17_5"	"ZFC3H1"	chr12	-	72004837	72005667	72004837	72004877	72005565	72005667
1986	"ENSG00000133858.17_5"	"ZFC3H1"	chr12	-	72050122	72051081	72050122	72050343	72050664	72051081
1987	"ENSG00000240065.8_5"	"PSMB9"	chr6	+	32823914	32825911	32823914	32823982	32825781	32825911
1988	"ENSG00000214837.8_6"	"LINC01347"	chr1	-	243251011	243251534	243251011	243251093	243251437	243251534
1989	"ENSG00000177728.17_8"	"TMEM94"	chr17	+	73481951	73482507	73481951	73482079	73482370	73482507
1990	"ENSG00000177728.17_8"	"TMEM94"	chr17	+	73489009	73489674	73489009	73489183	73489571	73489674
1991	"ENSG00000177728.17_8"	"TMEM94"	chr17	+	73494524	73494803	73494524	73494619	73494709	73494803
1992	"ENSG00000205744.10_6"	"DENND1C"	chr19	-	6471275	6471507	6471275	6471316	6471416	6471507
1993	"ENSG00000205744.10_6"	"DENND1C"	chr19	-	6475494	6475762	6475494	6475596	6475716	6475762
1994	"ENSG00000205744.10_6"	"DENND1C"	chr19	-	6476867	6477138	6476867	6476978	6477084	6477138
1995	"ENSG00000164082.15_4"	"GRM2"	chr3	+	51746488	51750153	51746488	51747326	51749077	51750153
1996	"ENSG00000164082.15_4"	"GRM2"	chr3	+	51749077	51750153	51749077	51749199	51750033	51750153
1997	"ENSG00000225872.4_8"	"LINC01529"	chr19	-	36280308	36280830	36280308	36280469	36280688	36280830
1998	"ENSG00000225872.4_8"	"LINC01529"	chr19	-	36281918	36282754	36281918	36282040	36282661	36282754
1999	"ENSG00000225872.4_8"	"LINC01529"	chr19	-	36281918	36282754	36281918	36282255	36282661	36282754
2000	"ENSG00000103174.13_7"	"NAGPA"	chr16	-	5077135	5077380	5077135	5077199	5077278	5077380
2001	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135424	49135913	49135424	49135550	49135624	49135913
2002	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135424	49135913	49135424	49135550	49135785	49135913
2003	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135624	49135913	49135624	49135684	49135785	49135913
2004	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135624	49135913	49135624	49135691	49135785	49135913
2005	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135624	49135913	49135624	49135691	49135805	49135913
2006	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49135785	49136125	49135785	49135913	49136032	49136125
2007	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49136032	49136422	49136032	49136125	49136317	49136422
2008	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49137193	49137524	49137193	49137286	49137393	49137524
2009	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49137193	49137524	49137193	49137286	49137426	49137524
2010	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49140777	49141139	49140777	49140842	49140988	49141139
2011	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49140777	49141139	49140777	49140842	49141063	49141139
2012	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49140777	49141139	49140777	49140864	49141063	49141139
2013	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49140777	49141139	49140777	49140899	49141063	49141139
2014	"ENSG00000163728.11_9"	"TTC14"	chr3	+	180326488	180327791	180326488	180326598	180327417	180327791
2015	"ENSG00000284848.2_5"	"LINC02359"	chr12	+	126580553	126580912	126580553	126580646	126580788	126580912
2016	"ENSG00000172578.12_5"	"KLHL6"	chr3	-	183205338	183210016	183205338	183208399	183209155	183210016
2017	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75042066	75044301	75042066	75042210	75044162	75044301
2018	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044397	75044512	75044397	75044430	75044431	75044512
2019	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045258	75045469
2020	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045056	75045258	75045469
2021	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045380	75045469
2022	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75045258	75045469	75045258	75045308	75045380	75045469
2023	"ENSG00000198912.11_5"	"C1orf174"	chr1	-	3807132	3809560	3807132	3807621	3809446	3809560
2024	"ENSG00000089682.16_7"	"RBM41"	chrX	-	106331665	106332069	106331665	106331803	106331964	106332069
2025	"ENSG00000203780.12_8"	"FANK1"	chr10	+	127697622	127698161	127697622	127697700	127697790	127698161
2026	"ENSG00000203780.12_8"	"FANK1"	chr10	+	127697790	127698161	127697790	127697835	127697941	127698161
2027	"ENSG00000124493.14_5"	"GRM4"	chr6	-	34026750	34029805	34026750	34026905	34029669	34029805
2028	"ENSG00000156976.17_7"	"EIF4A2"	chr3	+	186502352	186503840	186502352	186502485	186503671	186503840
2029	"ENSG00000115073.8_5"	"ACTR1B"	chr2	-	98274889	98275466	98274889	98275106	98275341	98275466
2030	"ENSG00000197323.12_6"	"TRIM33"	chr1	-	114940229	114940612	114940229	114940482	114940561	114940612
2031	"ENSG00000085117.12_6"	"CD82"	chr11	+	44626607	44626979	44626607	44626732	44626904	44626979
2032	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31237269	31237862	31237269	31237302	31237742	31237862
2033	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31237269	31237862	31237269	31237320	31237742	31237862
2034	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31239375	31239645	31239375	31239475	31239594	31239645
2035	"ENSG00000115207.13_7"	"GTF3C2"	chr2	-	27558783	27559292	27558783	27558895	27559064	27559292
2036	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50326877	50327193	50326877	50327059	50327142	50327193
2037	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50327359	50327725	50327359	50327517	50327600	50327725
2038	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50327600	50328110	50327600	50327725	50327990	50328110
2039	"ENSG00000189409.14_7"	"MMP23B"	chr1	+	1568359	1568734	1568359	1568499	1568566	1568734
2040	"ENSG00000189409.14_7"	"MMP23B"	chr1	+	1569126	1569478	1569126	1569291	1569367	1569478
2041	"ENSG00000004059.11_6"	"ARF5"	chr7	+	127229538	127230191	127229538	127229648	127230119	127230191
2042	"ENSG00000266094.8_6"	"RASSF5"	chr1	+	206757718	206759636	206757718	206758016	206758511	206759636
2043	"ENSG00000114770.17_7"	"ABCC5"	chr3	-	183701540	183705705	183701540	183702682	183705557	183705705
2044	"ENSG00000166816.14_7"	"LDHD"	chr16	-	75148724	75149237	75148724	75148866	75149095	75149237
2045	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31483491	31484877	31483491	31483522	31484761	31484877
2046	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31484761	31485055	31484761	31484877	31485002	31485055
2047	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31485002	31485298	31485002	31485055	31485155	31485298
2048	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31485883	31487506	31485883	31486078	31487332	31487506
2049	"ENSG00000162873.14_9"	"KLHDC8A"	chr1	-	205312356	205312921	205312356	205312726	205312825	205312921
2050	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205027308	205027791	205027308	205027484	205027695	205027791
2051	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205027308	205028421	205027308	205027791	205028211	205028421
2052	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205041074	205042364	205041074	205041261	205041610	205042364
2053	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205041610	205042364	205041610	205041723	205042195	205042364
2054	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205042783	205044072	205042783	205042969	205043224	205044072
2055	"ENSG00000176754.13_8"	"LINC00303"	chr1	-	204006096	204006716	204006096	204006212	204006588	204006716
2056	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30312935	30313175	30312935	30313005	30313074	30313175
2057	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313243	30313350
2058	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313267	30313350
2059	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30314334	30313074	30313175	30314208	30314334
2060	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30314334	30313074	30313350	30314208	30314334
2061	"ENSG00000104691.15_8"	"UBXN8"	chr8	+	30620789	30620863	30620789	30620840	30620840	30620863
2062	"ENSG00000143847.15_4"	"PPFIA4"	chr1	+	203044704	203047863	203044704	203044885	203045468	203047863
2063	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202698834	202700191	202698834	202699155	202700036	202700191
2064	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202700036	202701067	202700036	202700191	202700955	202701067
2065	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202700955	202703014	202700955	202701067	202702528	202703014
2066	"ENSG00000169359.16_8"	"SLC33A1"	chr3	-	155547476	155547692	155547476	155547544	155547644	155547692
2067	"ENSG00000169359.16_8"	"SLC33A1"	chr3	-	155551256	155551830	155551256	155551374	155551645	155551830
2068	"ENSG00000114544.16_6"	"SLC41A3"	chr3	-	125725205	125726068	125725205	125725407	125725956	125726068
2069	"ENSG00000154438.8_5"	"ASZ1"	chr7	-	117007405	117008771	117007405	117007519	117008665	117008771
2070	"ENSG00000143862.8_5"	"ARL8A"	chr1	-	202104586	202104928	202104586	202104654	202104834	202104928
2071	"ENSG00000159176.14_6"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201457982	201458112
2072	"ENSG00000159176.14_6"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201458000	201458112
2073	"ENSG00000125351.12_8"	"UPF3B"	chrX	-	118971719	118971895	118971719	118971879	118971883	118971895
2074	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23160790	23161165	23160790	23160845	23161047	23161165
2075	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23160790	23161165	23160790	23160884	23161047	23161165
2076	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23161047	23161430	23161047	23161165	23161240	23161430
2077	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23167036	23168277	23167036	23167187	23167849	23168277
2078	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23167036	23168277	23167036	23167187	23167951	23168277
2079	"ENSG00000115275.14_8"	"MOGS"	chr2	-	74690316	74690513	74690316	74690346	74690506	74690513
2080	"ENSG00000115275.14_8"	"MOGS"	chr2	-	74692022	74692527	74692022	74692114	74692440	74692527
2081	"ENSG00000205111.8_5"	"CDKL4"	chr2	-	39405687	39406462	39405687	39405900	39406327	39406462
2082	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	20981240	20981672	20981240	20981346	20981439	20981672
2083	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21203255	21205232	21203255	21203472	21205048	21205232
2084	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21205048	21206581	21205048	21205232	21206427	21206581
2085	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21205048	21206581	21205048	21205232	21206547	21206581
2086	"ENSG00000261701.7_4"	"HPR"	chr16	+	72110201	72111145	72110201	72110249	72110854	72111145
2087	"ENSG00000214174.8_5"	"AMZ2P1"	chr17	-	62968871	62969635	62968871	62969045	62969359	62969635
2088	"ENSG00000000971.16_4"	"CFH"	chr1	+	196709748	196711181	196709748	196709922	196711004	196711181
2089	"ENSG00000285269.2_4"	"AL160269.1"	chr9	-	99012191	99012767	99012191	99012334	99012577	99012767
2090	"ENSG00000141527.18_8"	"CARD14"	chr17	+	78162175	78163671	78162175	78162343	78163551	78163671
2091	"ENSG00000125826.21_4"	"RBCK1"	chr20	+	409134	409738	409134	409233	409594	409738
2092	"ENSG00000115421.13_4"	"PAPOLG"	chr2	+	61021105	61022155	61021105	61021326	61022098	61022155
2093	"ENSG00000240303.8_6"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297725	132298335	132298402
2094	"ENSG00000240303.8_6"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297900	132298335	132298402
2095	"ENSG00000275830.2_9"	"AL390755.1"	chr13	-	110697779	110698422	110697779	110697976	110698131	110698422
2096	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384326	33384553	33384326	33384437	33384525	33384553
2097	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384873	33385087	33384873	33384919	33385023	33385087
2098	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384873	33385087	33384873	33384919	33385027	33385087
2099	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1836956	1836537	1836656	1836738	1836956
2100	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1836956	1836537	1836656	1836757	1836956
2101	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836656	1837677	1837832
2102	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836956	1837677	1837832
2103	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838138	1838208
2104	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838161	1838208
2105	"ENSG00000230825.2_9"	"AC005532.1"	chr7	+	7317215	7317702	7317215	7317318	7317348	7317702
2106	"ENSG00000171502.15_6"	"COL24A1"	chr1	-	86622023	86622455	86622023	86622154	86622360	86622455
2107	"ENSG00000160818.16_5"	"GPATCH4"	chr1	-	156565872	156566270	156565872	156565923	156566178	156566270
2108	"ENSG00000160818.16_5"	"GPATCH4"	chr1	-	156565872	156566270	156565872	156566040	156566178	156566270
2109	"ENSG00000213231.13_5"	"TCL1B"	chr14	+	96157604	96158965	96157604	96157673	96158267	96158965
2110	"ENSG00000141956.13_5"	"PRDM15"	chr21	-	43220343	43221882	43220343	43220860	43221153	43221882
2111	"ENSG00000203878.11_5"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824374	111825040	111825097
2112	"ENSG00000203878.11_5"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824483	111825040	111825097
2113	"ENSG00000123453.18_7"	"SARDH"	chr9	-	136531856	136531992	136531856	136531888	136531889	136531992
2114	"ENSG00000177200.17_6"	"CHD9"	chr16	+	53243393	53243725	53243393	53243453	53243616	53243725
2115	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28469706	28469912	28469706	28469742	28469851	28469912
2116	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28488332	28488956	28488332	28488449	28488784	28488956
2117	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28493797	28493993	28493797	28493866	28493946	28493993
2118	"ENSG00000251250.3_8"	"AC091951.4"	chr5	+	7326178	7326716	7326178	7326302	7326516	7326716
2119	"ENSG00000187630.17_6"	"DHRS4L2"	chr14	+	24470071	24470293	24470071	24470142	24470241	24470293
2120	"ENSG00000187630.17_6"	"DHRS4L2"	chr14	+	24470592	24470726	24470592	24470691	24470693	24470726
2121	"ENSG00000113971.20_6"	"NPHP3"	chr3	-	132403397	132405231	132403397	132403638	132405103	132405231
2122	"ENSG00000275591.5_5"	"XKR5"	chr8	-	6673327	6673440	6673327	6673377	6673378	6673440
2123	"ENSG00000136279.20_8"	"DBNL"	chr7	+	44097380	44097879	44097380	44097458	44097727	44097879
2124	"ENSG00000136279.20_8"	"DBNL"	chr7	+	44098030	44098582	44098030	44098079	44098500	44098582
2125	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190618641	190619071	190618641	190618790	190618866	190619071
2126	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190626145	190626386	190626145	190626251	190626372	190626386
2127	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220364842	220366759	220364842	220364940	220366197	220366759
2128	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220366197	220366759	220366197	220366301	220366572	220366759
2129	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370416	220370483
2130	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370436	220370483
2131	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370975	220371144	220370975	220371044	220371045	220371144
2132	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370975	220371709	220370975	220371144	220371419	220371709
2133	"ENSG00000271109.2_10"	"AC008555.4"	chr19	-	35351077	35351619	35351077	35351206	35351437	35351619
2134	"ENSG00000249267.7_7"	"LINC00939"	chr12	-	126446287	126447629	126446287	126446527	126447556	126447629
2135	"ENSG00000249267.7_7"	"LINC00939"	chr12	-	126450745	126451888	126450745	126451454	126451739	126451888
2136	"ENSG00000100439.10_3"	"ABHD4"	chr14	+	23072294	23072667	23072294	23072401	23072505	23072667
2137	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201721613	201722607	201721613	201721708	201722440	201722607
2138	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201724402	201726189	201724402	201724469	201725960	201726189
2139	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201724402	201726189	201724402	201724470	201725960	201726189
2140	"ENSG00000168028.14_5"	"RPSA"	chr3	+	39453386	39453925	39453386	39453552	39453764	39453925
2141	"ENSG00000146904.9_5"	"EPHA1"	chr7	-	143095413	143096038	143095413	143095541	143095693	143096038
2142	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025649	1025804	1025986
2143	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025698	1025804	1025986
2144	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025701	1025804	1025986
2145	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1035961	1036429	1035961	1036112	1036310	1036429
2146	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1038984	1039310	1038984	1039052	1039138	1039310
2147	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1038929	1039310	1038929	1039052	1039216	1039310
2148	"ENSG00000144331.20_7"	"ZNF385B"	chr2	-	180306708	180308195	180306708	180306904	180307950	180308195
2149	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43893200	43893789	43893200	43893405	43893673	43893789
2150	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43898659	43900156	43898659	43898861	43900056	43900156
2151	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43911849	43912839	43911849	43911930	43912625	43912839
2152	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43913519	43914155	43913519	43913642	43913749	43914155
2153	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43914282	43915842	43914282	43914399	43915773	43915842
2154	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	799184	800244	799184	799565	799814	800244
2155	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	799814	800244	799814	800014	800130	800244
2156	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	800984	801120
2157	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	801001	801120
2158	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	801017	801120
2159	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	801444	802090	801444	801624	801964	802090
2160	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	802681	803647	802681	802891	803173	803647
2161	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155580031	155580351	155580031	155580123	155580215	155580351
2162	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581082	155581217	155581394
2163	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581217	155581394
2164	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581082	155581339	155581394
2165	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581339	155581394
2166	"ENSG00000143207.21_9"	"COP1"	chr1	-	175957423	175958615	175957423	175957548	175958497	175958615
2167	"ENSG00000196199.14_4"	"MPHOSPH8"	chr13	+	20244979	20245429	20244979	20245104	20245345	20245429
2168	"ENSG00000117593.12_7"	"DARS2"	chr1	+	173795824	173797537	173795824	173795924	173797470	173797537
2169	"ENSG00000198874.13_4"	"TYW1"	chr7	+	66532271	66532390	66532271	66532321	66532322	66532390
2170	"ENSG00000143761.16_5"	"ARF1"	chr1	+	228284778	228285153	228284778	228284963	228285042	228285153
2171	"ENSG00000108852.14_6"	"MPP2"	chr17	-	41960270	41960723	41960270	41960420	41960570	41960723
2172	"ENSG00000164112.13_7"	"TMEM155"	chr4	-	122682692	122683047	122682692	122682850	122682984	122683047
2173	"ENSG00000213199.8_7"	"ASIC3"	chr7	+	150749252	150749561	150749252	150749324	150749502	150749561
2174	"ENSG00000161395.14_6"	"PGAP3"	chr17	-	37829766	37830307	37829766	37829903	37830245	37830307
2175	"ENSG00000178795.9_3"	"GDPD4"	chr11	-	76927602	76928359	76927602	76928313	76928344	76928359
2176	"ENSG00000111335.13_5"	"OAS2"	chr12	+	113446891	113449528	113446891	113447045	113448178	113449528
2177	"ENSG00000182220.15_9"	"ATP6AP2"	chrX	+	40458843	40460133	40458843	40458993	40460013	40460133
2178	"ENSG00000182220.15_9"	"ATP6AP2"	chrX	+	40458843	40460133	40458843	40458993	40460020	40460133
2179	"ENSG00000182220.15_9"	"ATP6AP2"	chrX	+	40458843	40460133	40458843	40458993	40460033	40460133
2180	"ENSG00000076258.10_4"	"FMO4"	chr1	+	171310551	171311223	171310551	171310632	171311083	171311223
2181	"ENSG00000163818.17_6"	"LZTFL1"	chr3	-	45875729	45877276	45875729	45875790	45877081	45877276
2182	"ENSG00000151164.18_4"	"RAD9B"	chr12	+	110968329	110969891	110968329	110968438	110969378	110969891
2183	"ENSG00000144567.11_8"	"RETREG2"	chr2	+	220045783	220046185	220045783	220045927	220046090	220046185
2184	"ENSG00000176919.13_7"	"C8G"	chr9	+	139841102	139841426	139841102	139841141	139841219	139841426
2185	"ENSG00000197858.11_4"	"GPAA1"	chr8	+	145138291	145138764	145138291	145138327	145138616	145138764
2186	"ENSG00000197858.11_4"	"GPAA1"	chr8	+	145138291	145138764	145138291	145138403	145138616	145138764
2187	"ENSG00000197858.11_4"	"GPAA1"	chr8	+	145140191	145140646	145140191	145140382	145140475	145140646
2188	"ENSG00000116691.11_4"	"MIIP"	chr1	+	12089279	12089951	12089279	12089338	12089821	12089951
2189	"ENSG00000116691.11_4"	"MIIP"	chr1	+	12089279	12090181	12089279	12089338	12090084	12090181
2190	"ENSG00000116691.11_4"	"MIIP"	chr1	+	12089279	12090181	12089279	12089951	12090084	12090181
2191	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228333211	228333768	228333211	228333325	228333713	228333768
2192	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228333210	228333768	228333210	228333350	228333726	228333768
2193	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228333211	228333768	228333211	228333325	228333726	228333768
2194	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228335106	228335400	228335106	228335245	228335315	228335400
2195	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228335106	228335400	228335106	228335245	228335321	228335400
2196	"ENSG00000204296.11_7"	"TSBP1"	chr6	-	32298365	32298386	32298365	32298376	32298380	32298386
2197	"ENSG00000204296.11_7"	"TSBP1"	chr6	-	32334049	32334079	32334049	32334058	32334062	32334079
2198	"ENSG00000106003.13_5"	"LFNG"	chr7	+	2564852	2565201	2564852	2564952	2565047	2565201
2199	"ENSG00000101347.10_7"	"SAMHD1"	chr20	-	35539620	35540955	35539620	35539736	35540863	35540955
2200	"ENSG00000105821.15_5"	"DNAJC2"	chr7	-	102962957	102963241	102962957	102963079	102963149	102963241
2201	"ENSG00000114735.9_4"	"HEMK1"	chr3	+	50617274	50617660	50617274	50617370	50617546	50617660
2202	"ENSG00000198821.10_5"	"CD247"	chr1	-	167399876	167400983	167399876	167400250	167400813	167400983
2203	"ENSG00000198821.10_5"	"CD247"	chr1	-	167403256	167404671	167403256	167403313	167404635	167404671
2204	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10821098	10821895	10821098	10821156	10821636	10821895
2205	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10821098	10821895	10821098	10821303	10821636	10821895
2206	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10823207	10823756	10823207	10823321	10823595	10823756
2207	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10825026	10825597	10825026	10825137	10825445	10825597
2208	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10825833	10826562	10825833	10825965	10826459	10826562
2209	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10830251	10830487	10830251	10830290	10830428	10830487
2210	"ENSG00000016864.18_7"	"GLT8D1"	chr3	-	52729205	52730056	52729205	52729318	52729943	52730056
2211	"ENSG00000158270.12_6"	"COLEC12"	chr18	-	333006	335230	333006	333143	334741	335230
2212	"ENSG00000184922.14_7"	"FMNL1"	chr17	+	43319213	43319513	43319213	43319257	43319446	43319513
2213	"ENSG00000184922.14_7"	"FMNL1"	chr17	+	43321157	43321611	43321157	43321392	43321542	43321611
2214	"ENSG00000184922.14_7"	"FMNL1"	chr17	+	43323576	43323971	43323576	43323697	43323871	43323971
2215	"ENSG00000197558.13_6"	"SSPO"	chr7	+	149492626	149493603	149492626	149492754	149493458	149493603
2216	"ENSG00000197558.13_6"	"SSPO"	chr7	+	149523538	149525074	149523538	149523666	149524001	149525074
2217	"ENSG00000197558.13_6"	"SSPO"	chr7	+	149524001	149525074	149524001	149524048	149524857	149525074
2218	"ENSG00000102854.16_7"	"MSLN"	chr16	+	818378	818865	818378	818565	818647	818865
2219	"ENSG00000077458.13_5"	"FAM76B"	chr11	-	95521662	95522946	95521662	95521727	95522555	95522946
2220	"ENSG00000170959.14_7"	"DCDC1"	chr11	-	30925037	30926711	30925037	30925230	30926507	30926711
2221	"ENSG00000120251.20_6"	"GRIA2"	chr4	+	158255161	158257029	158255161	158255272	158256822	158257029
2222	"ENSG00000225321.2_7"	"LINC01427"	chr20	-	22262991	22263310	22262991	22263053	22263181	22263310
2223	"ENSG00000137309.20_4"	"HMGA1"	chr6	+	34204649	34205094	34204649	34204740	34204980	34205094
2224	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183904294	183904663	183904294	183904424	183904583	183904663
2225	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183904294	183904663	183904294	183904442	183904583	183904663
2226	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183905184	183905549	183905184	183905231	183905451	183905549
2227	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183905451	183905771	183905451	183905549	183905648	183905771
2228	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183906875	183907065	183906875	183906932	183907042	183907065
2229	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183907042	183907231	183907042	183907065	183907175	183907231
2230	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183907175	183907545	183907175	183907231	183907344	183907545
2231	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183910388	183910684	183910388	183910477	183910592	183910684
