ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2084	"ENSG00000184584.13_8"	"STING1"	chr5	-	138860374	138861289	138860374	138860483	138861794	138861887
2101	"ENSG00000116641.18_8"	"DOCK7"	chr1	-	62943370	62943505	62943370	62943496	62954604	62954736
2108	"ENSG00000106133.18_5"	"NSUN5P2"	chr7	-	72419430	72419641	72419430	72419519	72420384	72420500
2135	"ENSG00000170581.14_7"	"STAT2"	chr12	-	56742535	56742635	56742535	56742588	56743128	56743293
2155	"ENSG00000106245.11_4"	"BUD31"	chr7	+	99007656	99007792	99007659	99007792	99006707	99006868
2164	"ENSG00000137841.12_9"	"PLCB2"	chr15	-	40583465	40584125	40583465	40583688	40584264	40584359
2166	"ENSG00000276234.5_7"	"TADA2A"	chr17	+	35800605	35800763	35800609	35800763	35787048	35787108
2167	"ENSG00000276234.5_7"	"TADA2A"	chr17	+	35800605	35800763	35800609	35800763	35797867	35797930
2203	"ENSG00000247828.8_8"	"TMEM161B-AS1"	chr5	+	87583252	87583439	87583255	87583439	87566342	87566402
2215	"ENSG00000136144.12_5"	"RCBTB1"	chr13	-	50141289	50141459	50141289	50141456	50154640	50154720
2219	"ENSG00000214078.12_9"	"CPNE1"	chr20	-	34218360	34218956	34218360	34218412	34219035	34219095
2221	"ENSG00000214078.12_9"	"CPNE1"	chr20	-	34246851	34246936	34246851	34246904	34252800	34252854
2224	"ENSG00000141002.20_6"	"TCF25"	chr16	+	89961445	89961545	89961490	89961545	89954059	89954089
2225	"ENSG00000141002.20_6"	"TCF25"	chr16	+	89960135	89960266	89960196	89960266	89958600	89958683
2226	"ENSG00000141002.20_6"	"TCF25"	chr16	+	89961445	89961545	89961490	89961545	89958600	89958683
2228	"ENSG00000141002.20_6"	"TCF25"	chr16	+	89970525	89971504	89971345	89971504	89967042	89967202
2247	"ENSG00000124444.16_6"	"ZNF576"	chr19	+	44101245	44101345	44101248	44101345	44100726	44100790
2278	"ENSG00000173272.16_6"	"MZT2A"	chr2	-	132249448	132249597	132249448	132249545	132249779	132249970
2279	"ENSG00000173272.16_6"	"MZT2A"	chr2	-	132249448	132249597	132249448	132249545	132250292	132250316
2284	"ENSG00000166261.11_6"	"ZNF202"	chr11	-	123610824	123610940	123610824	123610900	123611100	123611244
2304	"ENSG00000108654.15_7"	"DDX5"	chr17	-	62502193	62502380	62502193	62502377	62502872	62503648
2314	"ENSG00000143379.12_6"	"SETDB1"	chr1	+	150935449	150936217	150936005	150936217	150935062	150935195
2319	"ENSG00000114107.9_8"	"CEP70"	chr3	-	138290107	138290198	138290107	138290195	138291700	138291826
2333	"ENSG00000005700.15_7"	"IBTK"	chr6	-	82904195	82904359	82904195	82904312	82909857	82909970
2343	"ENSG00000251629.7_8"	"LINC02241"	chr5	+	20936927	20937802	20937667	20937802	20936259	20936821
2344	"ENSG00000224652.2_7"	"LINC00885"	chr3	+	195870776	195871248	195871047	195871248	195869685	195870280
2350	"ENSG00000103266.11_4"	"STUB1"	chr16	+	731792	732076	732019	732076	731437	731603
2358	"ENSG00000145495.16_6"	"MARCHF6"	chr5	+	10400895	10402251	10402170	10402251	10394864	10394897
2361	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249149923	249150145	249149923	249150142	249150712	249150761
2363	"ENSG00000171163.16_6"	"ZNF692"	chr1	-	249151432	249151696	249151432	249151635	249152329	249152520
2407	"ENSG00000121644.19_4"	"DESI2"	chr1	+	244855180	244855322	244855185	244855322	244849898	244849971
2408	"ENSG00000121644.19_4"	"DESI2"	chr1	+	244855180	244855322	244855185	244855322	244852550	244852644
2413	"ENSG00000131503.21_5"	"ANKHD1"	chr5	+	139916922	139917174	139916973	139917174	139907768	139909381
2428	"ENSG00000168538.16_4"	"TRAPPC11"	chr4	+	184601272	184601420	184601360	184601420	184600505	184600639
2431	"ENSG00000197993.9_8"	"KEL"	chr7	-	142639961	142640131	142639961	142640034	142640362	142640430
2432	"ENSG00000197993.9_8"	"KEL"	chr7	-	142639961	142640131	142639961	142640034	142640572	142640683
2435	"ENSG00000234127.9_9"	"TRIM26"	chr6	-	30166442	30167041	30166442	30166930	30172432	30172542
2461	"ENSG00000130429.15_10"	"ARPC1B"	chr7	+	98974960	98975078	98974980	98975078	98974066	98974197
2493	"ENSG00000018510.16_8"	"AGPS"	chr2	+	178385996	178386096	178386056	178386096	178378546	178378636
2502	"ENSG00000135740.17_7"	"SLC9A5"	chr16	+	67293475	67293564	67293500	67293564	67292220	67292350
2505	"ENSG00000265843.3_9"	"LINC01029"	chr18	-	75691450	75691593	75691450	75691585	75701774	75701870
2506	"ENSG00000265843.3_9"	"LINC01029"	chr18	-	75691450	75691593	75691450	75691585	75705652	75705679
2532	"ENSG00000137500.9_6"	"CCDC90B"	chr11	-	82984993	82985783	82984993	82985035	82991183	82991303
2533	"ENSG00000137500.9_6"	"CCDC90B"	chr11	-	82985681	82985806	82985681	82985783	82991183	82991303
2537	"ENSG00000163795.14_8"	"ZNF513"	chr2	-	27601333	27601921	27601333	27601482	27602959	27603311
2545	"ENSG00000214941.8_6"	"ZSWIM7"	chr17	-	15880892	15881227	15880892	15881014	15881357	15881477
2551	"ENSG00000133619.17_6"	"KRBA1"	chr7	+	149416623	149416763	149416636	149416763	149412101	149412157
2553	"ENSG00000145354.12_7"	"CISD2"	chr4	+	103803927	103804030	103803948	103804030	103795666	103795828
2557	"ENSG00000175354.20_7"	"PTPN2"	chr18	-	12817154	12817364	12817154	12817264	12818942	12818999
2558	"ENSG00000175354.20_7"	"PTPN2"	chr18	-	12817154	12817364	12817154	12817264	12821334	12821424
2562	"ENSG00000183258.12_8"	"DDX41"	chr5	-	176939496	176939877	176939496	176939646	176940011	176940083
2583	"ENSG00000131652.14_4"	"THOC6"	chr16	+	3076063	3076289	3076251	3076289	3075924	3075989
2586	"ENSG00000138778.13_6"	"CENPE"	chr4	-	104059507	104059609	104059507	104059606	104060945	104061236
2587	"ENSG00000138778.13_6"	"CENPE"	chr4	-	104059507	104059609	104059507	104059606	104061412	104061571
2590	"ENSG00000109332.20_8"	"UBE2D3"	chr4	-	103747641	103747793	103747641	103747776	103748583	103748723
2595	"ENSG00000177685.17_10"	"CRACR2B"	chr11	+	828229	828772	828259	828772	827577	827711
2600	"ENSG00000239672.7_7"	"NME1"	chr17	+	49238458	49238633	49238520	49238633	49233011	49233141
2607	"ENSG00000163006.12_7"	"CCDC138"	chr2	+	109408130	109408258	109408135	109408258	109404487	109404545
2625	"ENSG00000140400.17_9"	"MAN2C1"	chr15	-	75651399	75651766	75651399	75651494	75651960	75652116
2656	"ENSG00000163743.13_4"	"RCHY1"	chr4	-	76415790	76415911	76415790	76415873	76416933	76416992
2657	"ENSG00000160799.11_7"	"CCDC12"	chr3	-	47018126	47018333	47018126	47018270	47020963	47021051
2668	"ENSG00000132466.19_8"	"ANKRD17"	chr4	-	74000833	74000982	74000833	74000979	74007457	74007560
2685	"ENSG00000149636.15_6"	"DSN1"	chr20	-	35399275	35399427	35399275	35399380	35399827	35399876
2687	"ENSG00000149636.15_6"	"DSN1"	chr20	-	35399275	35399596	35399275	35399427	35399827	35399876
2690	"ENSG00000100288.20_5"	"CHKB"	chr22	-	51018155	51018259	51018155	51018231	51018618	51018700
2691	"ENSG00000113240.13_6"	"CLK4"	chr5	-	178046838	178047674	178046838	178046897	178049393	178049460
2695	"ENSG00000204220.11_4"	"PFDN6"	chr6	+	33257546	33257697	33257551	33257697	33257078	33257397
2704	"ENSG00000068366.20_7"	"ACSL4"	chrX	-	108926364	108926604	108926364	108926601	108934231	108934360
2724	"ENSG00000248538.8_7"	"AC022784.1"	chr8	+	9050919	9051542	9051467	9051542	9050569	9050599
2740	"ENSG00000148824.19_6"	"MTG1"	chr10	+	135215032	135215749	135215652	135215749	135209666	135209771
2741	"ENSG00000148824.19_6"	"MTG1"	chr10	+	135215032	135215749	135215652	135215749	135212673	135212730
2742	"ENSG00000148824.19_6"	"MTG1"	chr10	+	135215032	135215749	135215652	135215749	135213032	135213123
2744	"ENSG00000100284.21_7"	"TOM1"	chr22	+	35718991	35719170	35719020	35719170	35713869	35713954
2761	"ENSG00000090263.16_7"	"MRPS33"	chr7	-	140710218	140710460	140710218	140710417	140714350	140714479
2771	"ENSG00000156508.18_7"	"EEF1A1"	chr6	-	74227752	74228333	74227752	74227987	74228420	74228571
2772	"ENSG00000156508.18_7"	"EEF1A1"	chr6	-	74228654	74229239	74228654	74228951	74229605	74229782
2776	"ENSG00000144136.11_8"	"SLC20A1"	chr2	+	113416401	113416671	113416550	113416671	113410278	113410375
2783	"ENSG00000169727.12_6"	"GPS1"	chr17	+	80011109	80011242	80011149	80011242	80010253	80010335
2793	"ENSG00000164074.15_5"	"ABHD18"	chr4	+	128938512	128938656	128938517	128938656	128932829	128932855
2808	"ENSG00000281202.2_4"	"LINC01097"	chr4	-	13529774	13529926	13529774	13529870	13530545	13530726
2832	"ENSG00000099910.17_6"	"KLHL22"	chr22	-	20843271	20843531	20843271	20843499	20847434	20847504
2844	"ENSG00000163950.13_6"	"SLBP"	chr4	-	1701737	1701818	1701737	1701797	1713600	1713717
2847	"ENSG00000185627.18_5"	"PSMD13"	chr11	+	244040	244469	244425	244469	238997	239076
2859	"ENSG00000150593.18_6"	"PDCD4"	chr10	+	112640990	112641293	112641032	112641293	112636427	112636511
2860	"ENSG00000143303.12_7"	"RRNAD1"	chr1	+	156702072	156702265	156702157	156702265	156698751	156699007
2861	"ENSG00000143303.12_7"	"RRNAD1"	chr1	+	156702072	156702265	156702157	156702265	156701782	156701907
2864	"ENSG00000114503.11_7"	"NCBP2"	chr3	-	196664380	196664519	196664380	196664502	196666121	196666303
2870	"ENSG00000111011.18_5"	"RSRC2"	chr12	-	123003385	123003598	123003385	123003576	123005931	123005975
2873	"ENSG00000139546.11_9"	"TARBP2"	chr12	+	53897496	53897592	53897513	53897592	53894736	53894785
2874	"ENSG00000139546.11_9"	"TARBP2"	chr12	+	53895798	53895968	53895803	53895968	53895402	53895492
2875	"ENSG00000139546.11_9"	"TARBP2"	chr12	+	53895798	53895968	53895843	53895968	53895402	53895492
2876	"ENSG00000139546.11_9"	"TARBP2"	chr12	+	53895803	53895968	53895843	53895968	53895402	53895492
2877	"ENSG00000139546.11_9"	"TARBP2"	chr12	+	53897496	53897592	53897513	53897592	53895798	53895968
2888	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191287388	191287613	191287429	191287613	191248604	191248639
2890	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191287388	191287613	191287429	191287613	191277466	191277539
2891	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191287388	191287613	191287429	191287613	191277466	191277543
2892	"ENSG00000223812.8_9"	"AC073365.1"	chr3	+	191287388	191287613	191287429	191287613	191285068	191285148
2901	"ENSG00000204348.10_6"	"DXO"	chr6	-	31938119	31938255	31938119	31938155	31938382	31940029
2917	"ENSG00000161960.15_5"	"EIF4A1"	chr17	+	7481144	7481562	7481482	7481562	7480886	7481024
2925	"ENSG00000113119.12_3"	"TMCO6"	chr5	+	140022075	140022256	140022170	140022256	140021482	140021638
2926	"ENSG00000113119.12_3"	"TMCO6"	chr5	+	140022075	140022256	140022170	140022256	140021899	140022004
2952	"ENSG00000145191.15_8"	"EIF2B5"	chr3	+	183861229	183862012	183861886	183862012	183860839	183860930
2957	"ENSG00000011332.19_7"	"DPF1"	chr19	-	38713187	38713348	38713187	38713343	38714753	38714890
2962	"ENSG00000081059.20_5"	"TCF7"	chr5	+	133481891	133483920	133481914	133483920	133479282	133479331
2966	"ENSG00000012124.17_5"	"CD22"	chr19	+	35822921	35823827	35823449	35823827	35820089	35820133
2969	"ENSG00000012124.17_5"	"CD22"	chr19	+	35823449	35823827	35823496	35823827	35820089	35820133
2970	"ENSG00000012124.17_5"	"CD22"	chr19	+	35823449	35823827	35823555	35823827	35820089	35820133
2972	"ENSG00000012124.17_5"	"CD22"	chr19	+	35823449	35823827	35823455	35823827	35820114	35820133
2984	"ENSG00000165609.13_6"	"NUDT5"	chr10	-	12212715	12212907	12212715	12212769	12214763	12214865
2987	"ENSG00000234593.3_8"	"KAZN-AS1"	chr1	-	14717181	14717247	14717181	14717240	14717940	14718074
2988	"ENSG00000234593.3_8"	"KAZN-AS1"	chr1	-	14717181	14717247	14717181	14717240	14717954	14718074
3000	"ENSG00000172954.13_5"	"LCLAT1"	chr2	+	30699267	30699501	30699442	30699501	30682417	30682588
3003	"ENSG00000159685.11_6"	"CHCHD6"	chr3	+	126676258	126676394	126676267	126676394	126671867	126672027
3009	"ENSG00000132781.18_9"	"MUTYH"	chr1	-	45798434	45798996	45798434	45798506	45799084	45799233
3037	"ENSG00000131473.17_8"	"ACLY"	chr17	-	40069967	40070153	40069967	40070149	40086610	40086795
3049	"ENSG00000004455.17_5"	"AK2"	chr1	-	33473586	33479003	33473586	33476434	33480122	33480195
3050	"ENSG00000004455.17_5"	"AK2"	chr1	-	33477674	33479003	33477674	33477723	33480122	33480195
3060	"ENSG00000011009.11_4"	"LYPLA2"	chr1	+	24119041	24119250	24119146	24119250	24117710	24117740
3066	"ENSG00000077232.18_7"	"DNAJC10"	chr2	+	183604271	183605115	183605025	183605115	183595756	183595834
3068	"ENSG00000228933.8_9"	"AC107419.1"	chrX	-	27413096	27413146	27413096	27413143	27415237	27415265
3093	"ENSG00000092531.10_5"	"SNAP23"	chr15	+	42805152	42805645	42805596	42805645	42804030	42804101
3099	"ENSG00000118894.15_6"	"EEF2KMT"	chr16	-	5141794	5141939	5141794	5141896	5143484	5143565
3106	"ENSG00000115446.11_3"	"UNC50"	chr2	+	99226105	99226502	99226218	99226502	99225041	99225189
3113	"ENSG00000074935.14_5"	"TUBE1"	chr6	-	112402294	112402410	112402294	112402406	112405391	112405449
3114	"ENSG00000074935.14_5"	"TUBE1"	chr6	-	112402294	112402410	112402294	112402406	112406857	112406946
3115	"ENSG00000074935.14_5"	"TUBE1"	chr6	-	112402294	112402410	112402294	112402406	112407758	112407811
3118	"ENSG00000168724.17_8"	"DNAJC21"	chr5	+	34945826	34945908	34945865	34945908	34941200	34941288
3122	"ENSG00000187147.18_6"	"RNF220"	chr1	+	45115554	45117395	45116375	45117395	45115332	45115441
3131	"ENSG00000174748.22_9"	"RPL15"	chr3	+	23959327	23959522	23959340	23959522	23958622	23958730
3132	"ENSG00000174748.22_9"	"RPL15"	chr3	+	23959327	23959522	23959437	23959522	23958622	23958730
3133	"ENSG00000174748.22_9"	"RPL15"	chr3	+	23959340	23959522	23959437	23959522	23958622	23958730
3136	"ENSG00000236548.2_8"	"RNF217-AS1"	chr6	-	125262535	125262750	125262535	125262670	125266444	125266585
3140	"ENSG00000171045.16_9"	"TSNARE1"	chr8	-	143381846	143382008	143381846	143382005	143412261	143412331
3145	"ENSG00000185324.22_6"	"CDK10"	chr16	+	89759681	89760640	89760580	89760640	89758856	89758924
3149	"ENSG00000144847.13_8"	"IGSF11"	chr3	-	118623494	118623645	118623494	118623561	118624514	118624565
3153	"ENSG00000180902.18_7"	"D2HGDH"	chr2	+	242694459	242695429	242695263	242695429	242694045	242694161
3160	"ENSG00000166508.18_5"	"MCM7"	chr7	-	99696645	99697026	99696645	99696826	99697211	99697376
3163	"ENSG00000143569.19_8"	"UBAP2L"	chr1	+	154229538	154229734	154229546	154229734	154228158	154228231
3164	"ENSG00000143569.19_8"	"UBAP2L"	chr1	+	154231351	154231506	154231452	154231506	154229820	154229941
3168	"ENSG00000125319.14_3"	"HROB"	chr17	+	42231920	42232032	42231923	42232032	42225225	42226395
3176	"ENSG00000163931.16_5"	"TKT"	chr3	-	53268998	53269190	53268998	53269080	53271812	53271937
3181	"ENSG00000106459.15_6"	"NRF1"	chr7	+	129297182	129297414	129297185	129297414	129281565	129281663
3186	"ENSG00000180776.15_7"	"ZDHHC20"	chr13	-	21955572	21955688	21955572	21955685	21956039	21956133
3189	"ENSG00000145819.18_8"	"ARHGAP26"	chr5	+	142586762	142587038	142586947	142587038	142552523	142552597
3190	"ENSG00000144395.18_5"	"CCDC150"	chr2	+	197593916	197594585	197594516	197594585	197590696	197590823
3208	"ENSG00000138074.15_10"	"SLC5A6"	chr2	-	27425680	27426213	27425680	27425748	27426646	27426735
3209	"ENSG00000135473.15_6"	"PAN2"	chr12	-	56712871	56713271	56712871	56712965	56713404	56713548
3227	"ENSG00000177728.17_8"	"TMEM94"	chr17	+	73481951	73482507	73482370	73482507	73481508	73481628
3246	"ENSG00000143353.12_4"	"LYPLAL1"	chr1	+	219366423	219366593	219366471	219366593	219352741	219352768
3247	"ENSG00000143353.12_4"	"LYPLAL1"	chr1	+	219383856	219383989	219383873	219383989	219366471	219366593
3254	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49137193	49137524	49137193	49137286	49137622	49137731
3260	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49141295	49141531	49141295	49141405	49141805	49141904
3263	"ENSG00000185250.16_8"	"PPIL6"	chr6	-	109748049	109748197	109748049	109748155	109748296	109748359
3270	"ENSG00000157870.17_6"	"PRXL2B"	chr1	+	2520360	2520479	2520395	2520479	2519988	2520064
3271	"ENSG00000157870.17_6"	"PRXL2B"	chr1	+	2520392	2520479	2520395	2520479	2519988	2520064
3274	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75042066	75044301	75044162	75044301	75040937	75041042
3275	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75045258	75045469	75045380	75045469	75044869	75045048
3276	"ENSG00000089682.16_7"	"RBM41"	chrX	-	106312484	106313655	106312484	106312632	106331665	106332069
3293	"ENSG00000131844.16_4"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70936829	70936902
3294	"ENSG00000131844.16_4"	"MCCC2"	chr5	+	70939597	70939722	70939645	70939722	70936829	70936910
3297	"ENSG00000004059.11_6"	"ARF5"	chr7	+	127229538	127230191	127230119	127230191	127229136	127229217
3304	"ENSG00000143498.18_5"	"TAF1A"	chr1	-	222753100	222753232	222753100	222753214	222761784	222761907
3309	"ENSG00000062485.19_9"	"CS"	chr12	-	56680378	56680429	56680378	56680404	56693709	56693807
3310	"ENSG00000078043.16_9"	"PIAS2"	chr18	-	44483489	44483598	44483489	44483596	44486189	44486278
3315	"ENSG00000132196.15_6"	"HSD17B7"	chr1	+	162767617	162769727	162769532	162769727	162766374	162766467
3336	"ENSG00000077157.22_8"	"PPP1R12B"	chr1	+	202536905	202536959	202536908	202536959	202533570	202533675
3340	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202126866	202126951	202126866	202126948	202128408	202128582
3344	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202127245	202127448	202127245	202127429	202129672	202129736
3348	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202128408	202128582	202128408	202128578	202129672	202130709
3349	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202128408	202128582	202128408	202128469	202130514	202130716
3351	"ENSG00000132716.19_7"	"DCAF8"	chr1	-	160231074	160231140	160231074	160231115	160231906	160232241
3352	"ENSG00000132716.19_7"	"DCAF8"	chr1	-	160231074	160231148	160231074	160231115	160231906	160232241
3353	"ENSG00000132716.19_7"	"DCAF8"	chr1	-	160231074	160231148	160231074	160231140	160231906	160232241
3377	"ENSG00000128534.8_5"	"LSM8"	chr7	+	117825700	117825748	117825707	117825748	117824217	117824308
3387	"ENSG00000000971.16_4"	"CFH"	chr1	+	196709748	196711181	196711004	196711181	196706604	196706790
3398	"ENSG00000240303.8_6"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297725	132322072	132322171
3406	"ENSG00000161677.12_5"	"JOSD2"	chr19	-	51013542	51013705	51013542	51013702	51014331	51014416
3407	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33385257	33385593	33385257	33385472	33385863	33386094
3408	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1837677	1837832	1832932	1833037
3436	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190611385	190612057	190611385	190611894	190617378	190617450
3438	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220364677	220364737	220364682	220364737	220363636	220363693
3439	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220364842	220364940	220364899	220364940	220364682	220364737
3442	"ENSG00000243943.10_5"	"ZNF512"	chr2	+	27820933	27821121	27820936	27821121	27805835	27806009
3451	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201721613	201722607	201721613	201721708	201722695	201722812
3453	"ENSG00000168028.14_5"	"RPSA"	chr3	+	39449093	39449277	39449111	39449277	39448253	39448573
3465	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581217	155581394	155581339	155581394	155581006	155581146
3466	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581479	155581618	155581530	155581618	155581339	155581394
3470	"ENSG00000116001.17_7"	"TIA1"	chr2	-	70454866	70454954	70454866	70454923	70455475	70455594
3473	"ENSG00000121892.15_6"	"PDS5A"	chr4	-	39868480	39868635	39868480	39868617	39871013	39871082
3475	"ENSG00000185278.15_5"	"ZBTB37"	chr1	+	173839334	173840286	173839337	173840286	173837531	173837543
3484	"ENSG00000176834.14_6"	"VSIG10"	chr12	-	118564285	118564475	118564285	118564468	118573443	118573547
3488	"ENSG00000178795.9_3"	"GDPD4"	chr11	-	76996129	76996232	76996129	76996228	76998133	76998465
3489	"ENSG00000116221.15_3"	"MRPL37"	chr1	+	54675618	54675804	54675620	54675804	54665839	54666262
3490	"ENSG00000116221.15_3"	"MRPL37"	chr1	+	54675618	54675804	54675620	54675804	54670967	54671083
3516	"ENSG00000197858.11_4"	"GPAA1"	chr8	+	145140191	145140646	145140475	145140646	145139945	145140041
3518	"ENSG00000143774.16_4"	"GUK1"	chr1	+	228333192	228333325	228333211	228333325	228328949	228328989
3539	"ENSG00000085491.17_6"	"SLC25A24"	chr1	-	108697604	108697757	108697604	108697706	108699322	108699507
3543	"ENSG00000143409.15_8"	"MINDY1"	chr1	-	150974640	150975182	150974640	150974646	150978787	150979347
3545	"ENSG00000163864.17_7"	"NMNAT3"	chr3	-	139346457	139346606	139346457	139346603	139356804	139356904
3550	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183905184	183905549	183905451	183905549	183904583	183904663
3551	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183905451	183905771	183905648	183905771	183904583	183904663
3552	"ENSG00000161204.11_4"	"ABCF3"	chr3	+	183907175	183907545	183907344	183907545	183907042	183907065
3563	"ENSG00000168758.11_6"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97534152	97534325
3564	"ENSG00000168758.11_6"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97535612	97535817
3565	"ENSG00000168758.11_6"	"SEMA4C"	chr2	-	97533514	97533663	97533514	97533660	97536114	97536494
3574	"ENSG00000225241.3"	"RP11-640M9.2"	chr1	+	144595834	144595952	144595853	144595952	144594388	144594483
3589	"ENSG00000158796.17_7"	"DEDD"	chr1	-	161100604	161100637	161100604	161100633	161102180	161102266
3595	"ENSG00000198908.12_5"	"BHLHB9"	chrX	+	102002744	102002839	102002760	102002839	101975884	101975955
3597	"ENSG00000162729.14_7"	"IGSF8"	chr1	-	160064658	160065122	160064658	160065036	160068198	160068479
3606	"ENSG00000214114.9_6"	"MYCBP"	chr1	-	39332551	39332681	39332551	39332671	39338689	39338762
3610	"ENSG00000127314.18_6"	"RAP1B"	chr12	+	69042478	69042561	69042485	69042561	69004708	69004836
3627	"ENSG00000227057.10_6"	"WDR46"	chr6	-	33256580	33256790	33256580	33256664	33256878	33257024
3630	"ENSG00000168259.17_8"	"DNAJC7"	chr17	-	40135580	40135654	40135580	40135635	40140749	40140914
3638	"ENSG00000168781.22_7"	"PPIP5K1"	chr15	-	43876555	43876819	43876555	43876730	43876996	43877090
3639	"ENSG00000168781.22_7"	"PPIP5K1"	chr15	-	43876555	43876819	43876555	43876787	43876996	43877090
3647	"ENSG00000116251.11_7"	"RPL22"	chr1	-	6260548	6260810	6260548	6260787	6268740	6268799
3650	"ENSG00000163479.14_7"	"SSR2"	chr1	-	155984751	155984864	155984751	155984860	155987922	155988159
3663	"ENSG00000160752.14_3"	"FDPS"	chr1	+	155279833	155279996	155279854	155279996	155279579	155279756
3701	"ENSG00000196118.12_8"	"CCDC189"	chr16	-	30771604	30771989	30771604	30771774	30772518	30772550
3705	"ENSG00000160710.17_9"	"ADAR"	chr1	-	154560600	154561149	154560600	154560734	154561844	154561938
3708	"ENSG00000233058.2_7"	"LINC00884"	chr3	+	194208582	194209455	194209327	194209455	194207874	194207901
3713	"ENSG00000175110.11_6"	"MRPS22"	chr3	+	139065719	139065886	139065722	139065886	139063406	139063560
3715	"ENSG00000143543.15_6"	"JTB"	chr1	-	153949168	153949489	153949168	153949251	153949645	153949865
3716	"ENSG00000143543.15_6"	"JTB"	chr1	-	153949168	153949398	153949168	153949251	153949814	153949870
3721	"ENSG00000145916.19_7"	"RMND5B"	chr5	+	177569583	177569729	177569633	177569729	177565108	177565397
3722	"ENSG00000001084.13_10"	"GCLC"	chr6	-	53379236	53379330	53379236	53379295	53380906	53381038
3730	"ENSG00000125676.20_6"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122753943	122754056
3731	"ENSG00000125676.20_6"	"THOC2"	chrX	-	122753251	122753368	122753251	122753287	122754038	122754521
3753	"ENSG00000213930.12_6"	"GALT"	chr9	+	34647653	34647958	34647828	34647958	34647488	34647564
3757	"ENSG00000213930.12_6"	"GALT"	chr9	+	34648330	34648891	34648758	34648891	34648111	34648168
3760	"ENSG00000143627.19_8"	"PKLR"	chr1	-	155269888	155270071	155269888	155270000	155271086	155271229
3785	"ENSG00000177000.13_8"	"MTHFR"	chr1	-	11854785	11855405	11854785	11854920	11856262	11856456
3787	"ENSG00000177000.13_8"	"MTHFR"	chr1	-	11862937	11863186	11862937	11863183	11865403	11865993
3790	"ENSG00000170004.17_8"	"CHD3"	chr17	+	7811208	7811337	7811211	7811337	7810670	7810806
3794	"ENSG00000188610.8"	"FAM72B"	chr1	+	120839853	120839985	120839969	120839985	120839006	120839248
3795	"ENSG00000188610.8"	"FAM72B"	chr1	+	120839853	120839985	120839969	120839985	120839030	120839342
3804	"ENSG00000173402.12_8"	"DAG1"	chr3	+	49524660	49524848	49524686	49524848	49514281	49514338
3807	"ENSG00000106638.17_7"	"TBL2"	chr7	-	72988712	72989134	72988712	72988843	72990870	72991078
3808	"ENSG00000106638.17_7"	"TBL2"	chr7	-	72988712	72989134	72988712	72988843	72992302	72992677
3821	"ENSG00000143398.20_6"	"PIP5K1A"	chr1	+	151196720	151196755	151196723	151196755	151170424	151170593
3823	"ENSG00000143458.12_4"	"GABPB2"	chr1	+	151060633	151060773	151060665	151060773	151045514	151045633
3828	"ENSG00000137216.19_5"	"TMEM63B"	chr6	+	44102156	44102480	44102297	44102480	44095456	44095603
3836	"ENSG00000041988.15_6"	"THAP3"	chr1	+	6690347	6690413	6690350	6690413	6689702	6689784
3863	"ENSG00000172432.19_7"	"GTPBP2"	chr6	-	43592624	43593297	43592624	43592799	43593492	43593601
3866	"ENSG00000095397.16_8"	"WHRN"	chr9	-	117187267	117188693	117187267	117187304	117228546	117228672
3867	"ENSG00000095397.16_8"	"WHRN"	chr9	-	117187267	117188693	117187267	117187304	117240832	117241051
3874	"ENSG00000159214.13_5"	"CCDC24"	chr1	+	44459475	44459636	44459511	44459636	44458194	44458311
3875	"ENSG00000159214.13_5"	"CCDC24"	chr1	+	44459475	44459636	44459558	44459636	44458194	44458311
3876	"ENSG00000159214.13_5"	"CCDC24"	chr1	+	44459475	44459636	44459561	44459636	44458194	44458311
