ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
2077	"ENSG00000172053.18_5"	"QARS1"	chr3	-	49141756	49141904	49141805	49141904	49141295	49141531
2091	"ENSG00000089682.16_7"	"RBM41"	chrX	-	106331665	106332069	106331964	106332069	106312484	106313655
2093	"ENSG00000115073.8_5"	"ACTR1B"	chr2	-	98274889	98275466	98275341	98275466	98274686	98274779
2098	"ENSG00000131844.16_4"	"MCCC2"	chr5	+	70936829	70936910	70936829	70936902	70939597	70939722
2099	"ENSG00000131844.16_4"	"MCCC2"	chr5	+	70936829	70936910	70936829	70936902	70939645	70939722
2103	"ENSG00000228409.6_3"	"CCT6P1"	chr7	+	65217150	65217297	65217150	65217189	65219513	65219648
2125	"ENSG00000155508.13_6"	"CNOT8"	chr5	+	154238198	154238376	154238198	154238361	154244751	154244945
2129	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202117681	202117827	202117708	202117827	202116142	202117594
2130	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202117681	202117827	202117708	202117827	202117340	202117588
2131	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202129672	202130709	202130514	202130709	202127245	202127429
2132	"ENSG00000143851.15_9"	"PTPN7"	chr1	-	202129672	202130709	202130514	202130709	202128408	202128578
2134	"ENSG00000159176.14_6"	"CSRP1"	chr1	-	201457982	201458112	201458000	201458112	201454410	201454504
2146	"ENSG00000047849.21_9"	"MAP4"	chr3	-	47912302	47912595	47912347	47912595	47898920	47899002
2148	"ENSG00000251209.9_7"	"LINC00923"	chr15	-	98119700	98119824	98119737	98119824	98115414	98115848
2149	"ENSG00000122861.16_5"	"PLAU"	chr10	+	75671282	75671683	75671282	75671370	75671798	75671826
2163	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384873	33385087	33385027	33385087	33384696	33384746
2166	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836956	1837941	1838052
2173	"ENSG00000157985.19_6"	"AGAP1"	chr2	+	236626200	236626288	236626200	236626277	236627024	236627036
2174	"ENSG00000113971.20_6"	"NPHP3"	chr3	-	132403397	132405231	132405103	132405231	132402242	132402368
2177	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190626145	190626386	190626372	190626386	190619898	190620286
2180	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220363622	220363976	220363622	220363660	220364842	220364940
2181	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370701	220370794
2192	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43898659	43900156	43898659	43898861	43900870	43901000
2198	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581146	155581006	155581082	155581217	155581394
2200	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581146	155581006	155581082	155581530	155581618
2223	"ENSG00000116691.11_4"	"MIIP"	chr1	+	12089279	12089951	12089279	12089338	12090084	12090181
2232	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10821098	10821895	10821636	10821895	10820759	10820971
2234	"ENSG00000110321.18_10"	"EIF4G2"	chr11	-	10825833	10826562	10826459	10826562	10825683	10825750
2240	"ENSG00000137309.20_4"	"HMGA1"	chr6	+	34208513	34208692	34208513	34208659	34211244	34211295
2255	"ENSG00000151092.17_8"	"NGLY1"	chr3	-	25777799	25778946	25778824	25778946	25775362	25775473
2256	"ENSG00000151092.17_8"	"NGLY1"	chr3	-	25777799	25778946	25778824	25778946	25777494	25777640
2258	"ENSG00000091127.14_5"	"PUS7"	chr7	-	105111134	105111295	105111207	105111295	105105759	105105861
2270	"ENSG00000173230.15_9"	"GOLGB1"	chr3	-	121388043	121388202	121388058	121388202	121387160	121387355
2273	"ENSG00000110514.19_6"	"MADD"	chr11	+	47306491	47306745	47306491	47306616	47307983	47308085
2274	"ENSG00000110514.19_6"	"MADD"	chr11	+	47306491	47306745	47306491	47306616	47310941	47311044
2281	"ENSG00000198908.12_5"	"BHLHB9"	chrX	+	101975884	101976019	101975884	101975955	102002760	102002839
2288	"ENSG00000118412.12_6"	"CASP8AP2"	chr6	+	90539618	90539825	90539618	90539786	90562884	90562953
2305	"ENSG00000168259.17_8"	"DNAJC7"	chr17	-	40139836	40140914	40140749	40140914	40135580	40135654
2327	"ENSG00000163479.14_7"	"SSR2"	chr1	-	155987922	155988159	155988060	155988159	155984751	155984864
2330	"ENSG00000160753.16_5"	"RUSC1"	chr1	+	155294892	155295281	155294892	155294969	155295357	155295463
2355	"ENSG00000175110.11_6"	"MRPS22"	chr3	+	139069020	139069902	139069020	139069164	139071488	139071634
2356	"ENSG00000143543.15_6"	"JTB"	chr1	-	153949168	153949489	153949451	153949489	153948301	153948381
2361	"ENSG00000145916.19_7"	"RMND5B"	chr5	+	177565108	177565397	177565108	177565259	177569633	177569729
2365	"ENSG00000143486.16_8"	"EIF2D"	chr1	-	206781588	206781679	206781632	206781679	206773616	206773662
2380	"ENSG00000213930.12_6"	"GALT"	chr9	+	34647488	34647702	34647488	34647564	34647828	34647958
2383	"ENSG00000213930.12_6"	"GALT"	chr9	+	34648758	34649078	34648758	34648891	34649406	34649561
2390	"ENSG00000155256.17_5"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99502850	99502921
2391	"ENSG00000155256.17_5"	"ZFYVE27"	chr10	+	99498233	99498431	99498233	99498406	99504485	99504672
2394	"ENSG00000114650.20_8"	"SCAP"	chr3	-	47476414	47476627	47476497	47476627	47465422	47465535
2395	"ENSG00000114650.20_8"	"SCAP"	chr3	-	47476414	47476627	47476497	47476627	47467486	47467659
2400	"ENSG00000173402.12_8"	"DAG1"	chr3	+	49514281	49514338	49514281	49514333	49524660	49524848
2416	"ENSG00000143382.15_5"	"ADAMTSL4"	chr1	+	150522297	150522752	150522297	150522371	150524680	150524784
2429	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130941351	130941694	130941651	130941694	130932298	130932314
2430	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130940987	130941694	130941351	130941694	130939844	130940042
2431	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130940987	130941694	130941351	130941694	130940647	130940769
2434	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130941267	130941694	130941651	130941694	130940987	130941183
2436	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130941351	130941694	130941651	130941694	130940987	130941183
2437	"ENSG00000148337.21_8"	"CIZ1"	chr9	-	130941522	130941694	130941651	130941694	130940987	130941183
2447	"ENSG00000172432.19_7"	"GTPBP2"	chr6	-	43589458	43589527	43589497	43589527	43588226	43589253
2454	"ENSG00000049656.14_5"	"CLPTM1L"	chr5	-	1324877	1325931	1325865	1325931	1323901	1323984
2455	"ENSG00000049656.14_5"	"CLPTM1L"	chr5	-	1331913	1331998	1331917	1331998	1325865	1325931
2466	"ENSG00000283580.3_6"	"AC098484.3"	chr1	+	43232976	43233295	43232976	43233061	43239216	43239320
2467	"ENSG00000283580.3_6"	"AC098484.3"	chr1	+	43232976	43233295	43232976	43233061	43240407	43240539
2477	"ENSG00000164068.16_4"	"RNF123"	chr3	+	49737100	49737997	49737100	49737205	49738068	49738142
2478	"ENSG00000164068.16_4"	"RNF123"	chr3	+	49742082	49742619	49742082	49742189	49742966	49743112
2480	"ENSG00000164068.16_4"	"RNF123"	chr3	+	49742966	49743498	49742966	49743112	49744223	49744331
2493	"ENSG00000268606.5_6"	"MAGEA2"	chrX	-	151922136	151922408	151922311	151922408	151921836	151921915
2494	"ENSG00000063177.13_7"	"RPL18"	chr19	-	49119335	49120680	49120572	49120680	49119133	49119203
2508	"ENSG00000169241.19_5"	"SLC50A1"	chr1	+	155108774	155108872	155108774	155108852	155110036	155110198
2510	"ENSG00000010165.20_5"	"EEF1AKNMT"	chr1	+	171752879	171753639	171752879	171753179	171755026	171755220
2523	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62620282	62621062	62621023	62621062	62619459	62620153
2524	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621272	62623309	62622895	62623309	62620282	62621062
2525	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62621990	62622410	62622359	62622410	62621489	62621536
2526	"ENSG00000255717.7_5"	"SNHG1"	chr11	-	62622359	62623357	62622895	62623357	62621990	62622023
2545	"ENSG00000127837.9_4"	"AAMP"	chr2	-	219130301	219130669	219130553	219130669	219130093	219130184
2546	"ENSG00000181991.16_4"	"MRPS11"	chr15	+	89011138	89012376	89011138	89011255	89015585	89015851
2559	"ENSG00000215883.10_7"	"CYB5RL"	chr1	-	54656410	54656569	54656420	54656569	54649833	54649938
2563	"ENSG00000143575.15_8"	"HAX1"	chr1	+	154245811	154246074	154245811	154246010	154247425	154247477
2564	"ENSG00000143575.15_8"	"HAX1"	chr1	+	154245811	154246437	154245811	154246010	154247425	154247477
2565	"ENSG00000143575.15_8"	"HAX1"	chr1	+	154245811	154246437	154245811	154246074	154247425	154247477
2566	"ENSG00000143575.15_8"	"HAX1"	chr1	+	154247425	154247736	154247425	154247477	154247868	154247959
2570	"ENSG00000106327.13_6"	"TFR2"	chr7	-	100224886	100225284	100225199	100225284	100224385	100224526
2571	"ENSG00000106327.13_6"	"TFR2"	chr7	-	100225695	100225929	100225846	100225929	100225529	100225597
2572	"ENSG00000103168.16_9"	"TAF1C"	chr16	-	84215351	84215664	84215547	84215664	84214933	84215069
2575	"ENSG00000163378.14_7"	"EOGT"	chr3	-	69037656	69038168	69038075	69038168	69037445	69037532
2580	"ENSG00000158669.11_8"	"GPAT4"	chr8	+	41455810	41456823	41455810	41455995	41466934	41467004
2592	"ENSG00000003509.16_5"	"NDUFAF7"	chr2	+	37468720	37468934	37468720	37468780	37471005	37471116
2598	"ENSG00000116906.13_6"	"GNPAT"	chr1	+	231403425	231403657	231403425	231403649	231405608	231405802
2599	"ENSG00000116906.13_6"	"GNPAT"	chr1	+	231403425	231403657	231403425	231403649	231406503	231406746
2614	"ENSG00000061273.18_6"	"HDAC7"	chr12	-	48177861	48179254	48179169	48179254	48176508	48177669
2618	"ENSG00000180198.16_6"	"RCC1"	chr1	+	28835341	28835417	28835341	28835413	28856369	28856451
2631	"ENSG00000117481.10_4"	"NSUN4"	chr1	+	46810472	46810816	46810472	46810634	46818539	46818700
2640	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33116002	33116126	33116033	33116126	33093108	33093145
2641	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33100302	33100393	33100368	33100393	33093172	33093466
2643	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33116002	33116126	33116033	33116126	33099551	33099673
2644	"ENSG00000176261.15_7"	"ZBTB8OS"	chr1	-	33100302	33100393	33100368	33100393	33099551	33099711
2646	"ENSG00000115762.16_4"	"PLEKHB2"	chr2	+	131890474	131890588	131890474	131890564	131897742	131897848
2659	"ENSG00000248932.6_9"	"AC046134.2"	chr3	+	139108717	139109271	139108717	139109089	139138398	139138522
2662	"ENSG00000153406.13_4"	"NMRAL1"	chr16	-	4513642	4513851	4513660	4513851	4513420	4513513
2666	"ENSG00000125744.12_6"	"RTN2"	chr19	-	45997375	45997678	45997423	45997678	45996417	45996636
2675	"ENSG00000006042.12_6"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31260191	31260323
2681	"ENSG00000177058.12_7"	"SLC38A9"	chr5	-	55007179	55007327	55007279	55007327	55000149	55000262
2687	"ENSG00000122218.16_7"	"COPA"	chr1	-	160302237	160303469	160303392	160303469	160295332	160295442
2689	"ENSG00000159459.12_6"	"UBR1"	chr15	-	43317571	43318861	43318758	43318861	43317026	43317181
2700	"ENSG00000178802.18_6"	"MPI"	chr15	+	75182382	75182542	75182382	75182430	75183719	75183920
2705	"ENSG00000119314.15_6"	"PTBP3"	chr9	-	115060111	115060196	115060120	115060196	115030328	115030475
2707	"ENSG00000271723.5_3"	"MROH7-TTC4"	chr1	+	55197158	55197373	55197158	55197222	55199301	55199383
2708	"ENSG00000271723.5_3"	"MROH7-TTC4"	chr1	+	55197158	55197373	55197158	55197222	55203254	55203337
2711	"ENSG00000138050.15_5"	"THUMPD2"	chr2	-	39998644	39998780	39998654	39998780	39995563	39995641
2712	"ENSG00000138050.15_5"	"THUMPD2"	chr2	-	39998644	39998780	39998654	39998780	39996040	39996233
2719	"ENSG00000150433.9_7"	"TMEM218"	chr11	-	124972532	124972705	124972629	124972705	124971096	124971152
2720	"ENSG00000150433.9_7"	"TMEM218"	chr11	-	124972532	124972705	124972629	124972705	124971096	124971199
2728	"ENSG00000135338.14_7"	"LCA5"	chr6	-	80246832	80247147	80246881	80247147	80228421	80228802
2730	"ENSG00000090539.15_5"	"CHRD"	chr3	+	184103833	184104543	184103833	184103947	184104632	184104726
2734	"ENSG00000055950.16_5"	"MRPL43"	chr10	-	102746443	102746732	102746505	102746732	102743511	102743574
2765	"ENSG00000163050.17_6"	"COQ8A"	chr1	+	227170594	227171936	227170594	227170735	227172248	227172356
2778	"ENSG00000115286.20_5"	"NDUFS7"	chr19	+	1388523	1388937	1388523	1388592	1390869	1391049
2783	"ENSG00000089327.15_6"	"FXYD5"	chr19	+	35645655	35645772	35645655	35645712	35646435	35646514
2784	"ENSG00000089327.15_6"	"FXYD5"	chr19	+	35645655	35645772	35645655	35645712	35648323	35648404
2787	"ENSG00000089327.15_6"	"FXYD5"	chr19	+	35657044	35657228	35657044	35657074	35660468	35660783
2802	"ENSG00000247498.10_8"	"GPRC5D-AS1"	chr12	+	13119692	13119831	13119692	13119791	13132364	13132556
2803	"ENSG00000247498.10_8"	"GPRC5D-AS1"	chr12	+	13119692	13119831	13119692	13119791	13132457	13132556
2821	"ENSG00000214432.9_8"	"VPS33B-DT"	chr15	+	91566542	91567201	91566542	91566824	91573110	91573471
2833	"ENSG00000164398.15_9"	"ACSL6"	chr5	-	131329723	131329944	131329828	131329944	131327437	131327506
2854	"ENSG00000178821.13_6"	"TMEM52"	chr1	-	1850331	1850527	1850483	1850527	1849691	1849870
2860	"ENSG00000160058.18_4"	"BSDC1"	chr1	-	32844324	32844440	32844363	32844440	32843827	32843884
2868	"ENSG00000284668.2_6"	"LINC02780"	chr1	+	4036941	4037217	4036941	4037162	4055844	4055890
2869	"ENSG00000284668.2_6"	"LINC02780"	chr1	+	4036941	4037217	4036941	4037162	4056866	4056992
2870	"ENSG00000284668.2_6"	"LINC02780"	chr1	+	4036941	4037217	4036941	4037162	4072290	4072764
2892	"ENSG00000166986.15_7"	"MARS1"	chr12	+	57883049	57883341	57883049	57883128	57883678	57883754
2893	"ENSG00000166986.15_7"	"MARS1"	chr12	+	57905790	57906136	57905790	57905886	57906533	57906747
2895	"ENSG00000166986.15_7"	"MARS1"	chr12	+	57909702	57910120	57909702	57909774	57910217	57910438
2897	"ENSG00000215146.5_7"	"BX322639.1"	chr10	-	42835948	42836004	42835963	42836004	42834833	42834931
2899	"ENSG00000065183.16_4"	"WDR3"	chr1	+	118475910	118476113	118475910	118476012	118476252	118476363
2900	"ENSG00000065183.16_4"	"WDR3"	chr1	+	118475910	118476113	118475910	118476012	118477095	118477305
2901	"ENSG00000162521.19_7"	"RBBP4"	chr1	+	33134572	33134733	33134572	33134703	33134831	33134958
2911	"ENSG00000137802.14_6"	"MAPKBP1"	chr15	+	42104713	42105979	42104713	42105299	42106747	42106937
2912	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39142278	39142593	39142506	39142593	39141795	39141945
2914	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39142278	39142593	39142506	39142593	39141795	39141994
2915	"ENSG00000114745.13_4"	"GORASP1"	chr3	-	39144168	39144372	39144183	39144372	39142513	39142593
2922	"ENSG00000116350.17_9"	"SRSF4"	chr1	-	29485885	29487029	29486886	29487029	29481207	29481422
2931	"ENSG00000142731.11_5"	"PLK4"	chr4	+	128813519	128813669	128813519	128813553	128814439	128814573
2932	"ENSG00000142731.11_5"	"PLK4"	chr4	+	128813519	128813669	128813519	128813553	128814667	128814759
2947	"ENSG00000121895.8_7"	"TMEM156"	chr4	-	39000242	39000529	39000259	39000529	38995357	38995618
2964	"ENSG00000124784.9_4"	"RIOK1"	chr6	+	7402835	7403130	7402835	7402948	7404173	7404260
2967	"ENSG00000186141.9_5"	"POLR3C"	chr1	-	145608403	145608659	145608620	145608659	145608107	145608293
2972	"ENSG00000109736.15_6"	"MFSD10"	chr4	-	2934326	2934936	2934832	2934936	2934077	2934239
2981	"ENSG00000054277.14_6"	"OPN3"	chr1	-	241767561	241767881	241767721	241767881	241763681	241763955
2982	"ENSG00000149100.13_5"	"EIF3M"	chr11	+	32615411	32616559	32615411	32615495	32617511	32617593
2992	"ENSG00000109180.14_7"	"OCIAD1"	chr4	+	48853822	48854037	48853822	48853992	48859229	48859382
3002	"ENSG00000142687.18_6"	"KIAA0319L"	chr1	-	35909761	35909904	35909765	35909904	35908506	35908629
3003	"ENSG00000142687.18_6"	"KIAA0319L"	chr1	-	35909761	35909904	35909765	35909904	35908862	35908936
3006	"ENSG00000156983.16_7"	"BRPF1"	chr3	+	9783708	9783855	9783708	9783837	9784035	9784225
3009	"ENSG00000156983.16_7"	"BRPF1"	chr3	+	9784627	9785155	9784627	9784937	9785264	9785585
3010	"ENSG00000156983.16_7"	"BRPF1"	chr3	+	9787256	9787614	9787256	9787393	9787983	9788138
3038	"ENSG00000243323.7_4"	"PTPRVP"	chr1	+	202146647	202147066	202146647	202146911	202147238	202147520
3039	"ENSG00000243323.7_4"	"PTPRVP"	chr1	+	202153809	202153952	202153809	202153907	202154648	202154794
3040	"ENSG00000123219.13_8"	"CENPK"	chr5	-	64857289	64857391	64857323	64857391	64848319	64848376
3044	"ENSG00000135451.13_7"	"TROAP"	chr12	+	49717627	49717820	49717627	49717729	49717937	49718175
3047	"ENSG00000135451.13_7"	"TROAP"	chr12	+	49723927	49724726	49723927	49724356	49724996	49725190
3050	"ENSG00000125637.16_7"	"PSD4"	chr2	+	113942941	113943832	113942941	113943017	113950624	113950705
3054	"ENSG00000142657.21_5"	"PGD"	chr1	+	10464217	10464336	10464217	10464333	10468127	10468197
3073	"ENSG00000173559.14_6"	"NABP1"	chr2	+	192548955	192549022	192548955	192549004	192549602	192549802
3082	"ENSG00000141428.17_6"	"C18orf21"	chr18	+	33552587	33552803	33552587	33552768	33554858	33555058
3095	"ENSG00000127914.17_10"	"AKAP9"	chr7	+	91699343	91699520	91699343	91699496	91706168	91706321
3097	"ENSG00000163848.19_5"	"ZNF148"	chr3	-	125042152	125042288	125042231	125042288	125033780	125033897
3099	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29465336	29465434	29455718	29455820
3100	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29465336	29465434	29458122	29458243
3101	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29465336	29465434	29458122	29458347
3102	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29465336	29465434	29461432	29461597
3118	"ENSG00000113810.16_6"	"SMC4"	chr3	+	160117437	160117537	160117437	160117485	160119777	160119881
3120	"ENSG00000113810.16_6"	"SMC4"	chr3	+	160117437	160117537	160117437	160117485	160122115	160122292
3122	"ENSG00000113810.16_6"	"SMC4"	chr3	+	160129707	160129872	160129707	160129765	160130317	160130640
3123	"ENSG00000113810.16_6"	"SMC4"	chr3	+	160129707	160129872	160129707	160129765	160131260	160131401
3141	"ENSG00000130414.12_8"	"NDUFA10"	chr2	-	240957940	240958056	240957969	240958056	240957231	240957322
3151	"ENSG00000126088.14_6"	"UROD"	chr1	+	45478807	45479026	45478807	45478887	45479246	45479463
3153	"ENSG00000126088.14_6"	"UROD"	chr1	+	45478807	45479026	45478807	45478887	45479580	45479742
3158	"ENSG00000040487.13_6"	"SLC66A1"	chr1	+	19638819	19639383	19638819	19638852	19644093	19644335
3160	"ENSG00000077152.11_7"	"UBE2T"	chr1	-	202304116	202304946	202304773	202304946	202302577	202302683
3161	"ENSG00000077152.11_7"	"UBE2T"	chr1	-	202304769	202304946	202304773	202304946	202302577	202302683
3172	"ENSG00000058673.16_7"	"ZC3H11A"	chr1	+	203764781	203764922	203764781	203764903	203772084	203772144
3173	"ENSG00000058673.16_7"	"ZC3H11A"	chr1	+	203764781	203764922	203764781	203764903	203786053	203786252
3174	"ENSG00000058673.16_7"	"ZC3H11A"	chr1	+	203770702	203772144	203770702	203770756	203786053	203786252
3175	"ENSG00000159131.17_7"	"GART"	chr21	-	34900820	34900910	34900824	34900910	34897075	34897307
3181	"ENSG00000069702.11_7"	"TGFBR3"	chr1	-	92351434	92351708	92351586	92351708	92327027	92327201
3192	"ENSG00000198755.11_4"	"RPL10A"	chr6	+	35436196	35436650	35436196	35436216	35437157	35437306
3193	"ENSG00000198755.11_4"	"RPL10A"	chr6	+	35436575	35436804	35436575	35436650	35437157	35437306
3196	"ENSG00000009307.16_9"	"CSDE1"	chr1	-	115292441	115292828	115292594	115292828	115282373	115282511
3213	"ENSG00000118162.14_5"	"KPTN"	chr19	-	47986382	47986472	47986417	47986472	47984214	47984290
3214	"ENSG00000009830.11_9"	"POMT2"	chr14	-	77746026	77746271	77746165	77746271	77745879	77745929
3220	"ENSG00000186298.12_6"	"PPP1CC"	chr12	-	111160276	111160500	111160428	111160500	111159939	111160074
3223	"ENSG00000157191.20_4"	"NECAP2"	chr1	+	16775587	16778510	16775587	16775696	16782312	16782388
3225	"ENSG00000127483.19_6"	"HP1BP3"	chr1	-	21112745	21113145	21113141	21113145	21106304	21106404
3232	"ENSG00000204842.18_10"	"ATXN2"	chr12	-	111923068	111923135	111923074	111923135	111920590	111920635
3257	"ENSG00000092199.17_9"	"HNRNPC"	chr14	-	21699116	21699231	21699155	21699231	21681118	21681276
3259	"ENSG00000092199.17_9"	"HNRNPC"	chr14	-	21702111	21702388	21702236	21702388	21699155	21699231
3266	"ENSG00000084072.17_5"	"PPIE"	chr1	+	40207566	40208969	40207566	40207593	40209495	40209596
3270	"ENSG00000139651.11_4"	"ZNF740"	chr12	+	53575460	53575974	53575460	53575776	53579170	53579260
3274	"ENSG00000125970.12_6"	"RALY"	chr20	+	32659871	32660136	32659871	32660011	32661624	32661672
3279	"ENSG00000198054.12_6"	"DSCR8"	chr21	+	39494405	39494762	39494405	39494505	39526508	39526623
3292	"ENSG00000021776.11_6"	"AQR"	chr15	-	35166028	35167065	35166877	35167065	35162952	35163123
3298	"ENSG00000174720.16_8"	"LARP7"	chr4	+	113565823	113566027	113565823	113565924	113566706	113566818
3299	"ENSG00000174720.16_8"	"LARP7"	chr4	+	113565823	113565924	113565823	113565855	113567506	113567607
3300	"ENSG00000174720.16_8"	"LARP7"	chr4	+	113565823	113566027	113565823	113565855	113567506	113567607
3315	"ENSG00000071462.12_7"	"BUD23"	chr7	+	73106925	73107744	73106925	73106976	73107953	73107999
3316	"ENSG00000071462.12_7"	"BUD23"	chr7	+	73106925	73107744	73106925	73106976	73108321	73108380
3318	"ENSG00000035115.22_8"	"SH3YL1"	chr2	-	262200	262786	262630	262786	260084	261130
3320	"ENSG00000126107.15_5"	"HECTD3"	chr1	-	45471465	45471788	45471668	45471788	45470271	45470478
3335	"ENSG00000100473.18_6"	"COCH"	chr14	+	31343764	31344178	31343764	31343797	31344261	31344309
3337	"ENSG00000177675.8_5"	"CD163L1"	chr12	-	7520653	7520793	7520682	7520793	7509975	7510082
3355	"ENSG00000100983.12_8"	"GSS"	chr20	-	33530290	33530809	33530733	33530809	33524745	33524826
3414	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482238	150482136	150482232	150482310	150482478
3415	"ENSG00000143369.15_5"	"ECM1"	chr1	+	150482136	150482478	150482136	150482238	150482577	150482658
3432	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1247972	1248329	1248166	1248329	1247605	1247881
3433	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1248414	1248972	1248888	1248972	1247972	1248329
3434	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1255835	1256473	1256375	1256473	1250899	1250998
3435	"ENSG00000127054.21_5"	"INTS11"	chr1	-	1254451	1254904	1254675	1254904	1250939	1250998
3460	"ENSG00000181513.14_6"	"ACBD4"	chr17	+	43212707	43212963	43212707	43212959	43213208	43213320
3466	"ENSG00000070756.16_8"	"PABPC1"	chr8	-	101716507	101716618	101716524	101716618	101698043	101698522
3496	"ENSG00000231365.6_8"	"WARS2-AS1"	chr1	+	119693187	119693369	119693187	119693275	119721266	119726556
3502	"ENSG00000072135.13_5"	"PTPN18"	chr2	+	131128129	131128355	131128129	131128196	131128447	131128537
3503	"ENSG00000122481.17_5"	"RWDD3"	chr1	+	95709766	95710271	95709766	95710254	95712097	95712213
3528	"ENSG00000178338.11_5"	"ZNF354B"	chr5	+	178312614	178312738	178312614	178312734	178314621	178315123
3533	"ENSG00000116670.15_7"	"MAD2L2"	chr1	-	11740409	11740670	11740618	11740670	11737599	11737671
3545	"ENSG00000105048.17_8"	"TNNT1"	chr19	-	55658027	55658075	55658048	55658075	55657801	55657834
3582	"ENSG00000174628.16_5"	"IQCK"	chr16	+	19775169	19775434	19775169	19775222	19800159	19800244
3583	"ENSG00000213339.9_5"	"QTRT1"	chr19	+	10822836	10823304	10822836	10822975	10823433	10823543
3592	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24030720	24031624	24031496	24031624	24030504	24030640
3595	"ENSG00000213983.12_6"	"AP1G2"	chr14	-	24036319	24036528	24036445	24036528	24035770	24035895
3602	"ENSG00000253710.4_6"	"ALG11"	chr13	+	52586546	52586710	52586546	52586598	52589918	52591849
3605	"ENSG00000152332.16_4"	"UHMK1"	chr1	+	162469744	162470894	162469744	162470037	162473543	162473638
3608	"ENSG00000142632.17_6"	"ARHGEF19"	chr1	-	16532343	16532578	16532425	16532578	16532032	16532162
3612	"ENSG00000163812.15_7"	"ZDHHC3"	chr3	-	45000618	45000952	45000622	45000952	45000079	45000177
3616	"ENSG00000112679.14_5"	"DUSP22"	chr6	+	348102	348496	348102	348274	348768	351353
3620	"ENSG00000138750.15_6"	"NUP54"	chr4	-	77038816	77039347	77039227	77039347	77035811	77036647
3621	"ENSG00000089053.13_5"	"ANAPC5"	chr12	-	121756079	121756411	121756303	121756411	121747772	121747814
3638	"ENSG00000196323.14_9"	"ZBTB44"	chr11	-	130106687	130106988	130106904	130106988	130103202	130103277
3639	"ENSG00000196323.14_9"	"ZBTB44"	chr11	-	130106687	130106988	130106904	130106988	130106004	130106111
3657	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291430	179291092	179291388	179295382	179295551
3658	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291388	179291092	179291232	179295421	179295616
3659	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291407	179291092	179291232	179295421	179295616
3660	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291430	179291092	179291232	179295421	179295616
3662	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291430	179291092	179291388	179295421	179295616
3663	"ENSG00000223960.7_9"	"CHROMR"	chr2	+	179291092	179291430	179291092	179291407	179295421	179295616
3689	"ENSG00000112146.16_4"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341
3695	"ENSG00000134644.15_6"	"PUM1"	chr1	-	31439945	31440157	31440013	31440157	31438828	31439044
3698	"ENSG00000134644.15_6"	"PUM1"	chr1	-	31532050	31532424	31532145	31532424	31528159	31528227
3699	"ENSG00000106526.10_7"	"ACTR3C"	chr7	-	149992340	149992436	149992394	149992436	149986538	149986682
