ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2015	"ENSG00000284848.2_5"	"LINC02359"	chr12	+	126580553	126580912	126580553	126580646	126580788	126580912	2015	0,0	0,0			241	99	NA	NA	NA,NA		NA
2016	"ENSG00000172578.12_5"	"KLHL6"	chr3	-	183205338	183210016	183205338	183208399	183209155	183210016	2016	49,14	0,0			855	99	NA	NA	1.0,1.0		NA
2017	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75042066	75044301	75042066	75042210	75044162	75044301	2017	1706,903	66,42			2051	99	NA	NA	0.555,0.509		NA
2018	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044397	75044512	75044397	75044430	75044431	75044512	2018	187,185	0,0			100	99	NA	NA	1.0,1.0		NA
2019	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045258	75045469	2019	155,122	13,55			309	99	NA	NA	0.793,0.415		NA
2020	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045056	75045258	75045469	2020	155,119	13,15			301	99	NA	NA	0.797,0.723		NA
2021	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75044869	75045469	75044869	75045048	75045380	75045469	2021	220,245	0,3			431	99	NA	NA	1.0,0.949		NA
2022	"ENSG00000223705.9_4"	"NSUN5P1"	chr7	+	75045258	75045469	75045258	75045308	75045380	75045469	2022	97,191	1,3			171	99	NA	NA	0.983,0.974		NA
2023	"ENSG00000198912.11_5"	"C1orf174"	chr1	-	3807132	3809560	3807132	3807621	3809446	3809560	2023	388,265	212,142			1924	99	NA	NA	0.086,0.088		NA
2024	"ENSG00000089682.16_7"	"RBM41"	chrX	-	106331665	106332069	106331665	106331803	106331964	106332069	2024	298,230	10,4			260	99	NA	NA	0.919,0.956		NA
2025	"ENSG00000203780.12_8"	"FANK1"	chr10	+	127697622	127698161	127697622	127697700	127697790	127698161	2025	0,1	2,0			189	99	NA	NA	0.0,1.0		NA
2026	"ENSG00000203780.12_8"	"FANK1"	chr10	+	127697790	127698161	127697790	127697835	127697941	127698161	2026	2,0	0,0			205	99	NA	NA	1.0,NA		NA
2027	"ENSG00000124493.14_5"	"GRM4"	chr6	-	34026750	34029805	34026750	34026905	34029669	34029805	2027	0,0	0,0			2863	99	NA	NA	NA,NA		NA
2028	"ENSG00000156976.17_7"	"EIF4A2"	chr3	+	186502352	186503840	186502352	186502485	186503671	186503840	2028	4485,2462	373,296			1285	99	NA	NA	0.481,0.391		NA
2029	"ENSG00000115073.8_5"	"ACTR1B"	chr2	-	98274889	98275466	98274889	98275106	98275341	98275466	2029	169,160	100,96			334	99	NA	NA	0.334,0.331		NA
2030	"ENSG00000197323.12_6"	"TRIM33"	chr1	-	114940229	114940612	114940229	114940482	114940561	114940612	2030	19,15	206,161			178	99	NA	NA	0.049,0.049		NA
2031	"ENSG00000085117.12_6"	"CD82"	chr11	+	44626607	44626979	44626607	44626732	44626904	44626979	2031	0,0	17,19			271	99	NA	NA	0.0,0.0		NA
2032	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31237269	31237862	31237269	31237302	31237742	31237862	2032	0,0	5,2			539	99	NA	NA	0.0,0.0		NA
2033	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31237269	31237862	31237269	31237320	31237742	31237862	2033	0,0	1,0			521	99	NA	NA	0.0,NA		NA
2034	"ENSG00000204525.16_4"	"HLA-C"	chr6	-	31239375	31239645	31239375	31239475	31239594	31239645	2034	3,10	0,0			218	99	NA	NA	1.0,1.0		NA
2035	"ENSG00000115207.13_7"	"GTF3C2"	chr2	-	27558783	27559292	27558783	27558895	27559064	27559292	2035	32,15	224,182			268	99	NA	NA	0.05,0.03		NA
2036	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50326877	50327193	50326877	50327059	50327142	50327193	2036	30,17	76,124			182	99	NA	NA	0.177,0.069		NA
2037	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50327359	50327725	50327359	50327517	50327600	50327725	2037	4,10	29,87			182	99	NA	NA	0.07,0.059		NA
2038	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50327600	50328110	50327600	50327725	50327990	50328110	2038	18,34	0,5			364	99	NA	NA	1.0,0.649		NA
2039	"ENSG00000189409.14_7"	"MMP23B"	chr1	+	1568359	1568734	1568359	1568499	1568566	1568734	2039	0,0	0,0			166	99	NA	NA	NA,NA		NA
2040	"ENSG00000189409.14_7"	"MMP23B"	chr1	+	1569126	1569478	1569126	1569291	1569367	1569478	2040	0,0	0,0			175	99	NA	NA	NA,NA		NA
2041	"ENSG00000004059.11_6"	"ARF5"	chr7	+	127229538	127230191	127229538	127229648	127230119	127230191	2041	308,300	627,733			570	99	NA	NA	0.079,0.066		NA
2042	"ENSG00000266094.8_6"	"RASSF5"	chr1	+	206757718	206759636	206757718	206758016	206758511	206759636	2042	129,119	323,198			594	99	NA	NA	0.062,0.091		NA
2043	"ENSG00000114770.17_7"	"ABCC5"	chr3	-	183701540	183705705	183701540	183702682	183705557	183705705	2043	2828,1611	6,13			2974	99	NA	NA	0.94,0.805		NA
2044	"ENSG00000166816.14_7"	"LDHD"	chr16	-	75148724	75149237	75148724	75148866	75149095	75149237	2044	0,0	0,0			328	99	NA	NA	NA,NA		NA
2045	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31483491	31484877	31483491	31483522	31484761	31484877	2045	12,2	2,1			1338	99	NA	NA	0.307,0.129		NA
2046	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31484761	31485055	31484761	31484877	31485002	31485055	2046	0,0	1,4			224	99	NA	NA	0.0,0.0		NA
2047	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31485002	31485298	31485002	31485055	31485155	31485298	2047	0,0	1,2			199	99	NA	NA	0.0,0.0		NA
2048	"ENSG00000140682.19_6"	"TGFB1I1"	chr16	+	31485883	31487506	31485883	31486078	31487332	31487506	2048	21,7	0,4			1353	99	NA	NA	1.0,0.114		NA
2049	"ENSG00000162873.14_9"	"KLHDC8A"	chr1	-	205312356	205312921	205312356	205312726	205312825	205312921	2049	0,0	0,0			198	99	NA	NA	NA,NA		NA
2050	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205027308	205027791	205027308	205027484	205027695	205027791	2050	0,0	0,0			310	99	NA	NA	NA,NA		NA
2051	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205027308	205028421	205027308	205027791	205028211	205028421	2051	0,0	0,0			519	99	NA	NA	NA,NA		NA
2052	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205041074	205042364	205041074	205041261	205041610	205042364	2052	0,0	0,0			448	99	NA	NA	NA,NA		NA
2053	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205041610	205042364	205041610	205041723	205042195	205042364	2053	0,0	0,0			571	99	NA	NA	NA,NA		NA
2054	"ENSG00000184144.12_6"	"CNTN2"	chr1	+	205042783	205044072	205042783	205042969	205043224	205044072	2054	0,0	0,0			354	99	NA	NA	NA,NA		NA
2055	"ENSG00000176754.13_8"	"LINC00303"	chr1	-	204006096	204006716	204006096	204006212	204006588	204006716	2055	0,0	0,0			475	99	NA	NA	NA,NA		NA
2056	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30312935	30313175	30312935	30313005	30313074	30313175	2056	57,215	253,788			168	99	NA	NA	0.117,0.139		NA
2057	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313243	30313350	2057	12,32	2,4			167	99	NA	NA	0.781,0.826		NA
2058	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313267	30313350	2058	23,39	134,269			191	99	NA	NA	0.082,0.07		NA
2059	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30314334	30313074	30313175	30314208	30314334	2059	217,179	1,2			1132	99	NA	NA	0.95,0.887		NA
2060	"ENSG00000241370.5_5"	"RPP21"	chr6	+	30313074	30314334	30313074	30313350	30314208	30314334	2060	203,144	373,1051			957	99	NA	NA	0.053,0.014		NA
2061	"ENSG00000104691.15_8"	"UBXN8"	chr8	+	30620789	30620863	30620789	30620840	30620840	30620863	2061	12,7	0,0			99	99	NA	NA	1.0,1.0		NA
2062	"ENSG00000143847.15_4"	"PPFIA4"	chr1	+	203044704	203047863	203044704	203044885	203045468	203047863	2062	2,0	0,0			682	99	NA	NA	1.0,NA		NA
2063	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202698834	202700191	202698834	202699155	202700036	202700191	2063	10,5	371,221			980	99	NA	NA	0.003,0.002		NA
2064	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202700036	202701067	202700036	202700191	202700955	202701067	2064	2,3	333,165			863	99	NA	NA	0.001,0.002		NA
2065	"ENSG00000117139.18_8"	"KDM5B"	chr1	-	202700955	202703014	202700955	202701067	202702528	202703014	2065	18,18	466,314			1560	99	NA	NA	0.002,0.004		NA
2066	"ENSG00000169359.16_8"	"SLC33A1"	chr3	-	155547476	155547692	155547476	155547544	155547644	155547692	2066	235,134	0,0			199	99	NA	NA	1.0,1.0		NA
2067	"ENSG00000169359.16_8"	"SLC33A1"	chr3	-	155551256	155551830	155551256	155551374	155551645	155551830	2067	19,17	115,72			370	99	NA	NA	0.042,0.059		NA
2068	"ENSG00000114544.16_6"	"SLC41A3"	chr3	-	125725205	125726068	125725205	125725407	125725956	125726068	2068	337,292	3,11			648	99	NA	NA	0.945,0.802		NA
2069	"ENSG00000154438.8_5"	"ASZ1"	chr7	-	117007405	117008771	117007405	117007519	117008665	117008771	2069	0,0	0,0			1245	99	NA	NA	NA,NA		NA
2070	"ENSG00000143862.8_5"	"ARL8A"	chr1	-	202104586	202104928	202104586	202104654	202104834	202104928	2070	7,4	99,62			279	99	NA	NA	0.024,0.022		NA
2071	"ENSG00000159176.14_6"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201457982	201458112	2071	185,76	153,121			3577	99	NA	NA	0.032,0.017		NA
2072	"ENSG00000159176.14_6"	"CSRP1"	chr1	-	201454410	201458112	201454410	201454504	201458000	201458112	2072	191,88	1,0			3595	99	NA	NA	0.84,1.0		NA
2073	"ENSG00000125351.12_8"	"UPF3B"	chrX	-	118971719	118971895	118971719	118971879	118971883	118971895	2073	456,285	0,0			103	99	NA	NA	1.0,1.0		NA
2074	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23160790	23161165	23160790	23160845	23161047	23161165	2074	1,1	0,0			301	99	NA	NA	1.0,1.0		NA
2075	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23160790	23161165	23160790	23160884	23161047	23161165	2075	1,1	0,0			262	99	NA	NA	1.0,1.0		NA
2076	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23161047	23161430	23161047	23161165	23161240	23161430	2076	1,0	0,0			174	99	NA	NA	1.0,NA		NA
2077	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23167036	23168277	23167036	23167187	23167849	23168277	2077	0,0	0,0			761	99	NA	NA	NA,NA		NA
2078	"ENSG00000230387.4_8"	"AL118508.1"	chr20	+	23167036	23168277	23167036	23167187	23167951	23168277	2078	0,0	0,0			863	99	NA	NA	NA,NA		NA
2079	"ENSG00000115275.14_8"	"MOGS"	chr2	-	74690316	74690513	74690316	74690346	74690506	74690513	2079	866,661	0,0			259	99	NA	NA	1.0,1.0		NA
2080	"ENSG00000115275.14_8"	"MOGS"	chr2	-	74692022	74692527	74692022	74692114	74692440	74692527	2080	14,49	1,7			425	99	NA	NA	0.765,0.62		NA
2081	"ENSG00000205111.8_5"	"CDKL4"	chr2	-	39405687	39406462	39405687	39405900	39406327	39406462	2081	0,0	0,0			526	99	NA	NA	NA,NA		NA
2082	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	20981240	20981672	20981240	20981346	20981439	20981672	2082	0,0	0,0			192	99	NA	NA	NA,NA		NA
2083	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21203255	21205232	21203255	21203472	21205048	21205232	2083	0,0	0,0			1675	99	NA	NA	NA,NA		NA
2084	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21205048	21206581	21205048	21205232	21206427	21206581	2084	0,0	0,0			1294	99	NA	NA	NA,NA		NA
2085	"ENSG00000176728.9_9"	"TTTY14"	chrY	-	21205048	21206581	21205048	21205232	21206547	21206581	2085	0,0	0,0			1414	99	NA	NA	NA,NA		NA
2086	"ENSG00000261701.7_4"	"HPR"	chr16	+	72110201	72111145	72110201	72110249	72110854	72111145	2086	0,0	0,0			704	99	NA	NA	NA,NA		NA
2087	"ENSG00000214174.8_5"	"AMZ2P1"	chr17	-	62968871	62969635	62968871	62969045	62969359	62969635	2087	9,11	38,17			413	99	NA	NA	0.054,0.134		NA
2088	"ENSG00000000971.16_4"	"CFH"	chr1	+	196709748	196711181	196709748	196709922	196711004	196711181	2088	373,214	153,98			1181	99	NA	NA	0.17,0.155		NA
2089	"ENSG00000285269.2_4"	"AL160269.1"	chr9	-	99012191	99012767	99012191	99012334	99012577	99012767	2089	0,0	0,0			342	99	NA	NA	NA,NA		NA
2090	"ENSG00000141527.18_8"	"CARD14"	chr17	+	78162175	78163671	78162175	78162343	78163551	78163671	2090	0,0	0,0			1307	99	NA	NA	NA,NA		NA
2091	"ENSG00000125826.21_4"	"RBCK1"	chr20	+	409134	409738	409134	409233	409594	409738	2091	17,8	6,11			460	99	NA	NA	0.379,0.135		NA
2092	"ENSG00000115421.13_4"	"PAPOLG"	chr2	+	61021105	61022155	61021105	61021326	61022098	61022155	2092	8,4	1,3			871	99	NA	NA	0.476,0.132		NA
2093	"ENSG00000240303.8_6"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297725	132298335	132298402	2093	48,27	4,1			709	99	NA	NA	0.626,0.79		NA
2094	"ENSG00000240303.8_6"	"ACAD11"	chr3	-	132297639	132298402	132297639	132297900	132298335	132298402	2094	23,9	9,12			534	99	NA	NA	0.321,0.122		NA
2095	"ENSG00000275830.2_9"	"AL390755.1"	chr13	-	110697779	110698422	110697779	110697976	110698131	110698422	2095	0,0	0,0			254	99	NA	NA	NA,NA		NA
2096	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384326	33384553	33384326	33384437	33384525	33384553	2096	2258,2042	6,6			187	99	NA	NA	0.995,0.994		NA
2097	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384873	33385087	33384873	33384919	33385023	33385087	2097	46,41	13,8			203	99	NA	NA	0.633,0.714		NA
2098	"ENSG00000112514.17_6"	"CUTA"	chr6	-	33384873	33385087	33384873	33384919	33385027	33385087	2098	46,41	1329,1322			207	99	NA	NA	0.016,0.015		NA
2099	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1836956	1836537	1836656	1836738	1836956	2099	1,9	0,2			181	99	NA	NA	1.0,0.711		NA
2100	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1836956	1836537	1836656	1836757	1836956	2100	1,11	47,99			200	99	NA	NA	0.01,0.052		NA
2101	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836656	1837677	1837832	2101	65,245	32,72			1120	99	NA	NA	0.152,0.231		NA
2102	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836956	1837677	1837832	2102	22,90	53,173			820	99	NA	NA	0.048,0.059		NA
2103	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838138	1838208	2103	2,12	34,199			185	99	NA	NA	0.031,0.031		NA
2104	"ENSG00000095906.17_6"	"NUBP2"	chr16	+	1837941	1838208	1837941	1838052	1838161	1838208	2104	7,38	1,1			208	99	NA	NA	0.769,0.948		NA
2105	"ENSG00000230825.2_9"	"AC005532.1"	chr7	+	7317215	7317702	7317215	7317318	7317348	7317702	2105	5,1	0,0			129	99	NA	NA	1.0,1.0		NA
2106	"ENSG00000171502.15_6"	"COL24A1"	chr1	-	86622023	86622455	86622023	86622154	86622360	86622455	2106	0,0	0,0			305	99	NA	NA	NA,NA		NA
2107	"ENSG00000160818.16_5"	"GPATCH4"	chr1	-	156565872	156566270	156565872	156565923	156566178	156566270	2107	39,24	540,383			354	99	NA	NA	0.02,0.017		NA
2108	"ENSG00000160818.16_5"	"GPATCH4"	chr1	-	156565872	156566270	156565872	156566040	156566178	156566270	2108	26,15	3,0			237	99	NA	NA	0.784,1.0		NA
2109	"ENSG00000213231.13_5"	"TCL1B"	chr14	+	96157604	96158965	96157604	96157673	96158267	96158965	2109	0,0	0,0			693	99	NA	NA	NA,NA		NA
2110	"ENSG00000141956.13_5"	"PRDM15"	chr21	-	43220343	43221882	43220343	43220860	43221153	43221882	2110	102,104	0,0			392	99	NA	NA	1.0,1.0		NA
2111	"ENSG00000203878.11_5"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824374	111825040	111825097	2111	0,0	0,0			765	99	NA	NA	NA,NA		NA
2112	"ENSG00000203878.11_5"	"CHIAP2"	chr1	+	111824172	111825097	111824172	111824483	111825040	111825097	2112	0,0	0,0			656	99	NA	NA	NA,NA		NA
2113	"ENSG00000123453.18_7"	"SARDH"	chr9	-	136531856	136531992	136531856	136531888	136531889	136531992	2113	0,0	0,0			100	99	NA	NA	NA,NA		NA
2114	"ENSG00000177200.17_6"	"CHD9"	chr16	+	53243393	53243725	53243393	53243453	53243616	53243725	2114	312,154	1,0			262	99	NA	NA	0.992,1.0		NA
2115	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28469706	28469912	28469706	28469742	28469851	28469912	2115	4,1	0,0			208	99	NA	NA	1.0,1.0		NA
2116	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28488332	28488956	28488332	28488449	28488784	28488956	2116	198,120	0,0			434	99	NA	NA	1.0,1.0		NA
2117	"ENSG00000261832.6_8"	"AC138894.1"	chr16	-	28493797	28493993	28493797	28493866	28493946	28493993	2117	6,6	142,138			179	99	NA	NA	0.023,0.023		NA
2118	"ENSG00000251250.3_8"	"AC091951.4"	chr5	+	7326178	7326716	7326178	7326302	7326516	7326716	2118	0,0	0,0			313	99	NA	NA	NA,NA		NA
2119	"ENSG00000187630.17_6"	"DHRS4L2"	chr14	+	24470071	24470293	24470071	24470142	24470241	24470293	2119	0,0	0,0			198	99	NA	NA	NA,NA		NA
2120	"ENSG00000187630.17_6"	"DHRS4L2"	chr14	+	24470592	24470726	24470592	24470691	24470693	24470726	2120	0,0	0,0			101	99	NA	NA	NA,NA		NA
2121	"ENSG00000113971.20_6"	"NPHP3"	chr3	-	132403397	132405231	132403397	132403638	132405103	132405231	2121	70,55	12,13			1564	99	NA	NA	0.27,0.211		NA
2122	"ENSG00000275591.5_5"	"XKR5"	chr8	-	6673327	6673440	6673327	6673377	6673378	6673440	2122	0,0	0,0			100	99	NA	NA	NA,NA		NA
2123	"ENSG00000136279.20_8"	"DBNL"	chr7	+	44097380	44097879	44097380	44097458	44097727	44097879	2123	7,15	51,77			368	99	NA	NA	0.036,0.05		NA
2124	"ENSG00000136279.20_8"	"DBNL"	chr7	+	44098030	44098582	44098030	44098079	44098500	44098582	2124	6,7	219,172			520	99	NA	NA	0.005,0.008		NA
2125	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190618641	190619071	190618641	190618790	190618866	190619071	2125	6,4	54,30			175	99	NA	NA	0.059,0.07		NA
2126	"ENSG00000128694.12_5"	"OSGEPL1"	chr2	-	190626145	190626386	190626145	190626251	190626372	190626386	2126	46,45	1,0			220	99	NA	NA	0.954,1.0		NA
2127	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220364842	220366759	220364842	220364940	220366197	220366759	2127	102,58	453,361			1356	99	NA	NA	0.016,0.012		NA
2128	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220366197	220366759	220366197	220366301	220366572	220366759	2128	303,139	416,241			370	99	NA	NA	0.163,0.134		NA
2129	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370416	220370483	2129	112,58	8,9			238	99	NA	NA	0.853,0.728		NA
2130	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370436	220370483	2130	115,62	157,198			258	99	NA	NA	0.219,0.107		NA
2131	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370975	220371144	220370975	220371044	220371045	220371144	2131	180,302	0,0			100	99	NA	NA	1.0,1.0		NA
2132	"ENSG00000144591.19_5"	"GMPPA"	chr2	+	220370975	220371709	220370975	220371144	220371419	220371709	2132	12,8	256,377			374	99	NA	NA	0.012,0.006		NA
2133	"ENSG00000271109.2_10"	"AC008555.4"	chr19	-	35351077	35351619	35351077	35351206	35351437	35351619	2133	89,89	9,9			330	99	NA	NA	0.748,0.748		NA
2134	"ENSG00000249267.7_7"	"LINC00939"	chr12	-	126446287	126447629	126446287	126446527	126447556	126447629	2134	0,0	0,0			1128	99	NA	NA	NA,NA		NA
2135	"ENSG00000249267.7_7"	"LINC00939"	chr12	-	126450745	126451888	126450745	126451454	126451739	126451888	2135	0,0	0,0			384	99	NA	NA	NA,NA		NA
2136	"ENSG00000100439.10_3"	"ABHD4"	chr14	+	23072294	23072667	23072294	23072401	23072505	23072667	2136	71,57	0,0			203	99	NA	NA	1.0,1.0		NA
2137	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201721613	201722607	201721613	201721708	201722440	201722607	2137	106,71	128,127			831	99	NA	NA	0.09,0.062		NA
2138	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201724402	201726189	201724402	201724469	201725960	201726189	2138	376,353	99,80			1590	99	NA	NA	0.191,0.216		NA
2139	"ENSG00000013441.16_6"	"CLK1"	chr2	-	201724402	201726189	201724402	201724470	201725960	201726189	2139	376,353	0,0			1589	99	NA	NA	1.0,1.0		NA
2140	"ENSG00000168028.14_5"	"RPSA"	chr3	+	39453386	39453925	39453386	39453552	39453764	39453925	2140	54,47	5882,4899			311	99	NA	NA	0.003,0.003		NA
2141	"ENSG00000146904.9_5"	"EPHA1"	chr7	-	143095413	143096038	143095413	143095541	143095693	143096038	2141	0,0	0,0			251	99	NA	NA	NA,NA		NA
2142	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025649	1025804	1025986	2142	4,9	3,8			254	99	NA	NA	0.342,0.305		NA
2143	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025698	1025804	1025986	2143	4,9	0,1			205	99	NA	NA	1.0,0.813		NA
2144	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1025509	1025986	1025509	1025701	1025804	1025986	2144	4,9	0,1			202	99	NA	NA	1.0,0.815		NA
2145	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1035961	1036429	1035961	1036112	1036310	1036429	2145	2,1	1,0			297	99	NA	NA	0.4,1.0		NA
2146	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1038984	1039310	1038984	1039052	1039138	1039310	2146	6,3	0,0			185	99	NA	NA	1.0,1.0		NA
2147	"ENSG00000002016.18_7"	"RAD52"	chr12	-	1038929	1039310	1038929	1039052	1039216	1039310	2147	8,3	16,16			263	99	NA	NA	0.158,0.066		NA
2148	"ENSG00000144331.20_7"	"ZNF385B"	chr2	-	180306708	180308195	180306708	180306904	180307950	180308195	2148	0,0	0,0			1145	99	NA	NA	NA,NA		NA
2149	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43893200	43893789	43893200	43893405	43893673	43893789	2149	5,2	102,54			367	99	NA	NA	0.013,0.01		NA
2150	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43898659	43900156	43898659	43898861	43900056	43900156	2150	89,59	15,21			1294	99	NA	NA	0.312,0.177		NA
2151	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43911849	43912839	43911849	43911930	43912625	43912839	2151	2,2	2,0			794	99	NA	NA	0.111,1.0		NA
2152	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43913519	43914155	43913519	43913642	43913749	43914155	2152	1,1	29,57			206	99	NA	NA	0.016,0.008		NA
2153	"ENSG00000198198.17_9"	"SZT2"	chr1	+	43914282	43915842	43914282	43914399	43915773	43915842	2153	184,103	55,59			1473	99	NA	NA	0.184,0.105		NA
2154	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	799184	800244	799184	799565	799814	800244	2154	6,7	2,12			348	99	NA	NA	0.46,0.142		NA
2155	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	799814	800244	799814	800014	800130	800244	2155	7,24	1,13			215	99	NA	NA	0.763,0.459		NA
2156	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	800984	801120	2156	28,82	6,15			171	99	NA	NA	0.73,0.76		NA
2157	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	801001	801120	2157	30,87	2,5			188	99	NA	NA	0.888,0.902		NA
2158	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	800761	801120	800761	800912	801017	801120	2158	33,96	0,2			204	99	NA	NA	1.0,0.959		NA
2159	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	801444	802090	801444	801624	801964	802090	2159	7,14	26,58			439	99	NA	NA	0.057,0.052		NA
2160	"ENSG00000177595.18_6"	"PIDD1"	chr11	-	802681	803647	802681	802891	803173	803647	2160	22,51	10,32			381	99	NA	NA	0.364,0.293		NA
2161	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155580031	155580351	155580031	155580123	155580215	155580351	2161	1,0	2,3			191	99	NA	NA	0.206,0.0		NA
2162	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581082	155581217	155581394	2162	29,28	1,2			234	99	NA	NA	0.925,0.856		NA
2163	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581217	155581394	2163	22,21	0,1			170	99	NA	NA	1.0,0.924		NA
2164	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581082	155581339	155581394	2164	49,44	4,3			356	99	NA	NA	0.773,0.803		NA
2165	"ENSG00000125459.17_6"	"MSTO1"	chr1	+	155581006	155581394	155581006	155581146	155581339	155581394	2165	42,37	14,4			292	99	NA	NA	0.504,0.758		NA
2166	"ENSG00000143207.21_9"	"COP1"	chr1	-	175957423	175958615	175957423	175957548	175958497	175958615	2166	49,30	285,253			1048	99	NA	NA	0.016,0.011		NA
2167	"ENSG00000196199.14_4"	"MPHOSPH8"	chr13	+	20244979	20245429	20244979	20245104	20245345	20245429	2167	67,74	7,4			340	99	NA	NA	0.736,0.843		NA
2168	"ENSG00000117593.12_7"	"DARS2"	chr1	+	173795824	173797537	173795824	173795924	173797470	173797537	2168	54,42	472,385			1645	99	NA	NA	0.007,0.007		NA
2169	"ENSG00000198874.13_4"	"TYW1"	chr7	+	66532271	66532390	66532271	66532321	66532322	66532390	2169	141,89	0,0			100	99	NA	NA	1.0,1.0		NA
2170	"ENSG00000143761.16_5"	"ARF1"	chr1	+	228284778	228285153	228284778	228284963	228285042	228285153	2170	36,33	3008,2931			178	99	NA	NA	0.007,0.006		NA
2171	"ENSG00000108852.14_6"	"MPP2"	chr17	-	41960270	41960723	41960270	41960420	41960570	41960723	2171	0,0	1,2			249	99	NA	NA	0.0,0.0		NA
2172	"ENSG00000164112.13_7"	"TMEM155"	chr4	-	122682692	122683047	122682692	122682850	122682984	122683047	2172	0,0	0,0			233	99	NA	NA	NA,NA		NA
