ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
8603	"ENSG00000159147.18_9"	"DONSON"	chr21	-	34955793	34955972	34954470	34954552	34956895	34957032
8604	"ENSG00000159147.18_9"	"DONSON"	chr21	-	34956895	34957032	34955793	34955972	34958283	34958487
8605	"ENSG00000159147.18_9"	"DONSON"	chr21	-	34956895	34957074	34955793	34955972	34958283	34958366
8606	"ENSG00000159147.18_9"	"DONSON"	chr21	-	34959827	34959908	34958283	34958366	34960626	34960952
8609	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13017186	13017335	13015326	13015447	13018478	13018614
8610	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13037235	13037300	13030463	13030607	13038368	13038578
8612	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13037235	13037300	13030463	13030607	13048857	13049680
8614	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13038368	13038578	13030463	13030607	13042202	13042333
8617	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13030463	13030607	13042202	13042333
8618	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13030463	13030607	13048857	13049680
8619	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13037235	13037300	13048857	13049680
8620	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13040828	13040955	13038368	13038578	13042202	13042333
8621	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13042202	13042333	13030463	13030607	13048857	13049680
8622	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13042202	13042333	13040828	13040955	13048857	13049680
8623	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13049763	13049890	13048857	13049680	13052917	13053089
8624	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13052917	13053089	13049763	13049890	13055778	13056697
8625	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13057583	13057732	13055778	13056697	13059080	13059311
8632	"ENSG00000101639.18_9"	"CEP192"	chr18	+	13114128	13114250	13113584	13113704	13116372	13116502
8638	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21967907	21967946	21967168	21967744	21968636	21968824
8639	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21967907	21967946	21967168	21967744	21971315	21971720
8644	"ENSG00000165819.12_6"	"METTL3"	chr14	-	21976277	21976377	21971806	21972024	21977625	21977696
8645	"ENSG00000026559.14_7"	"KCNG1"	chr20	-	49628895	49628953	49626101	49626901	49630265	49630381
8656	"ENSG00000119707.14_5"	"RBM25"	chr14	+	73566087	73566141	73563622	73563808	73566374	73566458
8657	"ENSG00000119707.14_5"	"RBM25"	chr14	+	73567008	73567070	73566374	73566458	73569899	73570186
8659	"ENSG00000119707.14_5"	"RBM25"	chr14	+	73580993	73581041	73578859	73578958	73586420	73586837
8660	"ENSG00000161551.14_4"	"ZNF577"	chr19	-	52381641	52381768	52380534	52380630	52383575	52383654
8666	"ENSG00000148411.8_6"	"NACC2"	chr9	-	138908110	138908275	138905709	138905815	138941481	138942426
8669	"ENSG00000077463.15_9"	"SIRT6"	chr19	-	4179100	4179283	4177075	4177135	4182470	4182527
8670	"ENSG00000077463.15_9"	"SIRT6"	chr19	-	4180778	4180906	4177075	4177135	4182470	4182497
8674	"ENSG00000154642.11_7"	"C21orf91"	chr21	-	19186193	19186246	19183672	19183788	19190508	19190642
8676	"ENSG00000119185.12_6"	"ITGB1BP1"	chr2	-	9552397	9552534	9548130	9548334	9562607	9562695
8678	"ENSG00000119185.12_6"	"ITGB1BP1"	chr2	-	9554306	9554385	9552196	9552534	9562607	9562695
8680	"ENSG00000119185.12_6"	"ITGB1BP1"	chr2	-	9558754	9558861	9552397	9552534	9562607	9562789
8683	"ENSG00000119185.12_6"	"ITGB1BP1"	chr2	-	9558754	9558861	9554306	9554385	9562607	9562789
8685	"ENSG00000119185.12_6"	"ITGB1BP1"	chr2	-	9560118	9560229	9554306	9554385	9562607	9562695
8694	"ENSG00000136936.11_4"	"XPA"	chr9	-	100449377	100449543	100447204	100447322	100455930	100456041
8696	"ENSG00000134815.19_4"	"DHX34"	chr19	+	47861122	47861377	47858295	47858607	47863224	47863327
8699	"ENSG00000029639.11_5"	"TFB1M"	chr6	-	155618086	155618238	155606291	155606411	155619610	155619719
8700	"ENSG00000029639.11_5"	"TFB1M"	chr6	-	155619610	155619719	155606291	155606411	155632321	155632473
8703	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47739628	47739766	47736518	47736665	47740911	47741124
8704	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47739628	47739772	47736518	47736665	47740911	47741124
8705	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47740911	47741124	47736518	47736665	47752369	47752468
8706	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47740911	47741142	47736518	47736665	47752369	47752468
8707	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47752369	47752468	47740911	47741124	47768118	47768284
8708	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47752369	47752468	47740911	47741142	47768118	47768284
8709	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47768118	47768284	47752369	47752468	47790731	47790800
8710	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47770469	47770608	47768118	47768284	47790731	47790806
8712	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47775475	47775683	47774973	47775034	47790731	47790800
8715	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47790731	47790806	47770469	47770608	47795658	47795781
8717	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47790731	47790806	47782533	47782822	47804652	47804904
8719	"ENSG00000124214.19_6"	"STAU1"	chr20	-	47795658	47795781	47790731	47790806	47804652	47804904
8721	"ENSG00000175137.11_5"	"SH3BP5L"	chr1	-	249114601	249115111	249111020	249111083	249115345	249115460
8724	"ENSG00000175137.11_5"	"SH3BP5L"	chr1	-	249115345	249115460	249114601	249115111	249118951	249119834
8728	"ENSG00000111206.13_6"	"FOXM1"	chr12	-	2974520	2974565	2973848	2973918	2977728	2977747
8730	"ENSG00000111206.13_6"	"FOXM1"	chr12	-	2975558	2975687	2973848	2973918	2977728	2977747
8731	"ENSG00000111206.13_6"	"FOXM1"	chr12	-	2975558	2975687	2974520	2974565	2977728	2977747
8732	"ENSG00000111206.13_6"	"FOXM1"	chr12	-	2981261	2981410	2977728	2977920	2983142	2983691
8733	"ENSG00000111206.13_6"	"FOXM1"	chr12	-	2981261	2981413	2977396	2977920	2983142	2983303
8738	"ENSG00000092931.11_4"	"MFSD11"	chr17	+	74740403	74740548	74738258	74738355	74750128	74750169
8740	"ENSG00000092931.11_4"	"MFSD11"	chr17	+	74771078	74771253	74765827	74765953	74772487	74772623
8746	"ENSG00000151466.12_8"	"SCLT1"	chr4	-	129857809	129858006	129812213	129812292	129867161	129867307
8750	"ENSG00000151466.12_8"	"SCLT1"	chr4	-	129960195	129960251	129924895	129925031	129964549	129964622
8751	"ENSG00000151466.12_8"	"SCLT1"	chr4	-	129964549	129964622	129960195	129960251	129965147	129965206
8753	"ENSG00000116863.11_4"	"ADPRS"	chr1	+	36556844	36556941	36554492	36554716	36557218	36557426
8756	"ENSG00000158636.16_8"	"EMSY"	chr11	+	76170976	76171129	76169226	76169402	76174864	76175124
8757	"ENSG00000158636.16_8"	"EMSY"	chr11	+	76170979	76171129	76169226	76169402	76174864	76175124
8759	"ENSG00000158636.16_8"	"EMSY"	chr11	+	76246938	76247103	76239311	76239510	76248838	76248994
8761	"ENSG00000158636.16_8"	"EMSY"	chr11	+	76250642	76250684	76248838	76248994	76253259	76253411
8766	"ENSG00000182095.14_7"	"TNRC18"	chr7	-	5460690	5461120	5434070	5434226	5463071	5463177
8770	"ENSG00000187010.21_9"	"RHD"	chr1	+	25617131	25617282	25611063	25611250	25627436	25627584
8778	"ENSG00000187010.21_9"	"RHD"	chr1	+	25643490	25643570	25633086	25633220	25648379	25648453
8786	"ENSG00000161057.12_6"	"PSMC2"	chr7	+	102994367	102994405	102987956	102988228	102995314	102995396
8787	"ENSG00000161057.12_6"	"PSMC2"	chr7	+	103004589	103004754	103003790	103003886	103006522	103006610
8788	"ENSG00000161057.12_6"	"PSMC2"	chr7	+	103006522	103006610	103004589	103004754	103007859	103008062
8789	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56360810	56360908	56360564	56360649	56361640	56361718
8791	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56362561	56362732	56361832	56361953	56363258	56363360
8792	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56362561	56362732	56361832	56361953	56364827	56364883
8793	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56363258	56363360	56361832	56361953	56364827	56364871
8795	"ENSG00000123374.11_4"	"CDK2"	chr12	+	56364381	56364525	56363258	56363360	56364827	56365031
8797	"ENSG00000119514.7_5"	"GALNT12"	chr9	+	101594053	101594239	101589033	101589223	101597530	101597637
8798	"ENSG00000119514.7_5"	"GALNT12"	chr9	+	101597530	101597648	101594053	101594239	101599253	101599430
8799	"ENSG00000119514.7_5"	"GALNT12"	chr9	+	101606377	101606491	101602283	101602415	101611233	101612363
8800	"ENSG00000119514.7_5"	"GALNT12"	chr9	+	101608258	101608405	101606377	101606491	101611233	101612363
8808	"ENSG00000022567.9_5"	"SLC45A4"	chr8	-	142231675	142231864	142229748	142229928	142264087	142264328
8820	"ENSG00000203711.14_8"	"C6orf99"	chr6	+	159316252	159316398	159294559	159294653	159330998	159331379
8821	"ENSG00000203711.14_8"	"C6orf99"	chr6	+	159316257	159316398	159294559	159294653	159330998	159331379
8835	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63342245	63342340	63341024	63341716	63349183	63349317
8839	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63353396	63353472	63353067	63353138	63354413	63354476
8840	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63353911	63353987	63353067	63353138	63354413	63354476
8842	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63354413	63354476	63353396	63353472	63354774	63354797
8846	"ENSG00000140416.23_9"	"TPM1"	chr15	+	63358094	63358284	63354774	63354844	63362068	63362513
8857	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72525802	72525865	72513649	72513689	72557230	72557314
8859	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72556451	72556522	72513649	72513689	72557230	72557314
8862	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72574476	72574510	72557230	72557314	72595871	72595985
8863	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72574476	72574510	72557230	72557314	72604333	72604414
8865	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72557230	72557314	72595871	72595985
8866	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72557230	72557314	72604333	72604414
8868	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72574476	72574510	72595871	72595985
8869	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72574476	72574510	72604333	72604414
8870	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72589163	72589225	72574476	72574510	72604349	72604414
8872	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72595871	72595985	72574476	72574510	72604349	72604414
8874	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651081	72651133	72604333	72604414	72661433	72661585
8875	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651081	72651133	72604333	72604414	72698790	72698848
8876	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651081	72651136	72604349	72604414	72661433	72661631
8877	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651081	72651136	72604349	72604414	72698790	72698913
8879	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651237	72651452	72651081	72651133	72698790	72698848
8880	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651237	72651452	72651081	72651136	72661433	72661631
8881	"ENSG00000261008.7_9"	"LINC01572"	chr16	-	72651237	72651452	72651081	72651136	72698790	72698848
8885	"ENSG00000130706.13_6"	"ADRM1"	chr20	+	60878623	60878837	60877951	60878105	60879516	60879633
8886	"ENSG00000130706.13_6"	"ADRM1"	chr20	+	60878623	60878837	60877951	60878105	60881252	60881376
8887	"ENSG00000130706.13_6"	"ADRM1"	chr20	+	60879516	60879633	60877951	60878105	60881252	60881376
8889	"ENSG00000130706.13_6"	"ADRM1"	chr20	+	60883423	60883526	60883076	60883234	60883710	60883916
8896	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26942681	26942816	26941463	26942264	26943113	26943215
8897	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26943113	26943215	26942681	26942816	26943396	26943527
8899	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26944249	26944336	26943906	26944017	26945808	26945989
8900	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26947526	26947648	26946877	26947033	26948005	26948188
8901	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26955282	26955577	26951250	26951408	26958496	26958699
8902	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960347	26959959	26960180	26960566	26960671
8903	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960347	26959959	26960180	26960912	26961104
8904	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960419	26959959	26960180	26960566	26960769
8905	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960300	26960419	26959959	26960180	26960912	26961104
8906	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960566	26960769	26959959	26960180	26960912	26961104
8907	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960566	26960769	26960300	26960419	26960912	26961104
8908	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960566	26960769	26960300	26960419	26961534	26962627
8909	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960912	26961104	26960300	26960419	26961534	26962627
8910	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26960912	26961104	26960566	26960769	26961534	26962627
8911	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26963982	26964188	26961534	26962627	26964853	26965112
8912	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26967577	26967645	26966918	26967043	26968906	26968948
8913	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26967577	26967701	26966592	26967043	26968906	26969096
8914	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26968906	26969096	26967577	26967701	26969292	26969353
8915	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26969292	26969353	26968906	26969096	26969886	26970005
8916	"ENSG00000007202.15_7"	"KIAA0100"	chr17	-	26970181	26970329	26969886	26970005	26970627	26970677
8920	"ENSG00000176915.15_5"	"ANKLE2"	chr12	-	133310970	133311161	133306264	133306856	133311991	133312025
8921	"ENSG00000176915.15_5"	"ANKLE2"	chr12	-	133311991	133312098	133306264	133306856	133313478	133313651
8923	"ENSG00000176915.15_5"	"ANKLE2"	chr12	-	133319739	133319862	133318004	133318071	133324417	133324606
8934	"ENSG00000125648.15_6"	"SLC25A23"	chr19	-	6444161	6444312	6440074	6442170	6452322	6452399
8937	"ENSG00000125648.15_6"	"SLC25A23"	chr19	-	6454333	6454486	6444161	6444312	6454569	6454681
8938	"ENSG00000125648.15_6"	"SLC25A23"	chr19	-	6455962	6456103	6454569	6454728	6456430	6456542
8942	"ENSG00000003756.17_8"	"RBM5"	chr3	+	50142981	50143142	50142009	50142575	50144199	50144234
8944	"ENSG00000003756.17_8"	"RBM5"	chr3	+	50147811	50147896	50147035	50147121	50148111	50148203
8945	"ENSG00000003756.17_8"	"RBM5"	chr3	+	50148111	50148203	50147035	50147121	50150815	50150922
8947	"ENSG00000140854.13_5"	"KATNB1"	chr16	+	57778305	57778423	57775598	57775729	57784738	57784839
8949	"ENSG00000140854.13_5"	"KATNB1"	chr16	+	57785552	57785636	57785172	57785214	57785851	57785948
8950	"ENSG00000140854.13_5"	"KATNB1"	chr16	+	57786689	57786840	57786441	57786513	57786988	57787179
8951	"ENSG00000185305.11_6"	"ARL15"	chr5	-	53450409	53450469	53408962	53409240	53606261	53606403
8953	"ENSG00000185305.11_6"	"ARL15"	chr5	-	53467613	53467758	53450220	53450469	53606124	53606245
8954	"ENSG00000185305.11_6"	"ARL15"	chr5	-	53467613	53467758	53450220	53450469	53606261	53606403
8955	"ENSG00000185305.11_6"	"ARL15"	chr5	-	53603717	53603776	53450409	53450469	53606261	53606412
8959	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179858444	179858504	179853826	179853904	179869260	179869302
8960	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179858447	179858504	179853826	179853904	179869260	179869302
8962	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179870436	179870523	179869260	179869302	179873100	179873157
8963	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179873786	179873902	179873100	179873157	179876957	179876999
8964	"ENSG00000143337.18_6"	"TOR1AIP1"	chr1	+	179877739	179877808	179876957	179876999	179883132	179883137
8971	"ENSG00000116212.15_5"	"LRRC42"	chr1	+	54423821	54423953	54417658	54418145	54426028	54426141
8972	"ENSG00000116212.15_5"	"LRRC42"	chr1	+	54427706	54427795	54426028	54426147	54427968	54428082
8982	"ENSG00000006530.18_8"	"AGK"	chr7	+	141315270	141315365	141313945	141313978	141321531	141321590
8983	"ENSG00000006530.18_8"	"AGK"	chr7	+	141315270	141315369	141313945	141313978	141321531	141321601
8984	"ENSG00000006530.18_8"	"AGK"	chr7	+	141323979	141324096	141321531	141321601	141333700	141333780
8985	"ENSG00000006530.18_8"	"AGK"	chr7	+	141323979	141325083	141321531	141321601	141325174	141325385
8986	"ENSG00000006530.18_8"	"AGK"	chr7	+	141333700	141333780	141321531	141321601	141336759	141336781
8987	"ENSG00000006530.18_8"	"AGK"	chr7	+	141336759	141336817	141321531	141321601	141341047	141341198
8989	"ENSG00000006530.18_8"	"AGK"	chr7	+	141351324	141351409	141348930	141349133	141352586	141352688
9000	"ENSG00000108306.13_10"	"FBXL20"	chr17	-	37457253	37457328	37455242	37455337	37459837	37459892
9003	"ENSG00000143119.14_5"	"CD53"	chr1	+	111434013	111434093	111415769	111415870	111441745	111442136
9004	"ENSG00000143119.14_5"	"CD53"	chr1	+	111434966	111435155	111434013	111434093	111441745	111442136
9005	"ENSG00000143119.14_5"	"CD53"	chr1	+	111436948	111437023	111434966	111435155	111437581	111437677
9008	"ENSG00000143119.14_5"	"CD53"	chr1	+	111437581	111437677	111436930	111437023	111439274	111439355
9009	"ENSG00000143119.14_5"	"CD53"	chr1	+	111437581	111437677	111436930	111437023	111440430	111440514
9010	"ENSG00000143119.14_5"	"CD53"	chr1	+	111437581	111437677	111436930	111437023	111441745	111442473
9011	"ENSG00000143119.14_5"	"CD53"	chr1	+	111439274	111439355	111436948	111437023	111440430	111440514
9012	"ENSG00000143119.14_5"	"CD53"	chr1	+	111439274	111439355	111436948	111437023	111441745	111442544
9013	"ENSG00000143119.14_5"	"CD53"	chr1	+	111439274	111439355	111437581	111437677	111440430	111440514
9015	"ENSG00000143119.14_5"	"CD53"	chr1	+	111440430	111440514	111415769	111415870	111441745	111442544
9016	"ENSG00000143119.14_5"	"CD53"	chr1	+	111440430	111440514	111436948	111437023	111441745	111442544
9018	"ENSG00000143119.14_5"	"CD53"	chr1	+	111440430	111440514	111439274	111439355	111441745	111442544
9056	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51747880	51747975	51746924	51746994	51748510	51748698
9057	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51748510	51748698	51746924	51746994	51749067	51749136
9059	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51751435	51751504	51749067	51749136	51754154	51754189
9061	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51754154	51754189	51751435	51751504	51764444	51764480
9062	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51761755	51761856	51751435	51751504	51764444	51764480
9063	"ENSG00000204149.12_6"	"AGAP6"	chr10	+	51761755	51761856	51754154	51754189	51764444	51764480
9069	"ENSG00000168438.15_5"	"CDC40"	chr6	+	110522760	110522890	110514384	110514471	110528708	110528792
9070	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458243	29455718	29455820	29463429	29465434
9071	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458243	29455718	29455820	29465336	29465434
9072	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29455718	29455820	29463429	29465434
9073	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29458122	29458347	29455718	29455820	29465336	29465434
9074	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29461432	29461597	29458122	29458243	29463429	29465434
9076	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29461432	29461597	29458122	29458347	29463429	29465434
9078	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29458122	29458243	29465511	29465677
9079	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29463429	29465434	29458122	29458347	29465511	29465677
9080	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29465336	29465434	29458122	29458243	29465511	29465668
9081	"ENSG00000261740.6_8"	"BOLA2-SMG1P6"	chr16	-	29465336	29465434	29458122	29458347	29465511	29465668
9089	"ENSG00000258830.1_8"	"AC137834.1"	chr12	-	57652672	57652842	57651772	57651920	57660513	57660614
9090	"ENSG00000258830.1_8"	"AC137834.1"	chr12	-	57662704	57662865	57662085	57662240	57663105	57663232
9091	"ENSG00000258830.1_8"	"AC137834.1"	chr12	-	57663105	57663232	57662704	57662865	57663534	57663777
9092	"ENSG00000258830.1_8"	"AC137834.1"	chr12	-	57663534	57663777	57662704	57662865	57674140	57674313
9094	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74325518	74325602	74318548	74318646	74327241	74327360
9095	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74327241	74327360	74324840	74325602	74340725	74340917
9096	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74343700	74343871	74340725	74340917	74345798	74346008
9097	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74343700	74343871	74340725	74340917	74346757	74346879
9098	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74343700	74346879	74340725	74340917	74347907	74347995
9099	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74345798	74346008	74340725	74340917	74346757	74346879
9100	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74345798	74346008	74343700	74343871	74346757	74346879
9101	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74346757	74346879	74340725	74340917	74347907	74347995
9102	"ENSG00000140043.11_4"	"PTGR2"	chr14	+	74349101	74349141	74347907	74347995	74350803	74351282
9112	"ENSG00000139372.15_7"	"TDG"	chr12	+	104370695	104370838	104361631	104361749	104373608	104373850
9114	"ENSG00000139372.15_7"	"TDG"	chr12	+	104377072	104377167	104376913	104376996	104378526	104378698
9116	"ENSG00000104660.19_6"	"LEPROTL1"	chr8	+	29961815	29962002	29959413	29959489	29994787	29995864
9119	"ENSG00000104660.19_6"	"LEPROTL1"	chr8	+	30032600	30032706	30021626	30021691	30034641	30034724
9120	"ENSG00000145907.15_6"	"G3BP1"	chr5	+	151166132	151166276	151151484	151151597	151169883	151169965
9121	"ENSG00000145907.15_6"	"G3BP1"	chr5	+	151166163	151166276	151151470	151151597	151169883	151169965
9131	"ENSG00000138175.9_5"	"ARL3"	chr10	-	104449649	104449700	104445572	104445758	104459129	104459246
9134	"ENSG00000204832.10_8"	"ST8SIA6-AS1"	chr10	+	17449966	17450243	17441103	17441201	17479203	17479319
9148	"ENSG00000111144.10_5"	"LTA4H"	chr12	-	96415924	96416029	96414862	96414915	96418256	96418325
9149	"ENSG00000111144.10_5"	"LTA4H"	chr12	-	96418256	96418325	96415924	96416029	96421221	96421281
9216	"ENSG00000144362.12_5"	"PHOSPHO2"	chr2	+	170553870	170554041	170551723	170551757	170557455	170557888
9218	"ENSG00000144362.12_5"	"PHOSPHO2"	chr2	+	170554402	170554492	170551724	170551757	170557455	170557648
9220	"ENSG00000169217.9_5"	"CD2BP2"	chr16	-	30365504	30365643	30365221	30365379	30365924	30366028
9221	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175880318	175880703	175880139	175880229	175906188	175906257
9222	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175913355	175913490	175906188	175906257	175915951	175916028
9223	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175915951	175916028	175906188	175906257	175919194	175919333
9224	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175923486	175923664	175920999	175921276	175925914	175925978
9225	"ENSG00000113194.13_5"	"FAF2"	chr5	+	175927003	175927147	175925914	175926086	175933768	175937075
9232	"ENSG00000204138.13_5"	"PHACTR4"	chr1	+	28786722	28786803	28785595	28785769	28792195	28792360
9233	"ENSG00000204138.13_5"	"PHACTR4"	chr1	+	28792892	28793279	28792195	28792360	28800065	28800663
9235	"ENSG00000204138.13_5"	"PHACTR4"	chr1	+	28819526	28819603	28815681	28815737	28823045	28823783
9236	"ENSG00000204138.13_5"	"PHACTR4"	chr1	+	28819526	28819603	28818161	28818299	28823045	28823783
9238	"ENSG00000106244.13_5"	"PDAP1"	chr7	-	98997925	98998047	98995484	98995636	99001020	99001128
9239	"ENSG00000106244.13_5"	"PDAP1"	chr7	-	98997925	98998047	98995484	98995636	99006158	99006213
9240	"ENSG00000215837.7_2"	"SDHAP2"	chr3	+	195388626	195388712	195384966	195385036	195389441	195389604
9241	"ENSG00000215837.7_2"	"SDHAP2"	chr3	+	195389441	195389604	195384966	195385036	195390956	195391121
9242	"ENSG00000215837.7_2"	"SDHAP2"	chr3	+	195390494	195390638	195389441	195389604	195390956	195391121
9243	"ENSG00000215837.7_2"	"SDHAP2"	chr3	+	195395389	195395512	195392936	195393085	195398002	195398171
9261	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	192990226	192990325	192981379	192985525	192992055	192992166
9263	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	192998661	192998787	192998517	192998579	193018875	193018981
9264	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	193018875	193018981	192998661	192998787	193020883	193020947
9265	"ENSG00000116750.13_9"	"UCHL5"	chr1	-	193028542	193028645	193020921	193020947	193028762	193029210
9280	"ENSG00000073849.15_5"	"ST6GAL1"	chr3	+	186769036	186769134	186760441	186761098	186790636	186790689
9282	"ENSG00000073849.15_5"	"ST6GAL1"	chr3	+	186791192	186792121	186789761	186790735	186793349	186796339
9283	"ENSG00000073849.15_5"	"ST6GAL1"	chr3	+	186791946	186792121	186790636	186790735	186793349	186793410
9284	"ENSG00000174951.11_5"	"FUT1"	chr19	-	49255746	49255982	49251267	49254540	49256148	49256379
9285	"ENSG00000277149.5_5"	"TYW1B"	chr7	-	72178578	72178756	72159676	72159812	72209459	72209527
9286	"ENSG00000277149.5_5"	"TYW1B"	chr7	-	72193789	72193899	72178578	72178756	72209459	72209527
9287	"ENSG00000277149.5_5"	"TYW1B"	chr7	-	72193789	72193899	72178578	72178756	72242426	72242544
9290	"ENSG00000277149.5_5"	"TYW1B"	chr7	-	72297433	72297564	72285958	72286060	72298650	72298753
9291	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162535801	162536138	162531295	162531567	162546566	162546771
9292	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162535801	162536138	162531295	162531567	162549217	162549393
9293	"ENSG00000117143.13_6"	"UAP1"	chr1	+	162535801	162536138	162531295	162531567	162567581	162567648
