ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1205	"ENSG00000185163.10_5"	"DDX51"	chr12	-	132625375	132625965	132625375	132625565	132625647	132625965
1206	"ENSG00000185163.10_5"	"DDX51"	chr12	-	132625375	132625965	132625375	132625565	132625819	132625965
1209	"ENSG00000164066.13_4"	"INTU"	chr4	+	128606596	128609022	128606596	128606724	128608895	128609022
1211	"ENSG00000183258.12_8"	"DDX41"	chr5	-	176940353	176940848	176940353	176940485	176940685	176940848
1212	"ENSG00000183258.12_8"	"DDX41"	chr5	-	176942929	176943194	176942929	176942990	176943119	176943194
1215	"ENSG00000143889.16_9"	"HNRNPLL"	chr2	-	38829579	38830178	38829579	38829742	38829998	38830178
1216	"ENSG00000172613.8_6"	"RAD9A"	chr11	+	67163382	67163646	67163382	67163492	67163581	67163646
1229	"ENSG00000196233.13_7"	"LCOR"	chr10	+	98714709	98718683	98714709	98715591	98718168	98718683
1246	"ENSG00000213599.10_5"	"SLX1A-SULT1A3"	chr16	+	30214010	30214327	30214010	30214137	30214232	30214327
1263	"ENSG00000156858.11_5"	"PRR14"	chr16	+	30664041	30664424	30664041	30664163	30664234	30664424
1264	"ENSG00000137207.12_8"	"YIPF3"	chr6	-	43480806	43481189	43480806	43480836	43481096	43481189
1265	"ENSG00000137207.12_8"	"YIPF3"	chr6	-	43480806	43481189	43480806	43480938	43481096	43481189
1283	"ENSG00000118046.16_7"	"STK11"	chr19	+	1221211	1222005	1221211	1221339	1221947	1222005
1284	"ENSG00000103061.13_7"	"SLC7A6OS"	chr16	-	68344237	68344849	68344237	68344516	68344637	68344849
1294	"ENSG00000168066.20_6"	"SF1"	chr11	-	64532077	64533627	64532077	64532990	64533422	64533627
1305	"ENSG00000110719.10_6"	"TCIRG1"	chr11	+	67815113	67815439	67815113	67815271	67815348	67815439
1310	"ENSG00000168067.12_10"	"MAP4K2"	chr11	-	64559380	64559894	64559380	64559558	64559643	64559894
1311	"ENSG00000168067.12_10"	"MAP4K2"	chr11	-	64559380	64559894	64559380	64559558	64559835	64559894
1312	"ENSG00000168067.12_10"	"MAP4K2"	chr11	-	64559643	64559894	64559643	64559747	64559835	64559894
1337	"ENSG00000274944.4_8"	"AL139260.3"	chr1	-	39339266	39341865	39339266	39339581	39340449	39341865
1340	"ENSG00000102034.17_4"	"ELF4"	chrX	-	129203274	129203652	129203274	129203457	129203459	129203652
1346	"ENSG00000108963.18_5"	"DPH1"	chr17	+	1939263	1939980	1939263	1939385	1939722	1939980
1347	"ENSG00000108963.18_5"	"DPH1"	chr17	+	1939263	1939980	1939263	1939385	1939822	1939980
1348	"ENSG00000108963.18_5"	"DPH1"	chr17	+	1943511	1943899	1943511	1943668	1943798	1943899
1363	"ENSG00000187091.13_5"	"PLCD1"	chr3	-	38051394	38051766	38051394	38051544	38051621	38051766
1379	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89620893	89622493	89620893	89620971	89622285	89622493
1380	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89620893	89622493	89620893	89620971	89622328	89622493
1381	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89620893	89622493	89620893	89620971	89622366	89622493
1382	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89620893	89624155	89620893	89620971	89623294	89624155
1383	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89620893	89624155	89620893	89622493	89623294	89624155
1384	"ENSG00000197912.16_9"	"SPG7"	chr16	+	89623294	89624155	89623294	89623581	89623679	89624155
1397	"ENSG00000111300.10_6"	"NAA25"	chr12	-	112477032	112478382	112477032	112477143	112478284	112478382
1425	"ENSG00000168538.16_4"	"TRAPPC11"	chr4	+	184629559	184629727	184629559	184629569	184629688	184629727
1428	"ENSG00000126777.18_7"	"KTN1"	chr14	+	56138283	56138595	56138283	56138373	56138502	56138595
1432	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50326877	50327193	50326877	50327059	50327142	50327193
1433	"ENSG00000214706.10_5"	"IFRD2"	chr3	-	50327359	50327725	50327359	50327517	50327600	50327725
1435	"ENSG00000106077.18_4"	"ABHD11"	chr7	-	73151550	73152065	73151550	73151690	73151891	73152065
1436	"ENSG00000106077.18_4"	"ABHD11"	chr7	-	73151550	73152065	73151550	73151721	73151891	73152065
1452	"ENSG00000061656.10_8"	"SPAG4"	chr20	+	34206371	34206642	34206371	34206397	34206533	34206642
1454	"ENSG00000123143.13_5"	"PKN1"	chr19	+	14578376	14578605	14578376	14578453	14578529	14578605
1464	"ENSG00000159348.13_7"	"CYB5R1"	chr1	-	202935014	202935728	202935014	202935121	202935655	202935728
1465	"ENSG00000159348.13_7"	"CYB5R1"	chr1	-	202935014	202935728	202935014	202935237	202935655	202935728
1470	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145649597	145650202	145649597	145649651	145650100	145650202
1471	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145650328	145651155
1472	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650100	145651155	145650100	145650202	145651065	145651155
1473	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650328	145651155	145650328	145650383	145651065	145651155
1474	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650328	145651155	145650328	145650434	145651065	145651155
1476	"ENSG00000160948.14_7"	"VPS28"	chr8	-	145650328	145651591	145650328	145651155	145651562	145651591
1481	"ENSG00000164611.13_5"	"PTTG1"	chr5	+	159849308	159849900	159849308	159849410	159849715	159849900
1487	"ENSG00000136878.13_5"	"USP20"	chr9	+	132642391	132644107	132642391	132642568	132642745	132644107
1501	"ENSG00000283189.2_7"	"AC104452.1"	chr3	-	49458924	49462871	49458924	49459005	49462799	49462871
1502	"ENSG00000167778.9_5"	"SPRYD3"	chr12	-	53468432	53469003	53468432	53468568	53468878	53469003
1503	"ENSG00000108298.11_6"	"RPL19"	chr17	+	37358569	37359362	37358569	37358692	37359241	37359362
1538	"ENSG00000166105.16_5"	"GLB1L3"	chr11	+	134162025	134163103	134162025	134162107	134163038	134163103
1540	"ENSG00000137601.17_8"	"NEK1"	chr4	-	170533170	170533734	170533170	170533294	170533372	170533734
1547	"ENSG00000162191.13_7"	"UBXN1"	chr11	-	62445810	62446073	62445810	62445880	62445966	62446073
1558	"ENSG00000137161.17_4"	"CNPY3"	chr6	+	42903311	42903408	42903311	42903360	42903361	42903408
1575	"ENSG00000105821.15_5"	"DNAJC2"	chr7	-	102962957	102963241	102962957	102963079	102963149	102963241
1585	"ENSG00000239382.10_8"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504211	36504324
1586	"ENSG00000239382.10_8"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504229	36504324
1587	"ENSG00000239382.10_8"	"ALKBH6"	chr19	-	36503922	36504324	36503922	36503991	36504245	36504324
1589	"ENSG00000086848.15_7"	"ALG9"	chr11	-	111652918	111657244	111652918	111656818	111657125	111657244
1617	"ENSG00000036549.13_7"	"AC118549.1"	chr1	-	78045211	78046754	78045211	78045313	78046682	78046754
1639	"ENSG00000082269.16_5"	"FAM135A"	chr6	+	71234633	71236401	71234633	71234894	71235566	71236401
1640	"ENSG00000067365.15_5"	"METTL22"	chr16	+	8722586	8722967	8722586	8722733	8722901	8722967
1648	"ENSG00000177042.14_5"	"TMEM80"	chr11	+	698868	700235	698868	698888	700141	700235
1651	"ENSG00000104231.11_8"	"ZFAND1"	chr8	-	82627038	82627349	82627038	82627130	82627221	82627349
1654	"ENSG00000099949.21_7"	"LZTR1"	chr22	+	21350251	21351090	21350251	21350401	21350984	21351090
1674	"ENSG00000159214.13_5"	"CCDC24"	chr1	+	44459561	44460834	44459561	44459636	44460779	44460834
1678	"ENSG00000156671.15_9"	"SAMD8"	chr10	+	76935823	76941881	76935823	76935974	76936145	76941881
1688	"ENSG00000171720.10_5"	"HDAC3"	chr5	-	141007680	141008206	141007680	141007754	141008125	141008206
1691	"ENSG00000141013.17_5"	"GAS8"	chr16	+	90102788	90103807	90102788	90102994	90103639	90103807
1694	"ENSG00000138382.15_7"	"METTL5"	chr2	-	170680998	170681415	170680998	170681150	170681377	170681415
1703	"ENSG00000011243.18_7"	"AKAP8L"	chr19	-	15514285	15514526	15514285	15514366	15514463	15514526
1704	"ENSG00000011243.18_7"	"AKAP8L"	chr19	-	15514285	15514526	15514285	15514366	15514468	15514526
1711	"ENSG00000111679.17_5"	"PTPN6"	chr12	+	7063967	7064157	7063967	7064016	7064116	7064157
1714	"ENSG00000160613.13_6"	"PCSK7"	chr11	-	117093923	117094932	117093923	117094024	117094793	117094932
1715	"ENSG00000217128.12_5"	"FNIP1"	chr5	-	131007197	131008617	131007197	131008354	131008378	131008617
1720	"ENSG00000142534.7_5"	"RPS11"	chr19	+	50000450	50001303	50000450	50000852	50001173	50001303
1731	"ENSG00000143811.19_6"	"PYCR2"	chr1	-	226109903	226110083	226109903	226110005	226110006	226110083
1732	"ENSG00000143811.19_6"	"PYCR2"	chr1	-	226109557	226111471	226109557	226109779	226111400	226111471
1735	"ENSG00000106123.12_6"	"EPHB6"	chr7	+	142560513	142561085	142560513	142560591	142560884	142561085
1736	"ENSG00000106123.12_6"	"EPHB6"	chr7	+	142560513	142561085	142560513	142560591	142560888	142561085
1737	"ENSG00000106123.12_6"	"EPHB6"	chr7	+	142561723	142562504	142561723	142562051	142562051	142562504
1738	"ENSG00000106123.12_6"	"EPHB6"	chr7	+	142561723	142562504	142561723	142562020	142562288	142562504
1746	"ENSG00000278053.5_5"	"DDX52"	chr17	-	35979812	35981322	35979812	35979884	35981171	35981322
1750	"ENSG00000106462.11_6"	"EZH2"	chr7	-	148513775	148515209	148513775	148513870	148514968	148515209
1758	"ENSG00000102901.13_6"	"CENPT"	chr16	-	67863667	67865261	67863667	67863991	67865118	67865261
1759	"ENSG00000102901.13_6"	"CENPT"	chr16	-	67863667	67865261	67863667	67864451	67865118	67865261
1763	"ENSG00000102901.13_6"	"CENPT"	chr16	-	67866130	67866448	67866130	67866218	67866357	67866448
1764	"ENSG00000102901.13_6"	"CENPT"	chr16	-	67866130	67866448	67866130	67866253	67866357	67866448
1765	"ENSG00000102901.13_6"	"CENPT"	chr16	-	67866130	67866448	67866130	67866257	67866357	67866448
1786	"ENSG00000197223.11_4"	"C1D"	chr2	-	68273119	68273542	68273119	68273175	68273475	68273542
1787	"ENSG00000130734.10_4"	"ATG4D"	chr19	+	10655458	10655806	10655458	10655542	10655632	10655806
1792	"ENSG00000244045.13_6"	"TMEM199"	chr17	+	26687551	26687870	26687551	26687594	26687757	26687870
1793	"ENSG00000244045.13_6"	"TMEM199"	chr17	+	26687551	26687870	26687551	26687599	26687757	26687870
1815	"ENSG00000214279.13_4"	"SCART1"	chr10	+	135272990	135273674	135272990	135273308	135273381	135273674
1818	"ENSG00000140694.17_7"	"PARN"	chr16	-	14685769	14687235	14685769	14685890	14687157	14687235
1835	"ENSG00000004534.15_5"	"RBM6"	chr3	+	50098894	50099541	50098894	50098980	50099394	50099541
1838	"ENSG00000103253.18_4"	"HAGHL"	chr16	+	778315	778604	778315	778424	778503	778604
1842	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129061654	129061994	129061654	129061687	129061830	129061994
1843	"ENSG00000249859.11_6"	"PVT1"	chr8	+	129061654	129061994	129061654	129061687	129061833	129061994
1852	"ENSG00000143621.17_5"	"ILF2"	chr1	-	153635494	153635752	153635494	153635609	153635690	153635752
1858	"ENSG00000106144.20_4"	"CASP2"	chr7	+	142997296	143001026	142997296	142997387	143000876	143001026
1865	"ENSG00000125967.16_5"	"NECAB3"	chr20	-	32257180	32257518	32257180	32257278	32257492	32257518
1879	"ENSG00000178821.13_6"	"TMEM52"	chr1	-	1850483	1850708	1850483	1850527	1850620	1850708
1892	"ENSG00000142541.17_5"	"RPL13A"	chr19	+	49993488	49993833	49993488	49993554	49993731	49993833
1896	"ENSG00000221968.9_8"	"FADS3"	chr11	-	61643830	61644435	61643830	61643927	61644337	61644435
1901	"ENSG00000171204.13_4"	"TMEM126B"	chr11	+	85346710	85347580	85346710	85346822	85347089	85347580
1915	"ENSG00000143093.15_5"	"STRIP1"	chr1	+	110591733	110593031	110591733	110591860	110592964	110593031
1919	"ENSG00000120798.17_7"	"NR2C1"	chr12	-	95451506	95452265	95451506	95451654	95452085	95452265
1922	"ENSG00000137411.18_5"	"VARS2"	chr6	+	30891129	30892337	30891129	30891282	30892130	30892337
1923	"ENSG00000187134.14_5"	"AKR1C1"	chr10	+	5009118	5010578	5009118	5009235	5010500	5010578
1944	"ENSG00000198563.14_9"	"DDX39B"	chr6	-	31500556	31503262	31500556	31500688	31503143	31503262
1950	"ENSG00000213780.11_5"	"GTF2H4"	chr6	+	30879460	30879923	30879460	30879544	30879790	30879923
1967	"ENSG00000265681.7_8"	"RPL17"	chr18	-	47017901	47018203	47017901	47017954	47018105	47018203
1968	"ENSG00000265681.7_8"	"RPL17"	chr18	-	47017901	47018203	47017901	47017954	47018115	47018203
1971	"ENSG00000175832.13_6"	"ETV4"	chr17	-	41622641	41623036	41622641	41622735	41622925	41623036
1972	"ENSG00000167123.19_7"	"CERCAM"	chr9	+	131191208	131191315	131191208	131191310	131191311	131191315
1992	"ENSG00000135655.16_6"	"USP15"	chr12	+	62777620	62778083	62777620	62777779	62777858	62778083
2003	"ENSG00000198208.12_5"	"RPS6KL1"	chr14	-	75377950	75378544	75377950	75378083	75378496	75378544
2013	"ENSG00000256269.10_8"	"HMBS"	chr11	+	118962834	118963521	118962834	118962873	118963467	118963521
2014	"ENSG00000256269.10_8"	"HMBS"	chr11	+	118962834	118963521	118962834	118963233	118963467	118963521
2027	"ENSG00000107566.14_6"	"ERLIN1"	chr10	-	101945270	101945786	101945270	101945394	101945660	101945786
2037	"ENSG00000102904.14_6"	"TSNAXIP1"	chr16	+	67861375	67861967	67861375	67861482	67861655	67861967
2040	"ENSG00000049246.14_3"	"PER3"	chr1	+	7889896	7890221	7889896	7890011	7890065	7890221
2052	"ENSG00000139636.15_6"	"LMBR1L"	chr12	-	49494170	49495106	49494170	49494237	49494911	49495106
2055	"ENSG00000145819.18_8"	"ARHGAP26"	chr5	+	142586762	142587038	142586762	142586873	142587008	142587038
2075	"ENSG00000156345.17_4"	"CDK20"	chr9	-	90585482	90585812	90585482	90585545	90585690	90585812
2076	"ENSG00000114416.18_9"	"FXR1"	chr3	+	180680670	180680878	180680670	180680728	180680815	180680878
2080	"ENSG00000107815.10_7"	"TWNK"	chr10	+	102749400	102749641	102749400	102749433	102749531	102749641
2087	"ENSG00000164548.11_5"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561739	23562051
2088	"ENSG00000164548.11_5"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561750	23562051
2089	"ENSG00000164548.11_5"	"TRA2A"	chr7	-	23561325	23562051	23561325	23561459	23561972	23562051
2090	"ENSG00000224843.8_8"	"LINC00240"	chr6	+	26990987	26991702	26990987	26991176	26991528	26991702
2125	"ENSG00000118503.15_8"	"TNFAIP3"	chr6	+	138199568	138200488	138199568	138200460	138200462	138200488
2130	"ENSG00000132424.16_7"	"PNISR"	chr6	-	99851704	99852578	99851704	99851758	99852478	99852578
2141	"ENSG00000082641.16_7"	"NFE2L1"	chr17	+	46127968	46128990	46127968	46128181	46128478	46128990
2143	"ENSG00000198721.12_8"	"ECI2"	chr6	-	4125483	4126471	4125483	4125604	4126368	4126471
2163	"ENSG00000100014.20_7"	"SPECC1L"	chr22	+	24717255	24718886	24717255	24717291	24717372	24718886
2169	"ENSG00000176454.14_6"	"LPCAT4"	chr15	-	34656394	34656507	34656394	34656425	34656426	34656507
2172	"ENSG00000099817.12_5"	"POLR2E"	chr19	-	1093902	1095374	1093902	1094077	1095257	1095374
2180	"ENSG00000164896.20_6"	"FASTK"	chr7	-	150774187	150774488	150774187	150774323	150774396	150774488
2181	"ENSG00000164896.20_6"	"FASTK"	chr7	-	150774396	150774867	150774396	150774488	150774707	150774867
2182	"ENSG00000164896.20_6"	"FASTK"	chr7	-	150773999	150775179	150773999	150774867	150774965	150775179
2204	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161136889	161137276	161136889	161137024	161137128	161137276
2205	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161136889	161137276	161136889	161137024	161137144	161137276
2206	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161136889	161137276	161136889	161137024	161137160	161137276
2207	"ENSG00000143224.18_7"	"PPOX"	chr1	+	161140696	161140971	161140696	161140739	161140823	161140971
2208	"ENSG00000147813.16_7"	"NAPRT"	chr8	-	144656954	144657263	144656954	144657070	144657155	144657263
2217	"ENSG00000109184.15_6"	"DCUN1D4"	chr4	+	52752733	52753410	52752733	52752804	52753288	52753410
2227	"ENSG00000137824.16_8"	"RMDN3"	chr15	-	41046794	41046988	41046794	41046828	41046926	41046988
2235	"ENSG00000100201.22_7"	"DDX17"	chr22	-	38883883	38888120	38883883	38884120	38888060	38888120
2237	"ENSG00000156976.17_7"	"EIF4A2"	chr3	+	186502352	186503840	186502352	186502485	186503671	186503840
2240	"ENSG00000211584.14_5"	"SLC48A1"	chr12	+	48173927	48176534	48173927	48174072	48176000	48176534
2257	"ENSG00000204410.16_8"	"MSH5"	chr6	+	31711680	31712076	31711680	31711802	31711915	31712076
2258	"ENSG00000204410.16_8"	"MSH5"	chr6	+	31711680	31712076	31711680	31711802	31711966	31712076
2277	"ENSG00000158578.21_9"	"ALAS2"	chrX	-	55046752	55046937	55046752	55046762	55046878	55046937
2281	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24143268	24145481	24145609
2282	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24143322	24145481	24145609
2283	"ENSG00000099956.20_6"	"SMARCB1"	chr22	+	24143130	24145609	24143130	24144151	24145481	24145609
2308	"ENSG00000204351.12_4"	"SKIV2L"	chr6	+	31928817	31929452	31928817	31928871	31929323	31929452
2341	"ENSG00000180229.12_5"	"HERC2P3"	chr15	-	20644179	20644908	20644179	20644376	20644760	20644908
2345	"ENSG00000179406.8_7"	"LINC00174"	chr7	-	65956017	65956458	65956017	65956226	65956336	65956458
2348	"ENSG00000127914.17_10"	"AKAP9"	chr7	+	91669987	91671095	91669987	91670170	91670172	91671095
2374	"ENSG00000114867.21_5"	"EIF4G1"	chr3	+	184049053	184049394	184049053	184049152	184049259	184049394
2375	"ENSG00000147140.16_8"	"NONO"	chrX	+	70517685	70518358	70517685	70517788	70518318	70518358
2385	"ENSG00000108443.14_5"	"RPS6KB1"	chr17	+	58013575	58013902	58013575	58013638	58013824	58013902
2386	"ENSG00000130714.17_5"	"POMT1"	chr9	+	134385289	134385802	134385289	134385383	134385646	134385802
2387	"ENSG00000130714.17_5"	"POMT1"	chr9	+	134385289	134385802	134385289	134385449	134385646	134385802
2388	"ENSG00000130714.17_5"	"POMT1"	chr9	+	134385289	134385802	134385289	134385383	134385743	134385802
2400	"ENSG00000266976.3_6"	"AC079466.1"	chr19	+	29101888	29103061	29101888	29102097	29102818	29103061
2403	"ENSG00000168970.22_4"	"JMJD7-PLA2G4B"	chr15	+	42129265	42132428	42129265	42129572	42132222	42132428
2405	"ENSG00000168970.22_4"	"JMJD7-PLA2G4B"	chr15	+	42137400	42137973	42137400	42137518	42137835	42137973
2406	"ENSG00000168970.22_4"	"JMJD7-PLA2G4B"	chr15	+	42138140	42138580	42138140	42138245	42138400	42138580
2422	"ENSG00000132109.10_5"	"TRIM21"	chr11	-	4406126	4407083	4406126	4406624	4406907	4407083
2423	"ENSG00000100288.20_5"	"CHKB"	chr22	-	51018618	51018845	51018618	51018700	51018786	51018845
2424	"ENSG00000100288.20_5"	"CHKB"	chr22	-	51020177	51020786	51020177	51020291	51020677	51020786
2425	"ENSG00000178921.14_9"	"PFAS"	chr17	+	8159584	8159966	8159584	8159725	8159841	8159966
2427	"ENSG00000141524.15_5"	"TMC6"	chr17	-	76116257	76117245	76116257	76116913	76117093	76117245
2428	"ENSG00000141524.15_5"	"TMC6"	chr17	-	76121806	76122447	76121806	76121965	76122357	76122447
2438	"ENSG00000104691.15_8"	"UBXN8"	chr8	+	30620789	30620863	30620789	30620840	30620840	30620863
2455	"ENSG00000169598.16_4"	"DFFB"	chr1	+	3800070	3801993	3800070	3800364	3801601	3801993
2462	"ENSG00000112531.17_5"	"QKI"	chr6	+	163984451	163991177	163984451	163984751	163985698	163991177
2463	"ENSG00000112531.17_5"	"QKI"	chr6	+	163984451	163991177	163984451	163984751	163986977	163991177
2477	"ENSG00000223745.8_9"	"CCDC18-AS1"	chr1	-	93803786	93804831	93803786	93803825	93804712	93804831
2489	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61734783	61735103	61734783	61734843	61734929	61735103
2490	"ENSG00000167996.16_8"	"FTH1"	chr11	-	61734783	61735103	61734783	61734925	61735019	61735103
2497	"ENSG00000197948.11_5"	"FCHSD1"	chr5	-	141025653	141026289	141025653	141025758	141026169	141026289
2507	"ENSG00000169764.15_6"	"UGP2"	chr2	+	64114535	64117319	64114535	64114778	64117214	64117319
2513	"ENSG00000170889.14_6"	"RPS9"	chr19	+	54710143	54710592	54710143	54710330	54710420	54710592
2514	"ENSG00000170889.14_6"	"RPS9"	chr19	+	54710420	54711515	54710420	54710592	54711265	54711515
2536	"ENSG00000100911.16_6"	"PSME2"	chr14	-	24614918	24615449	24614918	24614961	24615416	24615449
2537	"ENSG00000100911.16_6"	"PSME2"	chr14	-	24614918	24615449	24614918	24614981	24615416	24615449
2538	"ENSG00000100911.16_6"	"PSME2"	chr14	-	24614918	24615449	24614918	24615105	24615416	24615449
2541	"ENSG00000163050.17_6"	"COQ8A"	chr1	+	227169727	227170464	227169727	227169850	227170378	227170464
2547	"ENSG00000164068.16_4"	"RNF123"	chr3	+	49742966	49743498	49742966	49743112	49743414	49743498
2557	"ENSG00000117308.15_8"	"GALE"	chr1	-	24124606	24125220	24124606	24124715	24125104	24125220
2558	"ENSG00000117308.15_8"	"GALE"	chr1	-	24124606	24125220	24124606	24124720	24125104	24125220
2596	"ENSG00000237441.10_5"	"RGL2"	chr6	-	33261571	33261843	33261571	33261693	33261810	33261843
2599	"ENSG00000166012.17_6"	"TAF1D"	chr11	-	93469859	93470405	93469859	93469917	93470229	93470405
2622	"ENSG00000038358.15_5"	"EDC4"	chr16	+	67916860	67917080	67916860	67916909	67917017	67917080
2628	"ENSG00000164828.18_8"	"SUN1"	chr7	+	892245	892589	892245	892304	892446	892589
2629	"ENSG00000164828.18_8"	"SUN1"	chr7	+	892245	892589	892245	892304	892449	892589
2631	"ENSG00000060971.18_6"	"ACAA1"	chr3	-	38167316	38168191	38167316	38167372	38167652	38168191
2632	"ENSG00000060971.18_6"	"ACAA1"	chr3	-	38167316	38168191	38167316	38167372	38168000	38168191
2633	"ENSG00000060971.18_6"	"ACAA1"	chr3	-	38167652	38168191	38167652	38167832	38168000	38168191
2634	"ENSG00000155666.12_5"	"KDM8"	chr16	+	27221413	27221942	27221413	27221688	27221902	27221942
2639	"ENSG00000168268.11_5"	"NT5DC2"	chr3	-	52561632	52561947	52561632	52561734	52561844	52561947
2642	"ENSG00000138778.13_6"	"CENPE"	chr4	-	104057297	104057516	104057297	104057328	104057436	104057516
2663	"ENSG00000164941.14_7"	"INTS8"	chr8	+	95879367	95879565	95879367	95879424	95879503	95879565
2666	"ENSG00000143947.13_3"	"RPS27A"	chr2	+	55461254	55462098	55461254	55461340	55461966	55462098
2672	"ENSG00000122952.17_7"	"ZWINT"	chr10	-	58119447	58120144	58119447	58119614	58119778	58120144
2673	"ENSG00000122952.17_7"	"ZWINT"	chr10	-	58119778	58120144	58119778	58119902	58120053	58120144
2674	"ENSG00000143543.15_6"	"JTB"	chr1	-	153949168	153949489	153949168	153949251	153949451	153949489
2675	"ENSG00000113716.13_5"	"HMGXB3"	chr5	+	149403824	149404243	149403824	149403971	149404067	149404243
2677	"ENSG00000118495.20_7"	"PLAGL1"	chr6	-	144285923	144287335	144285923	144285955	144286986	144287335
2678	"ENSG00000118495.20_7"	"PLAGL1"	chr6	-	144285923	144287335	144285923	144285955	144287294	144287335
2681	"ENSG00000100650.16_5"	"SRSF5"	chr14	+	70235898	70237257	70235898	70235968	70236227	70237257
2683	"ENSG00000100650.16_5"	"SRSF5"	chr14	+	70235514	70237257	70235514	70235968	70237183	70237257
2687	"ENSG00000110011.13_4"	"DNAJC4"	chr11	+	64001365	64001753	64001365	64001452	64001544	64001753
2693	"ENSG00000154889.17_8"	"MPPE1"	chr18	-	11886497	11886777	11886497	11886620	11886711	11886777
2703	"ENSG00000139793.18_5"	"MBNL2"	chr13	+	97999057	97999321	97999057	97999257	97999294	97999321
2718	"ENSG00000109171.15_4"	"SLAIN2"	chr4	+	48384584	48384944	48384584	48384656	48384744	48384944
2729	"ENSG00000158941.16_8"	"CCAR2"	chr8	+	22476129	22476528	22476129	22476241	22476339	22476528
2730	"ENSG00000158941.16_8"	"CCAR2"	chr8	+	22476339	22476528	22476339	22476386	22476388	22476528
2732	"ENSG00000158545.15_6"	"ZC3H18"	chr16	+	88688604	88689752	88688604	88688796	88689626	88689752
2733	"ENSG00000116580.18_4"	"GON4L"	chr1	-	155734790	155736500	155734790	155735141	155736447	155736500
2734	"ENSG00000116580.18_4"	"GON4L"	chr1	-	155785595	155786053	155785595	155785691	155786002	155786053
2735	"ENSG00000196961.12_2"	"AP2A1"	chr19	+	50303224	50303407	50303224	50303274	50303353	50303407
2736	"ENSG00000255666.7_9"	"LINC02700"	chr11	+	94380500	94380744	94380500	94380556	94380631	94380744
2738	"ENSG00000047410.14_5"	"TPR"	chr1	-	186310383	186312605	186310383	186310521	186312457	186312605
2755	"ENSG00000101444.13_6"	"AHCY"	chr20	-	32878137	32878444	32878137	32878255	32878356	32878444
2772	"ENSG00000115211.16_6"	"EIF2B4"	chr2	-	27590612	27590689	27590612	27590669	27590671	27590689
2791	"ENSG00000116478.12_6"	"HDAC1"	chr1	+	32797276	32797843	32797276	32797407	32797690	32797843
2794	"ENSG00000174483.20_6"	"BBS1"	chr11	+	66299126	66299690	66299126	66299213	66299421	66299690
2809	"ENSG00000161091.13_6"	"MFSD12"	chr19	-	3544196	3544730	3544196	3544305	3544352	3544730
2814	"ENSG00000213920.9_6"	"MDP1"	chr14	-	24684757	24685003	24684757	24684868	24684942	24685003
2815	"ENSG00000121073.15_7"	"SLC35B1"	chr17	-	47782485	47783671	47782485	47782643	47783227	47783671
2816	"ENSG00000121073.15_7"	"SLC35B1"	chr17	-	47783227	47783671	47783227	47783258	47783565	47783671
2817	"ENSG00000001631.15_9"	"KRIT1"	chr7	-	91864716	91865856	91864716	91864960	91865726	91865856
2818	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663324	144663398	144663498
2819	"ENSG00000104529.17_10"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663324	144663455	144663498
2820	"ENSG00000253877.6_7"	"LINC01608"	chr8	-	112039534	112039822	112039534	112039662	112039788	112039822
2822	"ENSG00000080189.15_7"	"SLC35C2"	chr20	-	44987025	44987402	44987025	44987197	44987329	44987402
2823	"ENSG00000228794.10_7"	"LINC01128"	chr1	+	787306	788146	787306	787394	788050	788146
2824	"ENSG00000228794.10_7"	"LINC01128"	chr1	+	787306	788146	787306	787474	788050	788146
2825	"ENSG00000228794.10_7"	"LINC01128"	chr1	+	787306	788146	787306	787490	788050	788146
2833	"ENSG00000151694.14_8"	"ADAM17"	chr2	-	9661331	9663467	9661331	9661445	9663377	9663467
2834	"ENSG00000151694.14_8"	"ADAM17"	chr2	-	9661331	9663467	9661331	9661450	9663377	9663467
